id,n_models,source,title,doi,registration,estimation,model_notes,data,status,exclusion_reason,exclusion_reason_notes
u01501,4,unpublished,Executive function and high ambiguity perceptual discrimination contribute to individual differences in mnemonic discrimination in older adults,http://psyarxiv.com/84vzc/,none,OLS (RM),Repeated measures ANOVA,https://osf.io/mcyh9/?view_only=,completed,Included,NA
u01567,5,unpublished,Subitizing object parts reveals a second stage of individuation,http://psyarxiv.com/6qjkc/,none,OLS (RM),Repeated measures ANOVA,https://osf.io/wv9hq/,completed,Included,NA
u01569,4,unpublished,Spatial distance of target locations affects the time course of both endogenous and exogenous attentional deployment.,http://psyarxiv.com/8cw6u/,none,OLS (RM),Repeated measures ANOVA,https://osf.io/tc8n4/?view_only=0a19156a906644029842fb8c316b1959,completed,Included,NA
u01648,3,unpublished,Testing the Confluence Model Theory of Sexual Aggression,http://psyarxiv.com/xzug7/,preregistered,OLS,Regression,https://osf.io/5hvk8/?view_only=a139d7d9d4ab453692fbaf8011b7bbfb,completed,Included,NA
u01785,4,unpublished,What drives individual differences in statistical learning? The role of perceptual fluency and familiarity,http://psyarxiv.com/aw3pq/,preregistered,OLS + ,t-tests + ANOVA,https://github.com/perfors/vsl,completed,Included,NA
u01869,3,unpublished,The Impact of Social Norms on Belief Update,http://psyarxiv.com/gsem6/,none,OLS + ,Repeated measures ANOVA + regression + mediation,https://osf.io/7nvcf/,completed,Included,NA
u01918,8,unpublished,Consequences of Cognitive Offloading: Boosting Performance But Diminishing Memory,http://psyarxiv.com/s7wbg/,preregistered,OLS + ,Regression + mediation,"https://osf.io/ke9dj/
https://osf.io/vp4f5/
https://osf.io/k6t7q/",completed,Included,NA
u01990,2,unpublished,Examining Moderators and Dyadic Effects of Borderline Personality Features on Mate Retention,http://psyarxiv.com/ef297/,preregistered,OLS,Regression + mixed effects models,"https://osf.io/zkp5g/ 
https://osf.io/4tzjw/",completed,Included,NA
u02060,5,unpublished,ÄúWasn't Even on My Radar‚Äù: Increasing Parental Mediation of Influencer Marketing Behaviors in 35 Minutes with a Brief Theory of Planned Behavior Informed Online Randomized Controlled Intervention,http://psyarxiv.com/9cfw3/,none,OLS,Regression,https://osf.io/3xkhn/files/,completed,Included,NA
u02085,2,unpublished,Sources of cognitive conflict and their relevance to Theory of Mind proficiency in healthy ageing. A preregistered study.,http://psyarxiv.com/mzv5u/,preregistered,OLS (RM),Mixed ANOVA,https://osf.io/9zmx8/,completed,Included,NA
u02398,4,unpublished,Neuroscience evidence is not more persuasive than behavioral evidence for both adults and juveniles: A preregistered study,http://psyarxiv.com/bqprd/,preregistered,OLS,ANOVA,https://osf.io/dpdzp/,completed,Included,NA
u02472,4,unpublished,Depression symptoms mediate mismatch between perceived severity of the COVID-19 and diminished compliance with prevention measures,http://psyarxiv.com/s4c79/,none,OLS + ,Mediation with PROCESS,https://github.com/dongilchung/covid-depression-belief ,completed,Included,NA
u02505,4,unpublished,Mind the robot! Variation in attributions of mind to a wide set of real and fictional robots,http://psyarxiv.com/p49g7/,none,OLS (RM),Mixed ANOVA,https://figshare.com/articles/dataset/Mind_the_Robot_Raw_data/12725270/1,completed,Included,NA
u02554,4,unpublished,Mind the robot! Variation in attributions of mind to a wide set of real and fictional robots,http://psyarxiv.com/p49g7/,none,OLS (RM),Mixed ANOVA,https://figshare.com/articles/dataset/Mind_the_Robot_Raw_data/12725270/1,completed,Included,NA
u02559,2,unpublished,"On measuring agreement with numerically bounded linguistic probability schemes: A re-analysis of data from Wintle, Fraser, Wills, Nicholson, and Fidler (2019)",http://psyarxiv.com/6atw5/,none,OLS (RM),Mixed ANOVA,https://osf.io/dpgu8/,completed,Included,NA
u02564,1,unpublished,Human-robot cooperation in economic games: People show strong reciprocity but conditional prosociality toward robots,http://psyarxiv.com/q6pv7/,preregistered,OLS + ,Regression + generalised linear models,https://osf.io/2uwb3/,completed,Included,NA
u02621,10,unpublished,A cognitive mechanism for the persistence of widespread false beliefs,http://psyarxiv.com/4zfrp/,none,OLS + ,Regression + other,https://github.com/ttrogers/frigo-chen-rogers ,completed,Included,NA
u02627,3,unpublished,Who Bought All the Toilet Paper? Conspiracy Theorists Are More Likely to Stockpile During the COVID-19 Pandemic,http://psyarxiv.com/z2g34/,preregistered,OLS + ,Regression + SEM,https://osf.io/35tsx/,completed,Included,NA
u02655,1,unpublished,Planning for success: Trait self-control predicts goal attainment through the use of implementation intentions,http://psyarxiv.com/m9u4e/,none,OLS + ,Regression + SEM,https://osf.io/xs9v7/,completed,Included,NA
u02741,1,unpublished,Adult Bilinguals Outperform Monolinguals in Theory of Mind,http://psyarxiv.com/nyt3w/,none,OLS (RM),Mixed ANOVA,https://osf.io/vsy6n/,completed,Included,NA
u02984,13,unpublished,The Effect of Psychological Momentum on Performance Expectations Versus Performance Outcomes,http://psyarxiv.com/nzfua/ ,none,OLS,Regressions + t-tests,https://osf.io/qqng5/?view_only=04e2e3ec43b747c7a86754ca0d0482a8,completed,Included,NA
u03123,2,unpublished,Persistent influence of family socioeconomic status on education in Britain over 95 years,http://psyarxiv.com/f9xbw/,preregistered,OLS + ,Regression + correlation,https://osf.io/a8fwx/,completed,Included,NA
u03126,5,unpublished,The best-case heuristic in risk prediction: Hopes and fears in a global health pandemic (COVID-19),http://psyarxiv.com/pcj4f/,preregistered,OLS (RM),t-tests,https://osf.io/7xcqp/,completed,Included,NA
u03812,3,unpublished,Spatial cognition in children with physical disability; what is the impact of restrictedindependent exploration?,http://psyarxiv.com/gk4we/,none,OLS + ,ANCOVA + RM ANOVAs,https://osf.io/qa5gn/,completed,Included,NA
u05087,5,unpublished,"The False Promise of Sexiness: Perceived Importance, Interest, and Citation Patterns for Counterintuitive Research Findings",http://psyarxiv.com/45rth/,none,OLS,Regression,https://osf.io/udtxe/ ,completed,Included,NA
u05450,2,unpublished,"The way of making choices: maximizing and satisficing and its relationship to well- being, personality, and self-rumination",http://psyarxiv.com/zav9t/,none,OLS,Regression,https://osf.io/aehkj/ ,completed,Included,NA
u05525,6,unpublished,Null results for the effect of the behavioral immune system on in-group cooperation.,http://psyarxiv.com/7gs3w/,preregistered,OLS,ANOVA,https://osf.io/gwr42/,completed,Included,NA
u05800,4,unpublished,Cognitive Test Scores Vary Based on Choice of Personal Digital Device,http://psyarxiv.com/wbmdj/ ,none,OLS,ANOVAs + regressions,https://osf.io/k4nxf/?view_only=8fedb487110e47198fc72f3d26bf5ccf,completed,Included,NA
u02191,NA,unpublished,A Tutorial in Longitudinal Measurement Invariance Using Lavaan,http://psyarxiv.com/tkzrb/,NA,NA,Methods paper,NA,excluded,Methods paper,Methods paper
p02759,NA,published,Statistical learning theory for high dimensional prediction: Application to criterion-keyed scale development,10.1037/met0000088,none,NA,NA,NA,excluded,Methods paper,Methods paper
p02765,NA,published,Empirical Bayesian significance measure of neuronal spike response,10.1186/s12868-016-0255-x,none,NA,NA,NA,excluded,Methods paper,Methods paper
p02796,NA,published,Global diversification discount and its discontents: A bit of selfâ€selection makes a world of difference,10.1002/smj.2574,none,NA,NA,NA,excluded,Methods paper,Methods paper
p03154,NA,published,Pooling ANOVA results from multiply imputed datasets: A simulation study,10.1027/1614-2241/a000111,NA,NA,NA,NA,excluded,Methods paper,Methods paper
p03659,NA,published,Factorial invariance in multilevel confirmatory factor analysis,10.1111/bmsp.12014,NA,NA,NA,NA,excluded,Methods paper,Methods paper
p03751,NA,published,Handling item-level missing data: Simpler is just as good,10.1177/0011000012445176,NA,NA,NA,NA,excluded,Methods paper,Methods paper
p03865,NA,published,Bayesian analogy with relational transformations,10.1037/a0028719,NA,NA,NA,NA,excluded,Methods paper,Methods paper
p04127,NA,published,Enhancing the internal validity of entrepreneurship experiments by assessing treatment effects at multiple levels across multiple trials,10.1016/j.jebo.2010.02.017,none,NA,NA,NA,excluded,Methods paper,Methods paper
p04170,NA,published,Estimating confidence intervals for eigenvalues in exploratory factor analysis,10.3758/BRM.42.3.871,NA,NA,NA,NA,excluded,Methods paper,Methods paper
p04215,NA,published,Bayesian learning in sparse graphical factor models via variational mean-field annealing,https://www.jmlr.org/papers/v11/yoshida10a.html,NA,NA,NA,NA,excluded,Methods paper,Methods paper
p04289,NA,published,Two SPSS programs for interpreting multiple regression results,10.3758/BRM.42.1.29,NA,NA,NA,NA,excluded,Methods paper,Methods paper
u05834,NA,unpublished,The Power of Design: Impact of Experimental Design Outweighs Impact of Inferential Methods on Statistical Power to Detect Indirect Effects,http://psyarxiv.com/gqryz/,NA,NA,Methods paper,NA,excluded,Methods paper,Methods paper
u00014,NA,unpublished,Many Labs 5: Testing pre-data collection peer review as an intervention to increase replicability,http://psyarxiv.com/jmnsq/,registered report,NA,NA,NA,excluded,Methods paper,Methods paper
u00024,NA,unpublished,NetFACS: Using network science to understand facial communication systems,http://psyarxiv.com/4vghk/,none,NA,NA,https://github.com/NetFACS/NetFACS,excluded,Methods paper,Methods paper
u00055,NA,unpublished,Putting psychology to the test: Rethinking model evaluation through benchmarking and prediction,http://psyarxiv.com/e437b/,none,NA,NA,NA,excluded,Methods paper,Methods paper
u00071,NA,unpublished,Bayesian Multivariate GARCH Models for Within-Person Variance Forecasting,http://psyarxiv.com/uf2tp/,none,NA,NA,NA,excluded,Methods paper,Methods paper
r00148,NA,published,From Text to Thought: How Analyzing Language Can Advance Psychological Science,http://psyarxiv.com/qat4r/,none,NA,NA,NA,excluded,Methods paper,Methods paper
u00181,NA,unpublished,Time to shine: reliable timing using R-Shiny for online experiments.,http://psyarxiv.com/nuxdg/,none,Other,Methods paper,NA,excluded,Methods paper,Methods paper
u00294,NA,unpublished,Measuring Heterogeneity in Normative Models as the Effective Number of Deviation Patterns,http://psyarxiv.com/k5b9g/,none,NA,NA,NA,excluded,Methods paper,Methods paper
u00325,NA,unpublished,A Multi-faceted Mess: A Review of Statistical Power Analysis  in Psychology Journal Articles,http://psyarxiv.com/3bdfu/,preregistered,Methods paper,Methods paper,NA,excluded,Methods paper,Methods paper
u00359,NA,unpublished,An R Toolbox for Score-Based Measurement Invariance Tests in IRT Models,http://psyarxiv.com/r9w34/,none,NA,NA,NA,excluded,Methods paper,Methods paper
u00795,NA,unpublished,audiomath: a Neuroscientist's Sound Toolkit,http://psyarxiv.com/fhma9/,none,Methods paper,Methods paper,NA,excluded,Methods paper,Methods paper
u00906,NA,unpublished,How meaningful are parameter estimates from models of inter-temporal choice?,http://psyarxiv.com/mvk67/,NA,NA,NA,NA,excluded,Methods paper,Methods paper
u01034,NA,unpublished,Digital Storytelling Methodologies: Recommendations for a Participatory Approach to Engaging Underrepresented Communities in Counseling Psychology Research,http://psyarxiv.com/dm8jr/,NA,NA,Methods paper,NA,excluded,Methods paper,Methods paper
u01080,NA,unpublished,A model-based approach to disentangling facilitation and interference effects in conflict tasks,http://psyarxiv.com/tu8ym/,none,Methods paper,Methods paper,https://osf.io/dg98w/,excluded,Methods paper,Methods paper
u01112,NA,unpublished,Does vocabulary help structure the mind?,http://psyarxiv.com/b74u9/,NA,NA,Methods paper,NA,excluded,Methods paper,Methods paper
r01220,NA,published,A practical guide to doing behavioural research on fake news and misinformation,http://psyarxiv.com/g69ha/,none,Methods paper,Methods paper,NA,excluded,Methods paper,Methods paper
u01323,NA,unpublished,Generalized inductive item tree analysis,http://psyarxiv.com/75cxn/,none,Methods paper,Methods paper,NA,excluded,Methods paper,Methods paper
u01394,NA,unpublished,The overuse of Cronbach‚Äôs alpha in psychology of religion:  A suggested alternative with a primer on how & when to use them,http://psyarxiv.com/89sz5/,NA,NA,Methods paper,NA,excluded,Methods paper,Methods paper
u01484,NA,unpublished,On the Differences between General Cross-Lagged Panel Model and Random-Intercept Cross-Lagged Panel Model: Interpretation of Cross-Lagged Parameters and Model Choice,http://psyarxiv.com/hrfpj/,NA,NA,Methods paper,NA,excluded,Methods paper,Methods paper
u01494,NA,unpublished,Systematic Parameter Reviews in Cognitive Modeling: Towards a Robust and Cumulative Characterization of Psychological Processes,http://psyarxiv.com/6jyf3/,NA,NA,Methods paper,NA,excluded,Methods paper,Methods paper
u02026,NA,unpublished,Algorithmic Jingle Jungle: A Comparison of Implementations of Principal Axis Factoring and Promax Rotation in R and SPSS,http://psyarxiv.com/7hwrm/,NA,NA,Methods paper,NA,excluded,Methods paper,Methods paper
u02042,NA,unpublished,Power calculations in single case neuropsychology,http://psyarxiv.com/fxz49/,NA,NA,Methods paper,NA,excluded,Methods paper,Methods paper
p02530,NA,published,Scoring rules for subjective probability distributions,10.1016/j.jebo.2016.12.001,none,NA,Methods paper,NA,excluded,Methods paper,Methods paper
u02624,NA,unpublished,Detecting careless responding in survey data using stochastic gradient boosting,http://psyarxiv.com/vs37k/,none,NA,NA,https://osf.io/mct37/,excluded,Methods paper,Methods paper
u02761,NA,unpublished,Exploring reliability heterogeneity with multiverse analyses: Data processing decisions unpredictably influence measurement reliability,http://psyarxiv.com/y6tcz/,none,NA,NA,https://osf.io/haz6u/,excluded,Methods paper,Methods paper
u03081,NA,unpublished,Test-retest reliability of four cognitive tasks in a not so WEIRD sample,http://psyarxiv.com/e2kr7/,none,NA,NA,https://osf.io/da39c/,excluded,Methods paper,Methods paper
u03084,NA,unpublished,"Too WEIRD, Too Fast: Preprints about COVID-19 in the Psychological Sciences",http://psyarxiv.com/5w7du/,none,NA,NA,NA,excluded,Methods paper,Methods paper
u04408,NA,unpublished,Finding Structure in Time: Visualizing and Analyzing Behavioral Time Series,http://psyarxiv.com/mpz9g/,NA,NA,Methods paper,NA,excluded,Methods paper,Methods paper
u05744,NA,unpublished,Using anticlustering to partition data sets into equivalent parts,http://psyarxiv.com/3razc/,NA,NA,Methods paper,NA,excluded,Methods paper,Methods paper
p02944,NA,published,Cobalt chloride treatment used to ablate the lateral line system also impairs the olfactory system in three freshwater fishes,10.1371/journal.pone.0159521,none,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
p03491,NA,published,Rapid climate change did not cause population collapse at the end of the European Bronze Age,10.1073/pnas.1408028111,NA,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
p03507,NA,published,Sphingosine 1-phosphate to p38 signaling via S1Pâ‚ receptor and GÎ±i/o evokes augmentation of capsaicin-induced ionic currents in mouse sensory neurons,10.1186/1744-8069-10-74,NA,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
p03514,NA,published,Modulation of the maladaptive stress response to manage diseases of protein folding,10.1371/journal.pbio.1001998,NA,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
p03580,NA,published,Staying awakeâ€”A genetic region that hinders Î±â‚‚ adrenergic receptor agonistâ€induced sleep,10.1111/ejn.12570,NA,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
p03729,NA,published,Deficits in human trisomy 21 iPSCs and neurons,10.1073/pnas.1216575110,NA,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
p03798,NA,published,Evidence that schizophrenia risk variation in the <i>ZNF804A</i> gene exerts its effects during fetal brain development,10.1176/appi.ajp.2012.11121845,NA,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
p04138,NA,published,"A comprehensive analysis of deletions, multiplications, and copy number variations in <i>PARK2</i>",10.1212/WNL.0b013e3181f4d832,NA,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
p04199,NA,published,"Biochemical, cellular, and anti-inflammatory properties of a potent, selective, orally bioavailable benzamide inhibitor of Rho kinase activity",10.1124/jpet.110.166033,NA,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
p04221,NA,published,Regulation of spinal neuroimmune responses by prolonged morphine treatment in a rat model of cancer induced bone pain,10.1016/j.brainres.2010.02.039,NA,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
p04236,NA,published,Zbtb20 is essential for the specification of CA1 field identity in the developing hippocampus,10.1073/pnas.0912315107,NA,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
p04249,NA,published,"DNA demethylation in retinal neurocytes contributes to the upregulation of DNA repair protein, Ku80",10.1097/WNR.0b013e328336ee7e,NA,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
p04304,NA,published,"Chemokine-like factor 1, a novel cytokine, induces nerve cell migration through the non-extracellular Ca <sup>2+</sup>-dependent tyrosine kinases pathway",10.1016/j.brainres.2009.10.047,NA,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
u00710,NA,unpublished,Turbulence in the financial markets: Cross-country differences in market volatility in response to COVID-19 pandemic policies,http://psyarxiv.com/58u7c/,NA,NA,NA,NA,excluded,Not a psychology paper,not a psychology paper
p04053,NA,published,Functional interactions of fibrillar and oligomeric amyloid-Î² with Alpha7 nicotinic receptors in Alzheimer's disease,10.3233/JAD-2010-101242,none,OLS,ANOVA,NA,excluded,Not a psychology paper,not a psychology paper
u04957,NA,unpublished,Recommendations in pre-registrations and internal review board proposals promote formal power analyses but do not increase sample size,http://psyarxiv.com/b3uwd/,none,Robust,Robust ANOVA with trimmed means,https://osf.io/94f2w/,excluded,Not an OLS model,Already robust
su00001,NA,sent unpublished,NA,NA,NA,Mixed effects models,NA,https://osf.io/dytp7/,excluded,Not an OLS model,not OLS
su00002,NA,sent unpublished,NA,NA,NA,SEM,NA,su00002,excluded,Not an OLS model,not OLS
su00004,NA,sent unpublished,NA,NA,NA,Robust ML,NA,su00004,excluded,Not an OLS model,not OLS
su00005,NA,sent unpublished,NA,NA,NA,ML,Multilevel model,su00005,excluded,Not an OLS model,not OLS
u00096,NA,unpublished,Ideologically motivated perception: The role of political context and active open-mindedness,http://psyarxiv.com/2bstm/,none,ML,Multilevel models,https://osf.io/d8yba/,email sent,Not an OLS model,not OLS
u00016,NA,unpublished,ANXIETY INCREASES THE WILLINGNESS TO BE EXPOSED TO COVID-19 RISK AMONG YOUNG ADULTS IN FRANCE,http://psyarxiv.com/5ntzc/,none,ML,Ordered logit,https://osf.io/gesyt/,excluded,Not an OLS model,not OLS
u00021,NA,unpublished,Quantifying shared and idiosyncratic judgments of racism in social discourse,http://psyarxiv.com/kfpjg/,preregistered,ML,Mixed effects models,https://osf.io/v2cey/,excluded,Not an OLS model,not OLS
r00023,NA,published,Forecasting population need for mental health care: a Bayesian methodology applied to the epidemiology of psychotic disorders in England,10.1192/bjp.2021.18,none,BF,"Bayesian Poisson regression model
",https://www.psymaptic.org,excluded,Not an OLS model,not OLS
u00027,NA,unpublished,Erroneous beliefs and emotional involvement as predictors of athletes´ sports betting behavior and problems,http://psyarxiv.com/v3nkp/,none,PCA,PCA ,https://osf.io/xzb6g/?view_only=59cda732d46c40c1b26f80a233b3249b,excluded,Not an OLS model,not OLS
u00029,NA,unpublished,Watching the brain as it binds: Beta synchronization relates to distractor-response binding,http://psyarxiv.com/2mexn/,none,NA,NA,https://osf.io/mykna,excluded,Not an OLS model,not OLS
u00035,NA,unpublished,Freeing capacity in WM through the use of LTM representations,http://psyarxiv.com/hj4rv/,preregistered,MCMC,Bayesian estimation,https://osf.io/7d9aj/,excluded,Not an OLS model,not OLS
u00041,NA,unpublished,Feeling Fat’ is Associated with Specific Eating Disorder Symptom Dimensions in Young Men and Women,http://psyarxiv.com/j48sq/,none,SEM,SEM,https://osf.io/fn7re/,excluded,Not an OLS model,not OLS
p00044,NA,published,Fluctuations in grandiose and vulnerable narcissistic states: A momentary perspective,10.1037/pspp0000370,none,ML,"Multilevel models, lagged effects",https://osf.io/c9uea/,excluded,Not an OLS model,not OLS
p00051,NA,published,How personality and policy predict pandemic behavior: Understanding sheltering-in-place in 55 countries at the onset of COVID-19,10.1037/amp0000740,none,ML,Multilevel models,https://osf.io/tuenj/files/ ,excluded,Not an OLS model,not OLS
u00052,NA,unpublished,Adults and Children Blatantly Dehumanize Outgroups,http://psyarxiv.com/s9wvc/,none,NP,Wilcoxon,https://osf.io/dcwuj/?view_only=fd82f7e3890d4a4f830452b010e0984c,excluded,Not an OLS model,not OLS
u00072,NA,unpublished,Failure to Find Altruistic Food Sharing in Rats,http://psyarxiv.com/pmbnh/,none,Bayesian estimation,Multilevel Bayesian models,https://osf.io/jczsv/,excluded,Not an OLS model,not OLS
r00073,NA,published,Who likes whom? The interaction between perceiver personality and target look,10.1016/j.jrp.2020.104044,none,ML,Multilevel models,https://osf.io/ynvp2/,excluded,Not an OLS model,not OLS
u00074,NA,unpublished,Mapping the Self: A network approach for understanding psychological and neural representations of self-concept structure,http://psyarxiv.com/hj87w/,preregistered,ML,Mixed effects models,https://osf.io/h9rmb?view_only=7acb97ade82547a9944169b5e4924249,excluded,Not an OLS model,not OLS
p00075,NA,published,Using item response theory to evaluate the Children's Behavior Questionnaire: Considerations of general functioning and assessment length,10.1037/pas0000883,none,FA,Factor analysis,https://osf.io/r7mdf/files,excluded,Not an OLS model,not OLS
u00075,NA,unpublished,Acculturation and market integration are associated with greater trust among Tanzanian Maasai pastoralists,http://psyarxiv.com/aqfyn/,preregistered,ML,Logistic regression,https://github.com/alightner/acculturationMarketInt_trust2020,excluded,Not an OLS model,not OLS
u00078,NA,unpublished,Training child learners on non-native vowel contrasts: the role of talker variability,http://psyarxiv.com/63dhn/,preregistered,ML,Mixed effects logit,https://osf.io/mqgyj/,excluded,Not an OLS model,not OLS
u00101,NA,unpublished,"The more, the better: Auditory threat conditioning using multiple conditioned and unconditioned stimuli over many trials",http://psyarxiv.com/p6z5u/,none,Other ,Cluster based permutation tests,https://osf.io/pnyrh/,excluded,Not an OLS model,not OLS
u00106,NA,unpublished,"Reframing of moral dilemmas reveals an unexpected ""positivity bias"" in updating and attributions",http://psyarxiv.com/d9w6p/,none,ML,Mixed effects models,https://osf.io/3cyaj/?view_only=c748f6e262d947c7a5d05d709659d84a,excluded,Not an OLS model,not OLS
r00118,NA,published,Modeling misretrieval and feature substitution in agreement attraction: A computational evaluation,http://psyarxiv.com/957e3/,none,Bayesian estimation,Bayesian estimation,https://osf.io/ykjg7/,excluded,Not an OLS model,not OLS
r00135,NA,published,Active exploration of faces in police lineups increases discrimination accuracy,http://psyarxiv.com/tvga4/,preregistered,Other,ROC analysis,"https://osf.io/2x5tg/
https://osf.io/b8tvw/",excluded,Not an OLS model,not OLS
r00136,NA,published,"A year in the social life of a teenager: Within-person fluctuations in stress, phone communication, and anxiety and depression",http://psyarxiv.com/aekjt/,none,Bayesian estimation,Bayesian estimation,https://osf.io/3amdg,excluded,Not an OLS model,not OLS
u00138,NA,unpublished,It is better an approximate answer to the right question than the exact answer to the wrong question : the case of the psychometric analysis of the ASQ:SE,http://psyarxiv.com/a5tdf/,none,FA,Factor analysis,https://osf.io/z6gwv/,excluded,Not an OLS model,not OLS
r00149,NA,published,Improving measurements of similarity judgments with machine-learning algorithms,http://psyarxiv.com/epkyv/,none,Other,Machine learning,NA,excluded,Not an OLS model,not OLS
u00152,NA,unpublished,Emotional congruency facilitates statistical learning,http://psyarxiv.com/vsbgu/,preregistered,ML,Mixed effects models,https://osf.io/gc3u5/?view_only=137ba5942d4747418574ea0a0cc64518,excluded,Not an OLS model,not OLS
u00155,NA,unpublished,Much ado about nothing: The mental representation of omissive relations,http://psyarxiv.com/w9uqa/,preregistered,ML,Logistic mixed effects model,https://osf.io/ndqke/,excluded,Not an OLS model,not OLS
r00160,NA,published,A Reappraisal of the Threshold Hypothesis of Creativity and Intelligence,http://psyarxiv.com/89bv5/,none,SEM,SEM,https://osf.io/v8e5x/,excluded,Not an OLS model,not OLS
u00168,NA,unpublished,A method for computerized olfactory assessment and training outside of laboratory or clinical settings,http://psyarxiv.com/u6zrw/,none,No models,Descriptives only,https://osf.io/kwftm/,excluded,Not an OLS model,not OLS
r00171,NA,published,Leader Identification through Networks of Conversational Interruptions,http://psyarxiv.com/m8y5n/,none,ML,Time series analysis,https://orb.binghamton.edu/management_fac/2/,excluded,Not an OLS model,not OLS
r00177,NA,published,Analysing Dynamic Change in Children’s Socio-Emotional Development using the Strengths and Difficulties Questionnaire in a large UK Longitudinal Study,http://psyarxiv.com/wz9xc/,none,ML,Multilevel models,https://beta.ukdataservice.ac.uk/datacatalogue/series/series?id=2000031,excluded,Not an OLS model,not OLS
u00178,NA,unpublished,"AN ADAPTABLE, OPEN-ACCESS TEST BATTERY TO STUDY  THE FRACTIONATION OF EXECUTIVE-FUNCTIONS IN DIVERSE POPULATIONS",http://psyarxiv.com/qznpt/,none,FA,Scale development ,NA,excluded,Not an OLS model,not OLS
p00181,NA,published,Action bias in the public's clinically inappropriate expectations for antibiotics,10.1037/xap0000269,preregistered,OLS + ,"one-way t-test, chi-square, logistic regression",https://osf.io/5hqfy/files,excluded,Not an OLS model,not OLS
u00192,NA,unpublished,Risk-Taking Unmasked:  Using Risky Choice and Temporal Discounting to Explain COVID-19 Preventative Behaviors,http://psyarxiv.com/uaqc2/,preregistered,ML,MIxed effects models,https://osf.io/xy6aj/,excluded,Not an OLS model,not OLS
r00194,NA,published,"In the eye of the beholder: A comprehensive analysis of stimulus type, perceiver, and target in physical attractiveness perceptions",http://psyarxiv.com/futv2/,none,ML,Multilevel models,https://osf.io/gewrp/,excluded,Not an OLS model,not OLS
u00202,NA,unpublished,Construction and Validation of a Self-report Subjective Emptiness Scale,http://psyarxiv.com/ndztv/,none,FA,Scale development ,NA,excluded,Not an OLS model,not OLS
p00212,NA,published,Social anxiety and liking: Towards understanding the role of metaperceptions in first impressions,10.1037/pspp0000363,none,ML,SEM,https://osf.io/d3gtz/files,excluded,Not an OLS model,not OLS
u00212,NA,unpublished,Making it less WEIRD: The landscape of Brazilian female evolutionary psychology,http://psyarxiv.com/gn9xf/,none,No models,No models - descriptive only ,NA,excluded,Not an OLS model,not OLS
u00213,NA,unpublished,Predictive modeling of the influence of parafoveal information processing on eye guidance in reading,http://psyarxiv.com/vbmqn/,none,Bayesian estimation,Bayesian estimation,NA,excluded,Not an OLS model,not OLS
u00227,NA,unpublished,Myopia drives reckless behavior in the face of over-taxation,http://psyarxiv.com/34gzp/,none,Other ,Delta rule model,https://sjdm.org/journal/18/18722/data-and-code.zip,excluded,Not an OLS model,not OLS
u00228,NA,unpublished,Maternal and paternal depression and anxiety and offspring infant negative affectivity: A systematic review and meta-analysis,http://psyarxiv.com/y9s7w/,preregistered,MA,Meta-analysis,NA,excluded,Not an OLS model,not OLS
r00235,NA,published,What Makes for a Pleasant Social Experience? The Role of Perceived Social Interaction Behavior in Associations Between Personality and Momentary Social Satisfaction,http://psyarxiv.com/fgve4/,preregistered,SEM,SEM path analysis,NA,excluded,Not an OLS model,not OLS
r00244,NA,published,Sequence alignment of folk song melodies reveals cross-cultural mechanisms of musical evolution,http://psyarxiv.com/5rj6y/,none,Bayesian estimation,Bayesian estimation,https://github.com/pesavage/melodic-evolution,excluded,Not an OLS model,not OLS
r00250,NA,published,"Gabbert et al., Rapport Systematic Review, ACP, pre-print",http://psyarxiv.com/d3w28/,none,Systematic review,Systematic review,NA,excluded,Not an OLS model,not OLS
u00268,NA,unpublished,Exposure to and experience of self-harm and self-harm related content: An exploratory network analysis,http://psyarxiv.com/gyhzr/,none,Other,Network analysis,https://osf.io/yjt58,excluded,Not an OLS model,not OLS
u00269,NA,unpublished,The relationship between sentence comprehension and lexical-semantic retuning,http://psyarxiv.com/qvaud/,none,ML,Mixed effects models,https://osf.io/t9q6v/,excluded,Not an OLS model,not OLS
u00288,NA,unpublished,The social basis of referential communication: Speakers construct reference based on listeners' expected visual search.,http://psyarxiv.com/fzuvh/,none,ML,Mixed effects models,https://osf.io/bezua/files/,excluded,Not an OLS model,not OLS
u00295,NA,unpublished,A critical analysis of the functional parameters of the quiet eye using immersive virtual reality,http://psyarxiv.com/qckyd/,preregistered,ML,Linear mixed effects models + PCA,https://osf.io/35fgp/,excluded,Not an OLS model,not OLS
