Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,DistributionChannel,UserLanguage,private,government,reasons,OUS1,OUS2,OUS3,OUS4,OUS5,OUS6,OUS7,OUS8,OUS9,OUS10,EC_EC_1,EC_EC_2,EC_EC_3,EC_EC_4,EC_EC_5,EC_EC_6,EC_EC_7,EC_EC_8,gender,gender_3_TEXT,age,own_religious,education,income,ses,political,prolific_id,fair_task,task_comments,SC0,PROLIFIC_PID,SESSION_ID,condition
100,361,1,15/08/2018 12:24,R_3P6TRwqXIHDz3W2,,anonymous,EN-GB,,5,The doctor has a skill that can go on to save maby more people and he can teach others his skills too,4,3,1,5,3,2,3,1,1,2,6,2,5,2,5,5,6,6,2,,35,3,4,5,1,3,5a46b04a2f91ec0001dcbd78,1,On yhe last question is asked me to select the 2nd optiom from the left but the ansers i was shown was in a list form so there wqs no way i could of got it right. Im a bit sad at this as i feel my submission will ne rejected ,25,,,government
100,256,1,15/08/2018 12:24,R_3pguPCHc9ZgcCY0,,anonymous,EN-GB,,6,In that example the doctor could help others injured in the evacuation,2,1,6,1,4,2,3,2,5,2,6,3,5,5,5,5,6,2,1,,41,1,4,8,1,6,5b60a14b9f910b000144846b,1,,28,,,government
100,343,1,15/08/2018 12:25,R_242GeeGk1ygFbl3,,anonymous,EN-GB,,3,"Although in this case, the overall benefit is clear, others may be less so and a random method would seem more fair",5,1,2,5,3,5,2,1,5,2,5,3,5,6,5,2,3,2,1,,51,3,5,2,3,3,59da3dc3416c900001ea5b45,1,,31,,,government
100,409,1,15/08/2018 12:25,R_CjZcTfkcuLQI6MF,,anonymous,EN-GB,5,,He can save others,2,3,3,2,1,4,4,6,5,2,5,3,6,6,5,3,5,2,2,,49,1,2,2,1,4,55d6d91d69dbc30005b66ffe,1,no,32,,,private
100,386,1,15/08/2018 12:25,R_3fpk9kQCv0lvUtE,,anonymous,EN-GB,6,,Because he has a very worthwhile career that helps other people. It was a difficult choice because both have families,5,4,4,6,4,2,2,1,4,2,6,2,6,6,3,3,6,2,2,,53,2,5,5,3,2,56c6e662b0b7a1000c5cdb21,2,,34,,,private
100,297,1,15/08/2018 12:26,R_9v592y87UlcOLYd,,anonymous,EN-GB,6,,Only one can be saved so I would save the one that woould benefit other people the most,3,5,7,2,4,4,5,5,5,2,6,5,5,5,5,4,6,2,1,,26,1,4,4,2,4,5b7049e5eb3d440001760f20,1,,42,,,private
100,380,1,15/08/2018 12:26,R_bllS3OOcGOV6lPj,,anonymous,EN-GB,3,,Just because of social standing does not make the second persons life less important,1,1,3,3,6,1,2,4,2,2,7,1,7,6,3,2,6,2,2,,27,1,3,3,4,1,5b74043d4c730d00013f1ddd,1,None,25,,,private
100,277,1,15/08/2018 12:27,R_231T0yJQuSNFtht,,anonymous,EN-GB,,2,Everybody has the same right to be saved,4,6,4,6,4,4,2,1,2,2,7,2,6,5,5,3,6,2,2,,33,1,3,3,1,3,598078e70379b400014e008b,1,,35,,,government
100,288,1,15/08/2018 12:27,R_3FRQQi3TIFV3clg,,anonymous,EN-GB,,5,A doctor who has experience could save a lot of People if he is saved ,3,5,3,5,5,4,3,5,4,4,5,3,5,5,3,4,5,2,2,,18,4,2,11,2,4,2002,2,,41,,,government
100,444,1,15/08/2018 12:28,R_233vZjlCge7Tpbg,,anonymous,EN-GB,,5,"if i were to make the decision from a moral standpoint id disagree as both are of equal importance, but when thinking rationally the doctor could save more lives in the future and as worked hard to get to their position",4,5,5,2,3,6,5,5,5,2,6,2,6,6,5,2,6,2,2,,18,1,2,7,3,2,5b27dfb87f7816000146480c,2,,42,,,government
100,254,1,15/08/2018 12:28,R_24uRWdFR8EdJWz6,,anonymous,EN-GB,6,,"For the greater good, he will do more good with his life",3,3,5,5,2,4,5,3,4,2,5,3,5,5,6,3,5,2,2,,28,5,4,6,2,4,5b2dde1da8327d0001ffbcc2,1,,36,,,private
100,294,1,15/08/2018 12:29,R_24f3ri3yJKBGiYx,,anonymous,EN-GB,,2,"I don't believe that you can give one person a greater value than another. I think that people should be rescued in the order they turn up, not make some people wait because they are not ""good enough"" to be rescued.",6,4,3,5,4,1,1,1,1,2,6,1,7,6,2,1,6,2,2,,49,4,4,3,2,4,569d242a9e8363000c309dd7,1,,28,,,government
100,237,1,15/08/2018 12:29,R_1g5sKDdPV8SRtkN,,anonymous,EN-GB,,5,The other participant hasnt anything useful to give to society - whereas the doctor has.,4,5,4,3,4,5,3,3,4,2,6,1,7,7,1,1,4,2,2,,57,2,3,5,1,4,57b4d420869234000179f45a,1,thank you,37,,,government
100,287,1,15/08/2018 12:30,R_2CfwbD3S4tBPnrw,,anonymous,EN-GB,6,,He will go on to help save lives ,4,5,4,5,5,3,4,4,4,2,6,6,6,6,2,2,6,2,2,,27,1,3,5,1,4,5a6795f013898300014b8590,1,,40,,,private
100,286,1,15/08/2018 12:30,R_3kdDv8LnvoxSFln,,anonymous,EN-GB,6,,His line of work and specialist knowledge is beneficial to society,6,5,6,7,6,2,3,2,2,2,6,1,7,5,1,1,7,2,1,,24,6,5,10,4,7,5aae5d94917b3b00010d4bad,1,,41,,,private
100,367,1,15/08/2018 12:30,R_3gYHS4P3plsUGIW,,anonymous,EN-GB,6,,More beneficial to save a dr,3,5,7,3,2,2,4,2,2,2,5,5,5,7,5,5,5,2,2,,33,2,2,2,6,4,597e0c0cfa99240001dec559,1,,32,,,private
100,203,1,15/08/2018 12:30,R_2bQr9nVxDxljDQa,,anonymous,EN-GB,5,,Allan is a doctor which we could need in the future,4,4,4,4,4,3,4,4,4,2,4,3,4,6,4,4,5,2,2,,26,3,2,6,2,2,5ac41693a3ba7a0001b497f7,1,Thanks was fun ,37,,,private
100,353,1,15/08/2018 12:30,R_3PNoi6hBaEZZtzD,,anonymous,EN-GB,,3,Everyone deserves the same rights to live,5,7,6,6,4,4,4,4,4,2,7,3,6,7,5,4,6,2,2,,31,1,3,5,2,3,589cb2749812490001591901,1,,46,,,government
100,225,1,15/08/2018 12:31,R_3pr9AwUYA6bSMuJ,,anonymous,EN-GB,7,,He is able to help more people in the long run. ,5,1,3,3,1,4,1,5,7,2,2,5,2,2,6,6,5,2,2,,40,1,2,3,1,3,59ebb3916100f9000194aa5c,1,,32,,,private
100,556,1,15/08/2018 12:31,R_10PjuJWrXLIrphX,,anonymous,EN-GB,5,,"Although Allen is a doctor, and he in the future will be able to assist in saving lives, if he is not present there will likely be a replacement. Both of these people have a similar sort of families, and the effect on the family due to either of their deaths will be equally great, despite the position in society of the two men.",5,4,4,5,5,5,3,5,6,2,6,5,6,6,5,3,4,2,1,,18,1,3,1,4,2,5b7366e8f20ba900019ca18f,1,,44,,,private
100,340,1,15/08/2018 12:32,R_24ovTtJ5ARJQWho,,anonymous,EN-GB,5,,allen can help save lives,3,3,5,5,3,3,3,3,5,2,6,4,6,6,3,3,6,2,2,,28,2,3,5,2,5,5ad39ee03a859300016c6aeb,1,,35,,,private
100,290,1,15/08/2018 12:32,R_DBPet5MZC6fMx8Z,,anonymous,EN-GB,7,,Allen is a beneficial member of society.,5,4,5,5,6,4,4,5,5,2,5,3,5,5,3,3,4,2,2,,19,1,3,1,1,1,59666c7c8bab28000157659b,1,,45,,,private
100,263,1,15/08/2018 12:33,R_cwM1P5Y5PnKORAB,,anonymous,EN-GB,,1,Everyone should be considered as important to society,5,6,4,4,6,2,2,2,2,2,5,2,5,6,3,2,6,2,2,,47,5,5,5,1,1,59b78e186495ef00019fba3a,1,,35,,,government
100,270,1,15/08/2018 12:33,R_2rURtPsvagIe79g,,anonymous,EN-GB,7,,"I'm going to feel guilt either way and someone will die, may as well save lives of others in the future",5,3,5,1,4,4,1,2,5,2,6,2,5,6,5,2,6,2,1,,21,1,3,2,2,3,5ac13ee69534ba0001c71b5c,1,,32,,,private
100,775,1,15/08/2018 12:33,R_2CjNjzWVTtg0eiI,,anonymous,EN-GB,5,,"Prioritising Allen has a higher chance of helping additional people in the future, given the information I know",3,4,3,3,5,3,2,2,5,2,4,4,4,3,5,5,3,2,2,,22,1,4,2,2,3,5b30e9c9b84c9000017ca2de,1,,32,,,private
100,514,1,15/08/2018 12:33,R_PFiMeBne8XhS2CB,,anonymous,EN-GB,,5,It seens right to save people that have got more to offer,5,3,5,3,2,5,4,5,4,2,5,3,5,5,3,5,5,2,2,,52,4,2,1,1,4,5a85b865eea3d300016e6e0f,1,,38,,,government
100,396,1,15/08/2018 12:33,R_rrJpVA0CGJyeAdr,,anonymous,EN-GB,,7,"In a not ideal scenario, unfortunately, these decisions have to be made for the overall benefit to society",2,5,6,2,6,5,5,6,6,2,7,5,4,7,5,2,6,2,1,,52,1,4,6,1,1,5ab8ec735cd105000161a902,1,,45,,,government
100,332,1,15/08/2018 12:34,R_qJej8ouBIVXq7x7,,anonymous,EN-GB,,5,in the long run they maybe able to help people effected by the disaster,4,5,3,5,3,3,5,3,2,2,5,3,4,5,3,5,5,2,2,,22,2,5,2,3,3,5b7327fb65b1a50001ceecf4,1,,35,,,government
100,485,1,15/08/2018 12:34,R_3izfBBJPPCbgYWM,,anonymous,EN-GB,2,,"I wouldn't prioritise Allen, but would rescue whichever one was closest. I think in situations like that,you don't necessarily reason your decisions. Similarly,you would hope to try and save both.",2,2,2,2,2,2,3,2,5,2,5,2,5,3,3,5,2,2,1,,34,1,3,5,1,3,5799d08d454e5400015f463c,1,"Yes. The last 'paying attention' question asked me to choose the second from the left option. However, i was given the options in a line down so chose the second from top.",24,,,private
100,287,1,15/08/2018 12:34,R_8jZtVOJtVnyOO8V,,anonymous,EN-GB,,1,no one persons life is more valuable than another,4,1,7,1,5,1,1,1,1,2,6,1,6,6,1,1,6,2,2,,32,1,5,4,1,1,5b27c1c0e180f5000108a416,1,,24,,,government
100,265,1,15/08/2018 12:34,R_2PceMv7n6zD0b3n,,anonymous,EN-GB,4,,i would find it hard to choose which to save,3,3,5,5,3,2,3,3,2,2,5,3,3,5,5,3,6,2,2,,48,5,3,3,2,4,56a8059fc897370006237090,1,,31,,,private
100,451,1,15/08/2018 12:35,R_UbFHgihw9wma4sV,,anonymous,EN-GB,,3,It is not the government's place to decide a persons worth,3,3,3,5,3,2,3,3,5,2,7,2,7,7,1,1,7,2,2,,41,1,5,6,1,2,5ad72b256f51890001c2a448,1,,32,,,government
100,277,1,15/08/2018 12:35,R_1CCrJicbnf4VIk0,,anonymous,EN-GB,5,,based on allens occupation ,5,6,4,5,4,3,4,2,3,2,3,2,4,6,2,4,5,2,2,,33,1,3,3,1,2,59bce27aab8d830001fe5bb3,1,,38,,,private
100,336,1,15/08/2018 12:35,R_2Y5JDH9FFGqDqDX,,anonymous,EN-GB,,3,It seems rather cold to decide on someone's fate depending on their usefulness but it is one way,7,5,3,2,5,3,1,1,2,2,6,2,6,6,2,2,6,2,2,,57,5,5,4,3,5,599898ce1b3d95000121f8c7,1,,31,,,government
100,254,1,15/08/2018 12:35,R_2b1wvSR68ty5PUE,,anonymous,EN-GB,5,,"I think Allen would probably be more helpful to society, but Bob may have other talents",2,3,3,5,3,3,2,2,2,2,4,3,4,3,5,3,4,2,2,,58,1,3,4,1,1,594bbf1f64c25300013dec18,1,,27,,,private
100,276,1,15/08/2018 12:35,R_6A2jhscEQ5GOOd3,,anonymous,EN-GB,4,,I would rather abstain from the ethical decision rather than engage in some form of utilitarian action premised on an abstract scenario.,4,4,5,4,4,4,2,3,2,2,5,2,4,5,3,2,5,2,1,,30,2,5,2,1,1,59e9ec9e16ecc200016ff65e,2,,34,,,private
100,261,1,15/08/2018 12:36,R_20SzhLz302mFt0V,,anonymous,EN-GB,6,,He would be more useful to the world in terms of his profession and would benefit the economy.,4,6,6,7,7,5,5,5,3,2,7,1,5,5,3,2,5,2,2,,20,6,3,5,2,4,5b2ac6858340900001dadeb1,1,,50,,,private
100,406,1,15/08/2018 12:36,R_3lyONeItzub9Wpe,,anonymous,EN-GB,,2,The only criteria that are prioritised in emergency situations are frailty and sickness (as top priority). Anything else is unfair and unworkable.,1,2,3,6,2,1,1,3,4,2,6,2,6,6,2,2,6,2,1,,56,2,5,1,4,4,57dfd6a98e00270001b437a4,2,26p is too low. 40-50 would be equitable.,25,,,government
100,169,1,15/08/2018 12:36,R_1Qi0XCAXeiyPipB,,anonymous,EN-GB,,2,I don't think your job should dictate your importance - it seems unfair and the idea of 'ranking' people in this way makes me very uneasy and uncomfortable,3,5,2,5,2,2,3,2,5,2,5,3,5,5,3,3,5,2,2,,34,1,4,8,4,4,57405b2250f5e60006ce1040,1,,31,,,government
100,344,1,15/08/2018 12:36,R_1zf7mu7qLX2v2QV,,anonymous,EN-GB,,1,no person should have their right to live based on how skilled they are,1,1,4,4,1,1,1,4,4,2,7,6,6,4,7,4,7,2,2,,41,3,2,4,2,2,5b538da3303c33000165bcec,1,,23,,,government
100,576,1,15/08/2018 12:36,R_3JlMl5unDG5TJ5w,,anonymous,EN-GB,,2,I understand the idea and it makes theoretical sense but i would never be happy supporting something that would cause harm to someone else,2,5,3,5,5,2,3,2,2,2,6,2,4,4,3,2,4,2,2,,33,5,4,4,1,3,5b70060a8050b7000178fa49,1,Questiond did give me much pause for thought,31,,,government
100,275,1,15/08/2018 12:36,R_W0xWv8Fn5v01cKR,,anonymous,EN-GB,,5,Makes sense to save someone who can save more people in the long run ,2,3,1,3,6,1,5,1,4,2,6,2,6,2,3,3,5,2,2,,29,1,4,3,1,4,5b50edeed42bee0001089b04,2,,28,,,government
100,308,1,15/08/2018 12:37,R_3RgdACFGkJ8DyBG,,anonymous,EN-GB,,7,Life saving doctor could not only save more lives but also teach others to save more lives so potential for life saving grows exponentially from one person,6,4,5,2,4,5,4,5,5,2,5,4,5,5,4,3,4,2,1,,27,1,4,4,1,4,5acb3b88f69e940001d9b83a,1,,42,,,government
100,581,1,15/08/2018 12:37,R_DGkNcmKQZViJGN3,,anonymous,EN-GB,5,,I underatand that Allen will bring more to other people but Bob has just as much to live as Allen does,5,4,5,6,4,3,2,5,5,2,6,2,6,5,2,2,5,2,2,,37,6,4,6,1,4,5b71e38addd1aa00012ca289,2,,41,,,private
100,458,1,15/08/2018 12:37,R_1kXCE30lS5hWK7s,,anonymous,EN-GB,6,,"Not an easy decision, but Allan has the skills to save more people in the future with his profession, therefore there is the future potential of more than just Allan's life that can be saved.",5,5,5,6,4,4,6,4,5,2,7,3,6,5,5,4,6,2,2,,53,1,4,7,2,4,5b06b39f16240200010d70a6,1,,46,,,private
100,409,1,15/08/2018 12:37,R_1JImPO52m2SMMc3,,anonymous,EN-GB,,5,"While ranking people based on their perceived usefulness to society seems rather distasteful, in an emergency situation it's only logical, no matter how distasteful it may be, to prioritise one life over another based on that perception.",5,1,1,3,2,6,7,7,6,2,6,3,6,2,3,6,4,2,1,,20,5,3,3,4,7,5b740086960d2300015f8ee8,1,"Some of my answers would have been better expressed with words, rather than simply with numbers (it might give an opportunity for people to explain their decisions; given that this is supposed to take 3 minutes, perhaps a more in-depth survey would be useful).",40,,,government
100,201,1,15/08/2018 12:37,R_3POek5qAUAtNqgL,,anonymous,EN-GB,,5,The doctor would be needed to save many life’s in the future although it isn’t a choice I would like to make,4,3,5,6,2,5,4,6,5,2,5,3,6,5,5,5,6,2,2,,36,2,2,3,3,4,5a4996b835c9d50001fdcdbf,1,,42,,,government
100,272,1,15/08/2018 12:37,R_1Fsv5nuaGySpQqh,,anonymous,EN-GB,5,,"Allan would have slightly more priority for me, as he is able to help others in the future, by saving thier lives. Although having said this, i would have to have a futher think about saving Bob, just because he is long term unemployed, doesnt mean his life is worth any less.",5,5,5,5,2,2,4,3,4,2,5,3,5,6,4,3,5,2,2,,24,1,3,4,2,4,5afaec38bba9690001d82aee,1,,37,,,private
100,380,1,15/08/2018 12:38,R_3kzX5kCsSzSchD6,,anonymous,EN-GB,,4,How can you choose one person over another?,4,3,7,6,7,2,2,1,4,2,7,1,7,7,1,1,5,2,2,,64,1,3,11,1,1,Paula George,1,,38,,,government
100,635,1,15/08/2018 12:38,R_79sHgEewsbEE6GZ,,anonymous,EN-GB,,1,all humans are entitled to the same help to live and survive ,1,3,5,6,1,1,2,2,1,2,6,3,4,4,5,3,4,2,1,,53,1,2,5,1,3,5b162d3fbd9c310001570856,2,,24,,,government
100,316,1,15/08/2018 12:38,R_54m9sOlHV1qeWUp,,anonymous,EN-GB,5,,If more lives are going to be saved in the future by saving Allen then I would be more drawn to him,4,4,4,5,5,2,2,3,4,2,5,2,5,5,5,3,5,2,2,,28,2,4,1,1,1,5b20b7405e45c000012abf1c,1,,35,,,private
100,126,1,15/08/2018 12:38,R_3EGPL7jE1OUPZRW,,anonymous,EN-GB,,5,people who can help others should be saved first,5,5,5,3,5,4,3,3,5,2,4,3,4,4,4,3,3,2,2,,43,1,3,6,2,3,594adf605209de0001431328,1,,40,,,government
100,347,1,15/08/2018 12:39,R_3KI7M1YPz4uq16g,,anonymous,EN-GB,6,,Because Alan has skills that will be able to be used for the good of many people.,2,1,1,3,2,3,4,2,4,2,5,1,5,5,4,3,6,2,1,,48,1,4,6,2,6,5b6476ab080ab7000130ff7a,1,,24,,,private
100,305,1,15/08/2018 12:39,R_vZCiAH7KRWEAx21,,anonymous,EN-GB,6,,"As stated he is a doctor that performs surgeries that not a lot of people can. Keeping him alive would mean he could save more people using his skills where as the other person, who is long term unemployed, will not really contribute anything.",6,5,4,6,5,4,4,4,4,2,5,2,6,5,3,3,6,2,2,,22,1,3,4,1,4,5996f2df6b939900012d9f5e,2,,44,,,private
100,275,1,15/08/2018 12:39,R_ufRRdqAxNtUwRZD,,anonymous,EN-GB,,1,You should do your best to save everyone regardless of status,2,3,5,3,3,1,3,2,2,2,6,2,6,2,3,2,5,2,2,,25,1,4,5,1,3,5b1b99792767e20001e5085a,1,,26,,,government
100,400,1,15/08/2018 12:39,R_2BwZD3d3SagVvdx,,anonymous,EN-GB,,5,Doctor can save lifes,3,3,3,5,4,2,4,1,1,2,6,2,6,7,2,3,5,2,1,,34,1,2,3,1,1,597f7c8af4be75000115ac21,1,,28,,,government
100,209,1,15/08/2018 12:40,R_3fSMw7BPZzjtyJF,,anonymous,EN-GB,,1,no one life is more important than another,1,1,1,1,1,1,1,1,1,2,5,6,2,3,6,6,2,2,1,,25,1,3,1,2,6,5a15c2c638ed430001be885b,1,,11,,,government
100,395,1,15/08/2018 12:40,R_Zy3khjKYkCJgOoV,,anonymous,EN-GB,,2,ok to save the doctor first as he is more beneficial for the population but its not fair with the others ,5,5,5,4,3,5,5,4,4,2,7,2,7,7,3,3,7,2,2,,34,2,3,4,1,4,5ab378825f01000001cb0111,1,no,42,,,government
100,178,1,15/08/2018 12:40,R_2916WOTcJBaK0PT,,anonymous,EN-GB,5,,hes more in need of it,5,5,5,5,4,5,5,5,3,2,4,3,4,5,2,2,4,2,1,,18,2,3,11,2,5,5b1e4fbdc9d3cb0001106349,1,,44,,,private
100,345,1,15/08/2018 12:41,R_3lGoNGBuraT2MV3,,anonymous,EN-GB,3,,"the value is in the human being and not what they can offer to society but there again a little bit, hence the close call on the selection",3,3,5,3,1,4,4,5,5,2,6,4,5,5,5,3,5,2,2,,55,1,3,5,3,5,5b5729fda56d6800013b189a,1,-,35,,,private
100,219,1,15/08/2018 12:41,R_1GKdUbNaVRWXkOF,,anonymous,EN-GB,6,,More benefit to society,5,5,5,6,6,5,4,5,4,2,6,2,6,4,2,2,5,2,2,,63,4,4,5,1,3,567b2ed8b7d79a0005b270ea,1,,47,,,private
100,356,1,15/08/2018 12:41,R_3HwsEzpU3CZ9Szz,,anonymous,EN-GB,,6,the doctoe has more to offer and would be more useful and give more back to society ,5,3,3,2,3,5,5,4,5,2,5,2,5,6,3,3,6,2,2,,51,1,2,7,1,4,5ad76bf274a9220001b9fef8,1,,37,,,government
100,462,1,15/08/2018 12:42,R_1LzmicvCFwOQwRF,,anonymous,EN-GB,6,,"As I have to pick one, I would choose the person who will help save many lives in the future",2,2,1,5,1,5,2,5,4,2,7,2,5,4,2,2,5,2,2,,19,1,3,5,2,4,5b5d0672415f6e00016b5306,1,,29,,,private
100,249,1,15/08/2018 12:42,R_2DSnOSKBQR4r3qz,,anonymous,EN-GB,1,,More beneficial,6,5,5,6,2,4,4,5,5,2,6,2,6,7,3,3,5,2,2,,27,1,2,7,3,4,5a7886822a842c0001fc3c84,1,,44,,,private
100,302,1,15/08/2018 12:42,R_3maQjbUDLqVHfAI,,anonymous,EN-GB,,5,Not humane but is logical for survival,5,1,6,3,2,2,1,6,4,2,5,3,5,5,5,3,5,2,1,,41,1,4,6,3,3,5a96fabe6475f900019fd33d,1,,32,,,government
100,428,1,15/08/2018 12:42,R_Rxg8aWNgnqC5C8x,,anonymous,EN-GB,,5,probably be better making a choice to save someone who can save others rather than just leaving it to chance.,4,5,5,5,5,3,5,2,5,2,6,1,6,6,3,2,6,2,2,,65,6,4,4,1,3,597637e7807ffb000192def6,1,,41,,,government
100,698,1,15/08/2018 12:42,R_pi3beUsF29hdPRT,,anonymous,EN-GB,,5,"By saving the doctor there would be a net benefit to society, whereas saving the unemployed person would not have this same benefit. However this only takes a single aspect into account concerning these people as there may be other factors which may influence the decision. ",5,2,2,5,2,3,4,3,5,2,5,5,3,3,7,3,3,2,1,,22,1,4,2,4,4,5b33c9ee1f9e7c000198e2fc,1,,33,,,government
100,245,1,15/08/2018 12:43,R_A0qbpOA4BHmMl1f,,anonymous,EN-GB,6,,would then comtribute by saving others,5,2,3,2,4,5,5,6,5,2,5,3,5,6,5,3,5,2,2,,43,1,3,4,1,4,5ac8fff9e1546900019c2803,1,,39,,,private
100,251,1,15/08/2018 12:43,R_Weq9uii7Gd8YyR3,,anonymous,EN-GB,,3,I try to behave in a way that everybody is equal ,3,5,3,4,3,5,4,6,5,2,6,2,5,5,5,3,6,2,1,,37,2,4,2,2,2,59f873de07e3780001ccd6e4,2,,40,,,government
100,340,1,15/08/2018 12:43,R_2QMLgYafvC9fPKH,,anonymous,EN-GB,,6,"As much as I hate admitting it, it makes logical sense. Choosing not to save the heart surgeon could potentially cause others to lose their lives.",2,3,1,2,2,3,5,2,3,2,3,5,4,4,7,6,2,2,1,,20,1,3,7,2,4,57cda5fcc76f3c0001d4349b,1,,25,,,government
100,574,1,15/08/2018 12:43,R_21sVzLDDvsaQZ6v,,anonymous,EN-GB,6,,As Allen would offer more to society in terms of work as he is a doctor who can perform this surgery. ,4,4,2,3,3,4,3,5,4,2,5,3,6,6,5,3,5,2,1,,22,2,4,2,6,5, 5b56106267df220001dac1fb,1,,34,,,private
100,463,1,15/08/2018 12:44,R_1LGcQTyXn1Mpt0g,,anonymous,EN-GB,3,,Would feel too bad about saving just one,6,5,5,4,5,4,5,2,4,2,6,3,5,6,4,2,5,2,2,,39,3,3,3,1,4,573734b314f69,1,,42,,,private
100,739,1,15/08/2018 12:44,R_3h5fczzzSrqaIRQ,,anonymous,EN-GB,4,,"If that's all I knew of them then MAYBE i would prioritise saving Allen.If I knew more about them, I would save the better person ( obviously based on what I consider to be traits that make a person good).",3,1,1,5,3,3,4,2,4,2,6,2,5,4,5,4,5,2,2,,34,1,3,10,3,3,584c24fb89af650001c552ad,1,,28,,,private
100,456,1,15/08/2018 12:44,R_3fvLM1lpJ7kNXLU,,anonymous,EN-GB,4,,it might be that allen is better since he's a doctor... but this shouldn't matter in life or death decision... i'd rather flip a coin,5,2,6,4,5,3,1,1,2,2,5,2,5,5,2,2,6,2,1,,29,1,4,2,2,2,5a32cb0d2964e900019f7fea,2,"cool study, interesting subject",31,,,private
100,383,1,15/08/2018 12:45,R_3EgbgsOhxh5lAqr,,anonymous,EN-GB,,5,the doctor could save lives in the future.,5,6,5,6,4,3,2,3,4,2,6,2,5,5,5,4,6,2,1,,43,1,2,4,1,2,59ff1c18844c7a00015e3d94,1,,40,,,government
100,406,1,15/08/2018 12:45,R_2pKaLALuGr59sdC,,anonymous,EN-GB,,2,Everyone should be allowed the chance to live and the policy needs to change to reflect this ,5,4,6,5,2,2,4,3,2,2,5,3,4,3,5,4,6,2,1,,39,4,2,4,1,2,5a07678b38ed430001be7561,1,,35,,,government
100,322,1,15/08/2018 12:45,R_2mAFdEdvq4UDGwN,,anonymous,EN-GB,7,,He helps people and would surely be more missed than the other,4,6,7,7,1,5,5,4,7,2,5,1,7,7,3,2,7,2,2,,31,1,5,7,1,4,5b115f4abd9c31000156affb,1,,48,,,private
100,391,1,15/08/2018 12:48,R_eyusdgc65eE5j9f,,anonymous,EN-GB,3,,"Both men are equal in my opinion,a job or skill does not plave ones life above another.",3,1,7,3,2,5,3,3,2,2,6,3,5,4,5,4,5,2,1,,29,4,2,4,3,4,5b661a904fe51b00010520f1,1,I very much enjoyed this survey.,31,,,private
100,664,1,15/08/2018 12:49,R_WcXQTfZ2bGZUimR,,anonymous,EN-GB,,2,Just because the man was unemployed it is not to say he has other qualities that are not of benefit. ,3,5,5,1,6,4,3,5,4,2,6,2,5,5,3,2,6,2,1,,22,4,3,4,1,4,5b733bb02fc7e70001bc5b5d,1,I feel some answers required more context to be able to answer more seriously. ,38,,,government
100,348,1,15/08/2018 12:51,R_bOcexkn8envlnxv,,anonymous,EN-GB,6,,The benefit that Alan can bring to society is far greater; he may save many more lives in his career.,2,3,7,4,6,3,1,3,2,2,5,2,5,5,2,1,3,2,1,,31,1,4,5,1,2,5ad12914b438910001ac9638,2,,33,,,private
100,425,1,15/08/2018 12:51,R_2CppMxyL8yU5iHm,,anonymous,EN-GB,,2,No life is worth more just because one is unemployed and the other had a life changing career,5,5,7,7,4,1,7,4,1,2,6,4,6,6,5,2,6,2,2,,29,2,3,3,2,4,59dfd7a7ae9f950001d83df9,1,,43,,,government
100,344,1,15/08/2018 13:06,R_3J9s8hdYZu04Mhy,,anonymous,EN-GB,,5,Makes the most sense to start a new life ,5,5,3,4,4,5,4,6,6,2,5,3,3,4,5,5,5,2,2,,26,1,3,4,1,4,5b3b96a868e12a000160db45,1,,44,,,government
