IDs,age,ageDifference,gender,genderDifference,issue,opinionFirst_1,opinionFirst_2,opinionFirst_3,opinionFirst_4,opinionFirst_5,opinionSecond_1,opinionSecond_2,opinionSecond_3,opinionSecond_4,opinionSecond_5,fullLiking_1,fullLiking_2,fullLiking_3,fullLiking_4,fullLiking_5,liking,similarity
6763,31,-7,0,0,0,0,-1,1,0,-1,-1,-1,0,-1,-1,5,4,5,5,4,4.5,2
6751,40,-14,1,0,0,0,1,0,1,0,1,1,1,-1,1,5,4,4,5,3,4,1
6750,42,NaN,0,NaN,0,-1,1,1,1,1,1,1,1,1,-1,5,5,5,5,4,5,3
6765,28,9,1,1,0,-1,0,0,1,0,1,1,1,1,-1,5,3,3,5,3,3,1
6760,27,NaN,1,NaN,0,-1,-1,1,-1,-1,-1,-1,1,1,0,5,5,5,5,3,5,3
6768,33,-4,1,0,0,-1,1,1,-1,-1,0,-1,-1,1,-1,5,3,3,5,2,3,1
6621,20,0,1,1,0,0,1,1,0,0,-1,0,-1,-1,-1,5,4,4,5,3,4,0
6622,25,35,1,1,0,-1,0,-1,-1,-1,1,1,1,1,-1,5,5,4,5,4,4.5,1
6623,25,35,1,0,0,-1,-1,1,1,-1,-1,1,-1,0,-1,5,5,5,5,1,5,2
6808,21,4,0,0,0,-1,-1,1,-1,1,0,1,1,1,-1,4,3,3,5,4,3,1
6732,30,2,0,0,0,-1,-1,-1,1,-1,-1,1,1,1,-1,5,3,4,5,4,3.5,3
6744,48,-18,0,1,0,1,1,-1,-1,-1,1,1,1,1,1,4,4,4,5,3,4,2
6745,26,5,1,1,0,-1,1,0,-1,0,-1,0,1,-1,-1,5,4,4,5,4,4,2
6924,21,NaN,0,NaN,0,1,0,1,1,1,1,-1,1,-1,1,5,4,4,5,3,4,3
6746,26,21,0,0,0,-1,-1,-1,1,0,0,1,1,-1,0,5,4,4,5,1,4,0
6761,25,1,1,0,0,-1,-1,1,1,-1,-1,1,1,-1,1,5,3,4,5,5,3.5,2
6843,29,NaN,1,NaN,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,3
6766,22,18,1,1,0,1,-1,0,1,1,0,0,0,0,0,5,4,4,5,5,4,0
6982,32,NaN,1,NaN,0,-1,1,-1,-1,-1,1,0,-1,1,0,5,4,3,4,1,3.5,1
7005,22,2,1,1,0,1,1,1,-1,-1,1,1,1,1,-1,5,4,4,4,5,4,4
6745,31,-5,1,1,0,-1,0,1,-1,-1,-1,1,0,-1,0,5,4,5,5,5,4.5,2
6735,21,11,0,1,0,-1,1,-1,1,1,-1,-1,-1,1,-1,5,5,5,5,4,5,3
6802,28,4,1,0,0,1,1,-1,-1,-1,1,1,-1,-1,-1,3,5,5,5,5,5,5
6736,24,4,0,0,0,-1,1,1,1,-1,-1,-1,-1,1,-1,4,4,5,5,4,4.5,3
6748,24,-4,1,1,0,-1,-1,-1,1,1,1,-1,1,-1,-1,5,4,3,5,4,3.5,1
6611,39,-9,0,0,0,-1,1,-1,1,1,-1,-1,-1,1,-1,5,4,4,5,2,4,3
6610,40,NaN,0,NaN,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,3,2,4,5,2,3,2
6620,24,NaN,1,NaN,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,5,4,4,4,3,4,3
6619,24,NaN,1,NaN,0,0,-1,-1,-1,0,-1,-1,0,0,-1,4,1,3,4,1,2,1
6755,30,NaN,1,NaN,0,-1,-1,-1,1,-1,1,-1,0,1,1,5,4,4,4,1,4,2
6743,38,1,1,0,0,-1,-1,-1,1,-1,1,-1,-1,-1,0,4,3,3,4,2,3,2
6756,42,-13,1,0,0,0,-1,1,1,-1,0,1,1,1,-1,4,4,4,5,3,4,3
6742,35,4,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,5,3,2,3
6836,30,-1,0,1,0,1,0,1,0,1,1,1,-1,-1,1,5,3,5,5,1,4,2
6728,25,-6,1,1,0,-1,1,1,-1,-1,-1,-1,-1,0,1,5,4,4,5,3,4,1
6782,21,6,0,1,0,-1,1,0,1,-1,-1,-1,-1,-1,-1,4,5,5,5,1,5,2
6976,23,28,1,1,0,1,0,-1,1,-1,-1,-1,-1,1,-1,5,5,5,5,3,5,3
6607,51,-25,1,0,0,1,-1,-1,1,1,-1,1,1,1,1,5,4,4,4,3,4,2
6608,52,-28,1,0,0,1,1,-1,-1,1,1,0,1,1,1,5,5,5,5,3,5,2
6609,20,13,1,1,0,1,-1,-1,1,-1,1,1,-1,1,1,5,4,4,5,3,4,3
6774,35,NaN,0,NaN,0,-1,1,1,-1,-1,1,1,-1,1,1,4,4,3,5,3,3.5,1
6930,31,NaN,1,NaN,0,-1,-1,1,-1,1,-1,1,-1,-1,-1,4,3,4,5,3,3.5,2
6762,30,5,1,0,0,-1,0,1,-1,0,1,1,-1,1,0,5,5,4,5,5,4.5,0
6763,24,7,1,0,0,-1,-1,0,-1,-1,0,-1,1,0,-1,5,5,4,5,4,4.5,2
6812,34,2,1,1,0,1,-1,1,-1,0,-1,1,1,-1,-1,4,2,3,5,2,2.5,2
6806,24,15,0,1,0,-1,0,-1,1,-1,1,-1,1,-1,1,5,3,4,4,2,3.5,0
6928,34,NaN,0,NaN,0,0,0,0,0,0,1,1,-1,1,0,5,4,4,5,4,4,0
6929,31,9,1,0,0,-1,-1,0,-1,-1,-1,1,-1,1,-1,5,3,3,4,3,3,2
5674,22,-1,1,0,1,-1,1,1,1,1,1,1,1,-1,0,4,2,2,5,1,2,2
4481,42,-14,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,5,4,4,4,5,4,3
4930,25,-7,1,1,1,0,1,-1,-1,0,1,-1,1,-1,-1,4,5,5,3,2,5,1
4595,43,0,1,1,1,-1,-1,1,1,1,-1,-1,1,1,0,5,5,4,5,3,4.5,4
4748,29,NaN,1,NaN,1,-1,1,-1,-1,1,1,1,-1,-1,0,5,5,5,5,3,5,3
4828,23,18,1,1,1,-1,-1,1,-1,1,-1,0,0,1,0,5,3,3,4,4,3,1
4898,29,16,0,0,1,-1,1,0,-1,0,-1,-1,1,-1,1,4,4,5,4,3,4.5,2
4821,54,NaN,0,NaN,1,-1,-1,-1,1,1,1,1,0,-1,0,5,4,4,4,4,4,0
4920,39,-11,1,0,1,-1,1,-1,1,1,1,1,-1,-1,-1,3,3,3,4,2,3,2
4798,23,3,0,0,1,-1,1,-1,1,1,-1,1,-1,1,0,5,5,4,4,4,4.5,4
4797,59,-32,1,1,1,-1,1,1,1,1,1,1,-1,-1,0,5,5,5,5,4,5,1
4726,43,NaN,1,NaN,1,-1,1,1,1,1,-1,1,-1,1,1,5,4,4,5,1,4,4
4704,22,11,1,0,1,1,-1,-1,1,1,-1,-1,-1,1,1,4,4,4,5,3,4,4
4868,30,-8,1,1,1,1,1,1,1,-1,-1,1,-1,-1,0,4,4,4,4,3,4,1
4920,28,11,0,0,1,1,1,-1,-1,-1,-1,1,-1,1,1,3,3,3,5,3,3,2
4919,26,5,1,0,1,1,0,0,1,0,1,1,1,1,1,4,2,3,5,2,2.5,2
4878,27,NaN,0,NaN,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,5,1,4
4855,28,NaN,1,NaN,1,-1,1,-1,1,0,-1,-1,-1,-1,1,5,4,5,5,5,4.5,2
4857,43,NaN,1,NaN,1,-1,-1,-1,-1,1,-1,1,-1,1,0,5,5,5,5,5,5,2
4705,22,2,0,1,1,-1,-1,-1,1,1,0,-1,-1,-1,-1,3,4,3,5,4,3.5,2
7841,35,-3,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,4,5,3,4,4
8030,35,-4,1,0,0,-1,1,1,1,1,-1,-1,1,-1,-1,4,3,3,4,4,3,2
6601,21,3,1,1,0,0,-1,1,-1,-1,-1,-1,1,1,-1,4,4,4,4,3,4,3
8214,23,NaN,1,NaN,0,1,-1,1,-1,-1,1,-1,1,-1,0,2,3,4,2,4,3.5,4
8068,50,-26,1,1,0,-1,1,-1,-1,-1,-1,1,1,-1,0,5,5,5,5,5,5,3
8053,26,10,1,1,0,-1,1,1,-1,-1,1,1,1,-1,1,5,3,3,5,3,3,3
7946,38,NaN,1,NaN,0,1,1,0,1,0,-1,-1,1,-1,-1,5,3,3,5,3,3,0
8040,20,NaN,1,NaN,0,-1,0,0,1,0,0,-1,1,1,0,5,4,4,5,3,4,1
8039,20,15,1,0,0,-1,0,-1,0,-1,1,1,1,1,1,4,4,3,4,3,3.5,0
8053,36,-10,1,1,0,1,1,1,-1,1,-1,1,1,-1,-1,4,3,3,3,3,3,3
8048,30,-7,1,1,0,-1,0,-1,1,1,-1,-1,-1,-1,-1,5,5,5,5,1,5,2
8049,29,-6,1,0,0,-1,1,-1,1,1,0,1,0,0,0,5,5,5,5,3,5,1
8056,27,NaN,0,NaN,0,1,1,0,1,1,-1,1,-1,-1,-1,4,5,5,5,3,5,1
8051,37,-5,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,4,3,4,5,4,3.5,2
8052,35,NaN,1,NaN,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,5,4,4,4
8050,52,NaN,0,NaN,0,1,1,1,-1,1,0,1,1,1,-1,4,4,5,5,2,4.5,2
8046,40,5,1,1,0,1,1,1,-1,-1,-1,-1,1,-1,-1,4,3,3,3,2,3,3
8039,35,-15,0,0,0,1,1,1,1,1,-1,0,-1,0,-1,5,3,4,5,4,3.5,0
8051,32,5,1,0,0,-1,-1,1,0,0,-1,-1,-1,-1,0,4,3,4,5,3,3.5,2
8034,55,-36,0,1,0,1,1,1,-1,-1,1,1,1,-1,0,5,4,5,5,4,4.5,4
8199,25,22,0,1,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,5,4,3,5,1,3.5,2
8198,25,-1,0,1,0,1,0,1,-1,-1,1,-1,-1,-1,1,4,4,3,5,2,3.5,2
8236,26,NaN,1,NaN,0,-1,-1,1,1,-1,-1,1,1,1,-1,4,3,2,4,2,2.5,4
8131,43,-13,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,4,5,3,4,5
7793,21,9,1,1,0,0,0,-1,0,0,0,0,1,1,-1,5,4,4,4,3,4,0
7027,26,0,0,1,0,1,-1,0,1,1,0,0,1,1,0,5,3,3,5,3,3,1
7841,32,3,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,4,3,4,3,2,3.5,4
7856,27,NaN,0,NaN,0,1,1,1,1,-1,-1,0,1,0,1,5,5,4,5,1,4.5,1
7868,28,18,1,1,0,0,-1,1,0,0,-1,-1,1,-1,-1,5,4,4,5,3,4,2
7867,29,26,0,1,0,1,-1,1,-1,1,1,1,1,-1,-1,4,4,5,5,4,4.5,3
7802,22,2,0,1,0,-1,0,1,-1,0,-1,-1,-1,1,-1,4,4,4,5,3,4,1
7794,35,-14,0,1,0,-1,1,1,-1,1,-1,0,1,0,0,4,3,3,4,2,3,2
7793,30,-9,1,1,0,0,0,1,1,-1,0,0,-1,0,0,5,3,3,5,4,3,0
7810,34,-4,1,0,0,1,-1,1,1,1,1,-1,1,1,-1,4,4,5,5,5,4.5,4
7863,33,NaN,0,NaN,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,4,3,3,5,2,3,3
7799,27,NaN,0,NaN,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,4,4,3,4,4,3.5,4
7935,55,NaN,1,NaN,0,-1,1,1,-1,0,1,1,-1,-1,-1,5,4,4,4,5,4,2
7936,35,-15,0,1,0,1,-1,1,1,-1,0,-1,0,1,-1,4,3,3,3,3,3,3
7937,36,-18,0,0,0,1,1,1,-1,-1,0,1,1,0,0,5,3,3,4,4,3,2
7873,28,-2,0,1,0,-1,1,1,1,1,-1,-1,1,-1,-1,5,3,3,5,1,3,2
7826,51,NaN,1,NaN,0,-1,1,1,-1,1,1,-1,-1,-1,-1,5,4,5,4,4,4.5,1
7829,28,NaN,1,NaN,0,-1,-1,-1,1,-1,1,-1,-1,-1,-1,5,4,4,5,4,4,3
7828,29,NaN,1,NaN,0,-1,-1,0,-1,-1,-1,1,-1,-1,-1,5,5,4,4,4,4.5,3
7998,29,NaN,0,NaN,0,-1,1,1,1,-1,-1,1,-1,1,1,5,5,5,5,2,5,3
7997,43,NaN,1,NaN,0,-1,1,1,1,1,0,-1,1,-1,0,5,4,5,5,3,4.5,1
7873,26,2,0,1,0,-1,-1,1,-1,-1,-1,1,1,1,1,5,4,3,5,3,3.5,2
7792,25,31,0,0,0,1,1,-1,0,-1,0,0,-1,0,0,5,4,4,4,2,4,1
8033,50,-31,1,0,0,-1,-1,1,-1,-1,1,1,1,0,1,5,4,4,5,3,4,1
8142,46,-5,0,1,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,5,5,4,5,3,4.5,2
8193,26,NaN,0,NaN,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,3,4,5
8078,41,NaN,0,NaN,0,1,1,1,1,1,1,-1,-1,1,1,5,5,5,5,5,5,3
8019,28,NaN,0,NaN,0,-1,1,1,-1,-1,1,1,1,-1,-1,5,3,3,4,4,3,4
8007,24,NaN,0,NaN,0,-1,-1,-1,-1,-1,1,-1,-1,1,1,4,3,2,5,1,2.5,2
8061,32,NaN,0,NaN,0,-1,1,1,-1,-1,-1,-1,-1,1,1,4,4,4,5,3,4,1
8015,29,-5,1,0,0,-1,-1,1,-1,-1,-1,1,-1,1,-1,5,4,5,5,5,4.5,2
8015,24,5,0,0,0,-1,1,-1,1,-1,-1,-1,1,-1,-1,5,5,5,5,5,5,2
8062,35,NaN,1,NaN,0,1,1,1,-1,-1,-1,1,-1,-1,1,5,5,5,5,5,5,2
8010,31,NaN,1,NaN,0,1,-1,1,-1,-1,0,1,-1,1,0,4,5,4,5,3,4.5,0
8042,35,16,1,1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,5,4,4,5,3,4,4
8137,24,NaN,0,NaN,0,-1,0,-1,1,1,1,1,-1,1,-1,5,4,4,4,4,4,2
8037,26,NaN,1,NaN,0,0,1,1,0,-1,1,1,-1,-1,-1,2,2,3,4,2,2.5,2
8027,51,NaN,1,NaN,0,1,-1,1,-1,-1,-1,-1,-1,0,-1,5,5,5,5,5,5,2
8026,51,NaN,1,NaN,0,0,-1,1,1,0,-1,1,1,1,-1,5,5,4,4,3,4.5,2
8029,52,-14,1,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,1,5,5,4,5,3,4.5,2
8033,19,31,0,0,0,1,1,1,0,1,-1,-1,1,-1,-1,3,4,4,3,2,4,1
8029,38,14,0,0,0,-1,-1,1,-1,1,-1,-1,-1,1,-1,5,4,4,5,3,4,2
8034,19,36,0,1,0,1,1,1,-1,0,1,1,1,-1,-1,4,2,3,4,1,2.5,4
6884,24,2,1,1,0,-1,-1,-1,0,-1,-1,-1,-1,1,-1,4,3,3,4,3,3,4
6886,21,20,1,0,0,1,-1,1,-1,0,-1,-1,-1,-1,-1,5,3,3,4,3,3,2
6698,31,-7,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,5,4,4,4,1,4,0
6699,25,4,1,0,0,0,0,0,0,0,-1,1,1,-1,1,3,3,3,4,2,3,0
6657,51,-23,1,0,0,1,1,1,1,-1,1,-1,1,-1,1,5,4,4,5,4,4,2
6973,34,-11,1,1,0,1,0,-1,1,1,1,-1,1,1,-1,5,5,5,5,1,5,2
6606,33,-13,1,1,0,1,1,-1,1,-1,1,-1,1,1,0,3,1,1,3,1,1,2
6689,37,4,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,4,4,4,4,5
6631,36,NaN,1,NaN,0,1,1,-1,-1,-1,1,-1,1,-1,1,3,4,3,4,2,3.5,2
6633,33,-9,1,0,0,1,-1,1,1,-1,1,1,-1,1,-1,4,4,3,5,5,3.5,3
3336,21,0,0,0,0,1,1,1,1,0,1,1,-1,1,1,5,5,4,5,4,4.5,3
3355,22,NaN,0,NaN,0,-1,1,1,-1,-1,-1,1,-1,-1,-1,4,2,2,4,2,2,4
3353,20,2,0,0,0,-1,1,1,1,1,1,1,1,0,-1,5,4,4,4,3,4,2
3354,22,NaN,0,NaN,0,-1,-1,-1,-1,-1,1,1,0,1,1,4,3,1,5,3,2,0
1109,19,3,1,1,1,-1,1,0,-1,0,1,1,1,-1,0,4,4,5,5,3,4.5,2
1142,18,NaN,0,NaN,1,-1,-1,1,-1,0,-1,1,1,0,0,3,1,1,5,1,1,2
3369,23,-3,1,1,0,1,-1,-1,1,-1,1,-1,-1,1,-1,4,3,3,5,4,3,5
1121,19,NaN,0,NaN,1,1,-1,1,-1,0,-1,1,1,-1,-1,5,4,4,4,3,4,2
1121,19,NaN,0,NaN,1,1,-1,1,-1,0,-1,1,1,-1,-1,5,4,4,4,3,4,2
1141,19,NaN,1,NaN,1,1,-1,-1,-1,1,-1,0,1,-1,0,4,3,3,4,2,3,1
1117,29,-8,1,1,1,1,1,1,-1,-1,1,1,1,-1,0,5,4,4,5,3,4,4
1118,28,NaN,1,NaN,1,1,1,1,-1,0,1,0,1,0,0,5,5,5,5,3,5,2
1156,18,NaN,1,NaN,1,1,1,1,-1,0,1,1,-1,-1,1,3,3,3,4,1,3,3
1155,18,5,0,1,1,-1,0,1,-1,1,1,1,1,-1,1,3,3,4,4,2,3.5,3
18,18,0,1,0,1,0,1,1,-1,1,-1,1,-1,1,0,5,5,4,5,3,4.5,1
2235,21,-1,0,0,0,-1,-1,1,1,-1,-1,0,1,-1,-1,5,4,5,5,4,4.5,3
1278,21,11,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,5,4,4,5,5,4,2
1288,23,0,0,1,1,1,1,-1,-1,0,1,1,1,-1,-1,5,3,4,4,2,3.5,3
1289,21,2,0,1,1,0,-1,-1,-1,1,1,1,1,-1,1,3,4,4,5,2,4,2
1448,41,-23,1,0,1,-1,0,1,-1,-1,-1,-1,1,0,0,5,3,4,4,4,3.5,2
1341,19,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,5,5,5,5,5,5,4
1340,23,-3,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,5,4,4,4,4,4,4
1264,22,-4,0,0,1,1,-1,1,-1,1,-1,-1,1,-1,0,4,4,4,4,1,4,3
1263,21,0,0,1,1,1,-1,-1,-1,1,-1,-1,0,-1,1,3,2,3,5,1,2.5,3
1278,32,-11,1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,5,4,4,5,4,4,2
18,18,0,0,0,1,-1,1,-1,1,0,0,1,1,-1,1,4,4,3,4,3,3.5,1
71,18,NaN,1,NaN,1,-1,1,0,-1,1,-1,1,0,1,1,5,5,4,4,5,4.5,3
73,18,2,1,0,1,-1,-1,1,1,0,-1,-1,1,-1,1,5,4,3,4,2,3.5,3
9,21,0,1,0,1,1,1,-1,1,-1,1,1,-1,-1,0,4,5,4,5,2,4.5,3
8,19,2,0,0,1,-1,0,-1,0,1,0,1,1,1,0,4,4,4,4,1,4,0
13,21,2,1,0,1,-1,0,-1,1,0,0,0,-1,1,1,3,2,3,5,2,2.5,2
14,18,4,0,0,1,-1,1,1,-1,1,-1,1,-1,-1,1,4,3,3,3,3,3,4
1265,20,NaN,0,NaN,1,1,1,0,0,-1,1,-1,1,-1,-1,4,3,2,4,2,2.5,2
3453,18,4,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,5,3,3,5
3452,18,1,1,1,0,-1,-1,-1,-1,-1,1,1,1,-1,1,5,3,4,4,3,3.5,1
2225,22,0,1,0,0,1,1,1,-1,1,-1,1,1,-1,-1,4,5,4,5,3,4.5,3
116,19,2,1,1,1,1,0,1,-1,-1,-1,1,1,-1,1,4,3,3,5,2,3,2
2311,18,NaN,0,NaN,0,-1,-1,-1,-1,1,-1,1,1,1,-1,2,2,3,3,2,2.5,1
89,19,3,1,0,1,1,-1,1,-1,1,-1,0,1,-1,0,4,3,3,5,2,3,2
88,19,4,0,1,1,0,0,-1,-1,1,1,-1,-1,-1,1,5,4,4,4,3,4,3
1113,25,-6,0,0,1,1,0,1,1,-1,1,1,-1,-1,-1,4,3,4,5,2,3.5,2
2256,20,1,1,0,0,-1,1,1,1,1,1,1,-1,-1,1,4,3,4,4,3,3.5,2
2307,22,NaN,1,NaN,0,-1,-1,-1,-1,-1,1,0,1,-1,1,5,1,3,3,4,2,1
2282,22,-1,0,1,0,1,1,1,1,1,-1,1,1,-1,1,3,2,3,5,4,2.5,3
1147,19,-1,0,1,1,-1,-1,-1,-1,1,1,0,-1,-1,1,5,5,4,5,1,4.5,3
3320,21,0,0,1,0,1,1,-1,1,-1,0,-1,1,1,0,3,2,4,4,1,3,1
2313,21,-2,0,1,0,1,1,-1,1,-1,0,1,1,1,-1,4,2,3,5,3,2.5,3
2314,20,1,1,0,0,1,1,1,-1,-1,-1,-1,1,-1,-1,5,4,4,4,4,4,3
1150,20,1,0,0,1,-1,-1,1,-1,1,-1,0,1,-1,1,5,5,5,5,4,5,4
100,22,-1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,0,5,4,5,5,4,4.5,3
1121,19,NaN,1,NaN,1,-1,1,1,-1,-1,1,-1,1,-1,0,3,3,3,5,3,3,2
1150,21,-1,1,0,1,-1,0,1,-1,1,-1,-1,1,-1,1,4,5,4,5,3,4.5,4
1151,20,-2,1,1,1,-1,0,1,1,1,1,1,1,-1,-1,5,4,4,5,3,4,1
3352,21,-1,0,1,0,-1,1,1,1,1,-1,1,-1,1,-1,3,2,4,5,1,3,3
3360,21,-2,1,0,0,-1,1,0,0,-1,-1,1,0,-1,1,3,2,2,4,1,2,2
3351,21,1,0,1,0,1,1,-1,1,0,1,1,1,1,0,3,3,3,5,2,3,3
1120,22,-3,1,1,1,-1,0,0,0,1,-1,-1,-1,-1,1,5,5,5,5,3,5,2
1139,20,1,1,1,1,-1,1,0,0,1,0,-1,1,1,0,4,5,4,4,4,4.5,0
99,22,0,1,0,1,1,1,0,-1,0,1,1,1,-1,-1,4,3,4,4,3,3.5,3
3409,20,3,0,1,0,1,1,-1,-1,-1,1,1,1,-1,1,3,2,1,5,1,1.5,3
3410,21,-3,1,1,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,5,3,3,4,4,3,3
91,22,-4,1,1,1,1,1,0,-1,-1,1,1,1,1,-1,4,3,4,5,4,3.5,3
3384,23,-2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,2,4,4
2499,18,NaN,1,NaN,0,0,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,4,2,1,4
113,19,3,0,1,1,1,0,1,1,0,-1,-1,-1,-1,1,4,4,4,5,3,4,0
3404,20,3,1,1,0,1,1,-1,1,-1,-1,1,-1,-1,-1,4,4,4,4,3,4,3
2235,20,1,1,0,0,-1,0,1,-1,-1,-1,-1,1,1,-1,4,4,4,5,4,4,3
3405,18,4,0,0,0,1,1,-1,1,1,-1,1,1,-1,-1,5,5,5,4,4,5,1
2253,18,2,1,0,0,1,1,0,1,-1,0,1,1,1,1,4,3,3,5,3,3,2
141,23,-2,0,0,1,1,1,-1,-1,0,1,0,1,-1,1,5,4,4,3,4,4,2
120,18,3,0,0,1,1,1,1,-1,0,1,-1,0,-1,0,5,4,3,5,3,3.5,2
1107,21,-2,1,1,1,-1,-1,1,-1,1,1,-1,-1,0,1,5,5,4,4,4,4.5,2
3346,20,-1,1,1,0,1,-1,1,-1,0,-1,1,1,-1,1,5,3,4,3,3,3.5,2
1255,35,-16,1,1,1,1,1,0,-1,-1,1,1,-1,1,-1,4,3,3,4,3,3,3
1256,19,2,1,0,1,1,1,0,-1,-1,0,1,1,-1,1,5,3,3,5,2,3,2
118,18,3,1,0,1,1,-1,-1,0,0,-1,-1,-1,-1,1,4,3,4,5,3,3.5,2
117,18,3,1,1,1,-1,1,1,1,-1,-1,1,0,1,1,4,3,3,5,3,3,3
1239,46,-28,0,1,1,1,0,0,-1,1,-1,-1,1,-1,1,2,3,3,4,1,3,2
2464,22,-3,0,1,0,-1,1,1,1,1,-1,1,-1,-1,1,5,5,4,5,3,4.5,3
107,23,-2,0,0,1,1,1,1,-1,-1,1,1,1,-1,-1,5,5,5,5,4,5,5
1114,20,-1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,0,5,4,4,4,3,4,1
1112,19,-1,1,0,1,-1,0,0,0,0,-1,1,-1,-1,0,5,4,4,4,1,4,1
3452,19,-1,1,1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,3,4,4,5,3,4,1
2223,22,-1,1,0,0,1,1,1,-1,-1,-1,-1,-1,1,1,5,5,4,5,2,4.5,0
3358,21,NaN,1,NaN,0,0,-1,-1,0,0,-1,1,1,-1,1,4,4,4,5,5,4,0
87,21,7,0,0,1,-1,1,-1,-1,1,-1,-1,1,1,1,5,5,5,4,5,5,2
1139,21,-1,1,1,1,0,-1,1,1,0,-1,1,0,0,1,3,2,3,2,1,2.5,0
1140,21,-2,1,1,1,-1,-1,-1,-1,0,-1,0,-1,1,0,5,5,5,5,2,5,2
3441,19,3,1,0,0,-1,-1,-1,-1,1,-1,-1,1,-1,-1,5,5,4,4,3,4.5,3
124,20,2,1,1,1,1,1,1,-1,0,1,1,-1,-1,-1,2,3,4,4,3,3.5,3
2237,22,NaN,1,NaN,0,-1,1,-1,-1,-1,1,-1,-1,1,-1,5,5,4,5,5,4.5,2
1210,23,-5,1,1,1,1,0,1,-1,-1,1,1,1,-1,1,4,3,3,4,4,3,3
3475,22,29,0,0,0,-1,-1,1,0,1,-1,-1,-1,-1,-1,5,3,4,5,2,3.5,2
1289,23,-2,0,1,1,1,1,1,-1,1,0,-1,-1,-1,0,4,4,3,5,3,3.5,1
1288,23,0,0,1,1,1,1,1,-1,-1,1,1,-1,-1,0,4,3,3,3,1,3,3
1425,21,NaN,1,NaN,1,1,1,1,-1,0,0,1,-1,-1,0,5,4,4,5,3,4,2
46,19,NaN,1,NaN,1,-1,1,1,-1,1,1,0,-1,-1,0,4,3,3,5,2,3,1
2306,23,-5,1,1,0,-1,1,-1,-1,0,1,1,-1,-1,0,5,4,4,5,4,4,3
3305,42,-20,0,0,0,1,1,1,1,-1,-1,1,1,-1,-1,5,4,4,5,3,4,3
1108,22,NaN,1,NaN,1,1,1,1,-1,-1,-1,0,-1,-1,0,3,5,3,4,4,4,1
1109,22,-3,1,1,1,1,1,1,-1,0,-1,1,0,-1,0,5,5,5,5,3,5,2
2306,18,5,1,1,0,1,1,-1,-1,0,-1,1,-1,-1,0,4,4,4,5,4,4,3
43,19,0,1,0,1,-1,1,1,-1,1,1,1,-1,0,-1,4,4,5,5,3,4.5,1
9,21,0,0,0,1,1,1,0,-1,0,1,1,-1,1,-1,5,4,4,4,3,4,2
49,20,-1,1,1,1,1,1,1,-1,0,1,1,1,-1,0,4,3,4,2,2,3.5,4
50,20,0,1,1,1,-1,-1,1,1,1,-1,1,1,0,1,4,4,5,5,2,4.5,3
1110,23,NaN,0,NaN,1,-1,1,0,-1,1,1,1,0,-1,-1,4,3,4,4,2,3.5,2
1111,23,-3,0,0,1,1,1,1,0,0,1,1,0,-1,-1,5,5,5,5,5,5,2
2244,20,2,1,1,0,0,1,-1,-1,-1,1,-1,1,-1,-1,4,3,3,5,4,3,2
370,19,2,0,1,1,-1,0,1,0,0,0,0,-1,1,0,5,3,4,4,2,3.5,0
2743,19,1,1,1,0,1,-1,-1,1,1,-1,1,-1,1,-1,4,3,3,5,3,3,2
437,23,-5,0,0,1,1,1,1,-1,1,-1,0,1,-1,0,2,2,3,4,3,2.5,2
470,20,NaN,2,NaN,1,1,1,-1,1,1,1,1,0,-1,0,4,4,4,5,4,4,2
