Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,agreement,attn_check,negative_cons,age,gender,educationScore,femalesAs1MaleAs0,income,incomeScore,householdIncomeEstimate,participant_id,assignment_id,computer_country,condition,proposal
100,177,1,07/08/2019 12:35,R_3n8InRknDDZPzcu,,,,,anonymous,EN-GB,5,4,7,38,female,2,,"$60,000 to $84,999",4,72500,8edbb361,ade4ff39,United States,policy-base,policy
100,104,1,07/08/2019 12:35,R_27eAmmWkIeSBBKI,,,,,anonymous,EN-GB,7,4,7,55,male,3,,"$25,000 to $39,999",2,32500,d262de08,090ecb47,United States,oneoff,proposal
100,218,1,07/08/2019 12:35,R_2cuCNbgziHMthB7,,,,,anonymous,EN-GB,2,4,6,63,male,5,,"$60,000 to $84,999",4,72500,d51f4063,d8cc936a,United States,policy-repeal,policy
100,54,1,07/08/2019 12:36,R_21H4q576w1dk81n,,,,,anonymous,EN-GB,6,4,6,26,male,6,,"$60,000 to $84,999",4,72500,12a8f2b3,2ff805fe,United States,policy-base,policy
100,74,1,07/08/2019 12:36,R_2c2ySDcdOdjrXaz,,,,,anonymous,EN-GB,2,4,6,42,female,6,,"$115,000 to $149,999",6,132500,607761a7,52dd3044,United States,policy-base,policy
100,74,1,07/08/2019 12:36,R_10pgJ6S48AzQUcF,,,,,anonymous,EN-GB,7,4,1,27,female,2,,"$10,000 to $24,999",1,17500,93b83435,ce622279,United States,oneoff,proposal
100,208,1,07/08/2019 12:36,R_ZBL8445JnZhwJwZ,,,,,anonymous,EN-GB,3,4,6,66,female,4,,"$10,000 to $24,999",1,17500,ab035b3d,704cb323,United States,policy-repeal,policy
100,267,1,07/08/2019 12:36,R_2SJsCxGx5hmGo89,,,,,anonymous,EN-GB,5,4,5,46,female,6,,"$60,000 to $84,999",4,72500,804308a1,3201781a,United States,oneoff,proposal
100,122,1,07/08/2019 12:36,R_p5i1dZ4YT9Aft6h,,,,,anonymous,EN-GB,3,4,6,29,male,2,,"$25,000 to $39,999",2,32500,245a64f9,f7f584ec,United States,oneoff,proposal
100,134,1,07/08/2019 12:37,R_1pGs4ltcYuGrDZz,,,,,anonymous,EN-GB,7,4,1,32,male,6,,"$200,000 or more",8,225000,fe8efa13,8a18e258,United States,policy-repeal,policy
100,31,1,07/08/2019 12:37,R_1K7H5m1kDGiP6uW,,,,,anonymous,EN-GB,7,4,1,36,male,2,,"$40,000 to $59,999",3,50000,da993c1c,a50ddaba,United States,policy-repeal,policy
100,239,1,07/08/2019 12:37,R_2eVYCJ491NJT2fH,,,,,anonymous,EN-GB,5,4,3,21,male,2,,"$40,000 to $59,999",3,50000,3213361f,b1def618,United States,policy-repeal,policy
100,196,1,07/08/2019 12:37,R_OiGRZsk4ENDEHvz,,,,,anonymous,EN-GB,4,4,5,45,female,4,,"$40,000 to $59,999",3,50000,aaa8b1ec,50d2e6a5,United States,policy-repeal,policy
100,119,1,07/08/2019 12:37,R_20Up5zSrMxZSmG5,,,,,anonymous,EN-GB,5,4,5,35,male,8,,"$85,000 to $114,999",5,100000,c4f6d91a,e821d5eb,United States,policy-repeal,policy
100,117,1,07/08/2019 12:37,R_26mUHXAo5lRqyYQ,,,,,anonymous,EN-GB,6,4,2,33,male,6,,"$85,000 to $114,999",5,100000,a418d465,5b152077,United States,policy-base,policy
100,300,1,07/08/2019 12:37,R_6J7uKdB4SwNvAWJ,,,,,anonymous,EN-GB,7,4,2,24,female,5,,"$60,000 to $84,999",4,72500,4432ecd4,1e70d427,United States,policy-repeal,policy
100,154,1,07/08/2019 12:37,R_3fHH20tlACGWw6G,,,,,anonymous,EN-GB,3,4,6,39,female,3,,"$25,000 to $39,999",2,32500,0466ced0,340620bb,United States,policy-base,policy
100,108,1,07/08/2019 12:38,R_tLPV1lPgr1F3kkx,,,,,anonymous,EN-GB,7,4,1,50,male,2,,"$60,000 to $84,999",4,72500,5e88b44e,f468c2a9,United States,oneoff,proposal
100,211,1,07/08/2019 12:38,R_9z50Sb596EHeKqt,,,,,anonymous,EN-GB,2,4,7,50,female,4,,"$85,000 to $114,999",5,100000,2e220885,548b56cc,United States,policy-base,policy
100,119,1,07/08/2019 12:38,R_2ya2v303YaTi6RR,,,,,anonymous,EN-GB,5,4,6,39,male,3,,"$60,000 to $84,999",4,72500,956d4e9b,146544ab,United States,policy-base,policy
100,118,1,07/08/2019 12:38,R_2xFQO0gtGDMsKFY,,,,,anonymous,EN-GB,1,4,7,56,female,3,,"$115,000 to $149,999",6,132500,1c5a1083,aa77a8ab,United States,policy-base,policy
100,57,1,07/08/2019 12:38,R_XXK3JJvQEIfVIFr,,,,,anonymous,EN-GB,5,2,5,29,male,4,,"$40,000 to $59,999",3,50000,6a3f1448,29eea854,United States,policy-repeal,policy
100,151,1,07/08/2019 12:38,R_1LYIH5wbxojOWJd,,,,,anonymous,EN-GB,4,4,5,63,female,2,,"$25,000 to $39,999",2,32500,a8cfe664,58c68fa6,United States,policy-repeal,policy
100,222,1,07/08/2019 12:38,R_6fXBKzbd55YRyDL,,,,,anonymous,EN-GB,5,4,4,76,female,5,,"$25,000 to $39,999",2,32500,e628d144,143d30d6,United States,policy-repeal,policy
100,61,1,07/08/2019 12:38,R_21EDBw4JBvk1U49,,,,,anonymous,EN-GB,7,2,5,37,male,2,,"$40,000 to $59,999",3,50000,3ffcb0be,714d0e95,United States,policy-base,policy
100,174,1,07/08/2019 12:39,R_3qImOQPOsQqdSZb,,,,,anonymous,EN-GB,4,4,5,66,male,2,,"$10,000 to $24,999",1,17500,822b6e99,44444dbe,United States,oneoff,proposal
100,162,1,07/08/2019 12:39,R_DBpqFq2BZZpRbln,,,,,anonymous,EN-GB,7,4,2,51,female,5,,"$150,000 to $199,999",7,175000,e6c6e6ac,faa0ab5e,United States,policy-repeal,policy
100,113,1,07/08/2019 12:39,R_A7fex5RZcjbs1ih,,,,,anonymous,EN-GB,1,4,7,49,female,3,,"$10,000 to $24,999",1,17500,5a2acd6d,40df8459,United States,policy-base,policy
100,271,1,07/08/2019 12:39,R_U9mgbQhG8L3Cdxf,,,,,anonymous,EN-GB,7,3,3,33,female,5,,"$85,000 to $114,999",5,100000,d5e34822,061dfb38,United States,oneoff,proposal
100,174,1,07/08/2019 12:39,R_25sVURvs6FbFd1y,,,,,anonymous,EN-GB,2,4,7,36,male,5,,"$60,000 to $84,999",4,72500,2f94180e,c85e71e5,United States,oneoff,proposal
100,309,1,07/08/2019 12:39,R_1MWm8U9wI7mJZEk,,,,,anonymous,EN-GB,5,4,6,36,female,5,,"$10,000 to $24,999",1,17500,896a0797,f45e7909,United States,policy-repeal,policy
100,77,1,07/08/2019 12:39,R_8ffgCGtuSHDCAXD,,,,,anonymous,EN-GB,3,4,7,42,male,6,,"$115,000 to $149,999",6,132500,4519ae11,2b1ae4c4,United States,oneoff,proposal
100,75,1,07/08/2019 12:40,R_3qP9JdLxyJVy9Wa,,,,,anonymous,EN-GB,6,4,4,43,male,2,,"$60,000 to $84,999",4,72500,2e36dfcc,be2cf0b9,United States,oneoff,proposal
100,65,1,07/08/2019 12:40,R_BEMDf0Q9aUxGUUN,,,,,anonymous,EN-GB,1,4,7,33,male,5,,"$40,000 to $59,999",3,50000,c268c6f5,f9ae065c,United States,policy-base,policy
100,48,1,07/08/2019 12:40,R_2TyCtrHpUgUZ8ia,,,,,anonymous,EN-GB,2,4,6,39,male,5,,"$40,000 to $59,999",3,50000,586686b4,f05e9137,United States,oneoff,proposal
100,73,1,07/08/2019 12:41,R_5ouhfjxoSbHunh7,,,,,anonymous,EN-GB,6,4,4,37,female,6,,"$85,000 to $114,999",5,100000,4e6b93cc,ae43be6a,United States,policy-repeal,policy
100,340,1,07/08/2019 12:41,R_10pXbyGnxJeX2fm,,,,,anonymous,EN-GB,7,4,5,43,female,5,,"$60,000 to $84,999",4,72500,e464b44a,b64bca44,United States,policy-repeal,policy
100,239,1,07/08/2019 12:41,R_1GTAIyLkn0TigpQ,,,,,anonymous,EN-GB,3,4,5,29,female,2,,"$25,000 to $39,999",2,32500,6f4795f3,fbf84d8e,United States,oneoff,proposal
100,48,1,07/08/2019 12:41,R_3D25XiNV9R3vB3O,,,,,anonymous,EN-GB,5,4,5,38,female,5,,"$60,000 to $84,999",4,72500,0db8821e,24e9cf2b,United States,policy-base,policy
100,145,1,07/08/2019 12:42,R_2v2OaXDCiepQ7I1,,,,,anonymous,EN-GB,4,4,6,41,male,2,,"$85,000 to $114,999",5,100000,882bb112,2d9f28a0,United States,policy-repeal,policy
100,132,1,07/08/2019 12:42,R_3NFhUTbbuISJi5b,,,,,anonymous,EN-GB,5,4,5,37,male,2,,"$10,000 to $24,999",1,17500,e3b1925f,e9fe057f,United States,policy-base,policy
100,123,1,07/08/2019 12:42,R_3szeoURKzZjhhAA,,,,,anonymous,EN-GB,3,4,6,27,male,5,,"$40,000 to $59,999",3,50000,ae1f760b,4aaa1c9c,United States,policy-repeal,policy
100,160,1,07/08/2019 12:42,R_31tk2DNymKFr1Pr,,,,,anonymous,EN-GB,5,4,5,43,female,6,,"$60,000 to $84,999",4,72500,3b522f33,74256c03,United States,policy-base,policy
100,69,1,07/08/2019 12:43,R_RXpNepzBafCwGC5,,,,,anonymous,EN-GB,4,4,4,21,male,4,,"$85,000 to $114,999",5,100000,34276f33,9f842ee9,United States,policy-repeal,policy
100,108,1,07/08/2019 12:43,R_1C1PExw2dlPE92r,,,,,anonymous,EN-GB,5,4,4,51,male,3,,"$40,000 to $59,999",3,50000,ed1be883,bd5c5ded,United States,oneoff,proposal
100,206,1,07/08/2019 12:43,R_25QvVzLS9IWEHyy,,,,,anonymous,EN-GB,6,4,3,47,male,2,,"$115,000 to $149,999",6,132500,7da9a04d,a299197d,United States,oneoff,proposal
100,97,1,07/08/2019 12:44,R_2c61cSR0CqxKJDA,,,,,anonymous,EN-GB,6,4,3,37,male,6,,"$85,000 to $114,999",5,100000,ebf6ed2a,be336320,United States,policy-repeal,policy
100,227,1,07/08/2019 12:44,R_3EAT9UzKLTkvsrp,,,,,anonymous,EN-GB,7,4,5,53,male,5,,"$115,000 to $149,999",6,132500,94501f22,5190505e,United States,policy-base,policy
100,269,1,07/08/2019 12:45,R_31LbftHqGeJ962t,,,,,anonymous,EN-GB,7,4,2,57,male,2,,"$60,000 to $84,999",4,72500,0c94d241,77ea8d47,United States,oneoff,proposal
100,82,1,07/08/2019 12:47,R_sSGx8wmpZfxCTQJ,,,,,anonymous,EN-GB,1,4,7,34,female,2,,"$60,000 to $84,999",4,72500,df2361f5,589c642e,United States,policy-base,policy
100,178,1,07/08/2019 12:47,R_WpmaTptKwiJXvd7,,,,,anonymous,EN-GB,6,4,5,24,female,2,,"Less than $9,999",0,5000,7a2dbf14,9f3c4563,United States,oneoff,proposal
100,67,1,07/08/2019 12:48,R_2TTAlYUGciA43ek,,,,,anonymous,EN-GB,6,4,3,33,male,6,,"$115,000 to $149,999",6,132500,778ce3fe,f903e53b,United States,policy-base,policy
100,72,1,07/08/2019 12:48,R_2WwCN39t0rS0Bhy,,,,,anonymous,EN-GB,5,4,5,27,female,2,,"$85,000 to $114,999",5,100000,edc9139b,8584b854,United States,oneoff,proposal
100,110,1,07/08/2019 12:49,R_1BSlqIa600ub6Xn,,,,,anonymous,EN-GB,1,4,7,27,male,4,,"$60,000 to $84,999",4,72500,b74b4b27,92063713,United States,policy-repeal,policy
100,152,1,07/08/2019 12:49,R_STNxqV1Q32VVD21,,,,,anonymous,EN-GB,7,4,4,36,female,5,,"$85,000 to $114,999",5,100000,4c68f8d7,2acc18ea,United States,oneoff,proposal
100,210,1,07/08/2019 12:50,R_WoYstNyfmJ4q4al,,,,,anonymous,EN-GB,5,4,6,49,male,4,,"$25,000 to $39,999",2,32500,90abd25f,1c58389b,United States,policy-repeal,policy
100,175,1,07/08/2019 12:50,R_Q53kqeoL1pHuQWB,,,,,anonymous,EN-GB,2,4,6,34,male,5,,"$25,000 to $39,999",2,32500,4f67d582,a73ba2c0,United States,policy-base,policy
100,133,1,07/08/2019 12:50,R_3JItfgqskXN3PLy,,,,,anonymous,EN-GB,6,4,4,34,female,5,,"$60,000 to $84,999",4,72500,3be090cd,1fe04070,United States,policy-base,policy
100,46,1,07/08/2019 12:51,R_yDfy940KcTtU8tb,,,,,anonymous,EN-GB,7,4,2,32,female,4,,"$10,000 to $24,999",1,17500,cb2bdacb,ff88228d,United States,oneoff,proposal
100,102,1,07/08/2019 12:53,R_3CNGtmcF5QxJuk3,,,,,anonymous,EN-GB,1,4,6,29,female,3,,"$40,000 to $59,999",3,50000,091ea2e1,e88f1b8c,United States,policy-repeal,policy
100,203,1,07/08/2019 12:53,R_zeTZgmkfvV0mQ4F,,,,,anonymous,EN-GB,5,4,6,71,female,3,,"$25,000 to $39,999",2,32500,29e0d860,37daf68a,United States,policy-repeal,policy
100,84,1,07/08/2019 12:54,R_DV6gzhGvaURZWkV,,,,,anonymous,EN-GB,6,4,5,41,female,3,,"$60,000 to $84,999",4,72500,f6993667,d78dbb14,United States,policy-base,policy
100,78,1,07/08/2019 12:57,R_2X5LbNbk7j33xyQ,,,,,anonymous,EN-GB,5,4,6,31,female,5,,"$60,000 to $84,999",4,72500,9a692103,0ea09b19,United States,oneoff,proposal
100,145,1,07/08/2019 13:11,R_2CwwQSQaUNwcbK8,,,,,anonymous,EN-GB,6,4,3,33,female,2,,"$40,000 to $59,999",3,50000,8f7b2b1e,c2a1696b,United States,oneoff,proposal
100,68,1,07/08/2019 13:16,R_3MFpBv2GlKM7NKI,,,,,anonymous,EN-GB,3,4,5,37,female,4,,"$10,000 to $24,999",1,17500,a5aea9a8,5bf1f5b0,United States,policy-repeal,policy
100,38,1,07/08/2019 13:19,R_XoynzE0SAUe5Ro5,,,,,anonymous,EN-GB,6,4,4,29,male,6,,"$60,000 to $84,999",4,72500,d5679519,7a049083,United States,policy-base,policy
100,44,1,07/08/2019 13:19,R_3nHP1oCo9ZT4ynF,,,,,anonymous,EN-GB,3,4,5,34,female,5,,"$60,000 to $84,999",4,72500,a7c5f932,a920d349,United States,oneoff,proposal
100,64,1,07/08/2019 13:19,R_3LhCp9S2T5vqaXu,,,,,anonymous,EN-GB,5,4,7,28,male,4,,"$40,000 to $59,999",3,50000,3cf59b16,faf6c935,United States,policy-base,policy
100,49,1,07/08/2019 13:20,R_3FVQN9xgbcNlJPG,,,,,anonymous,EN-GB,7,4,3,20,female,2,,"$85,000 to $114,999",5,100000,3752fb91,300596c0,United States,policy-repeal,policy
100,40,1,07/08/2019 13:20,R_3qlYoNDlQ9Csg8P,,,,,anonymous,EN-GB,6,4,5,32,male,5,,"$40,000 to $59,999",3,50000,2c63b8bb,9c8d1178,United States,oneoff,proposal
100,49,1,07/08/2019 13:20,R_WksIGmCaMCzVMNr,,,,,anonymous,EN-GB,1,4,7,34,female,3,,"$85,000 to $114,999",5,100000,20cee61c,28f000e4,United States,policy-repeal,policy
100,69,1,07/08/2019 13:20,R_1LhxgjTSfeebee6,,,,,anonymous,EN-GB,6,4,5,40,male,5,,"$60,000 to $84,999",4,72500,7.34E+40,a159a777,United States,policy-repeal,policy
100,64,1,07/08/2019 13:20,R_1FEvzON1ta9TB6c,,,,,anonymous,EN-GB,2,4,6,59,male,4,,"$150,000 to $199,999",7,175000,d01ea64e,4def4b94,United States,policy-base,policy
100,42,1,07/08/2019 13:20,R_3qgMQTJtGSZ7fVM,,,,,anonymous,EN-GB,7,4,5,33,male,5,,"$85,000 to $114,999",5,100000,5627f9ed,fb4dbeb6,United States,oneoff,proposal
100,71,1,07/08/2019 13:20,R_1dLf1tSFEdVsCSE,,,,,anonymous,EN-GB,4,4,5,29,male,4,,"$25,000 to $39,999",2,32500,682c76eb,e89e9398,United States,oneoff,proposal
100,39,1,07/08/2019 13:20,R_3HtyDI3L0iVRFTJ,,,,,anonymous,EN-GB,3,4,5,31,male,5,,"$115,000 to $149,999",6,132500,d3f13af6,84119b1f,United States,policy-base,policy
100,58,1,07/08/2019 13:20,R_1Lh4r8aqggeR5Rp,,,,,anonymous,EN-GB,5,4,3,29,male,6,,"$40,000 to $59,999",3,50000,25d271b0,c295e15a,United States,policy-repeal,policy
100,55,1,07/08/2019 13:20,R_3MnuId9FEalmPup,,,,,anonymous,EN-GB,6,4,2,47,male,3,,"$25,000 to $39,999",2,32500,cddfa6aa,c7960b83,United States,policy-base,policy
100,49,1,07/08/2019 13:20,R_3iFhfzx7t2gZWEb,,,,,anonymous,EN-GB,6,3,3,30,female,5,,"$60,000 to $84,999",4,72500,d6b41b02,2a64156f,United States,policy-base,policy
100,60,1,07/08/2019 13:20,R_3RjygFyLo6mNagD,,,,,anonymous,EN-GB,3,4,7,23,female,4,,"$25,000 to $39,999",2,32500,32b31bdc,c906bf76,United States,policy-repeal,policy
100,21,1,07/08/2019 13:20,R_41j90TmMOcutBo5,,,,,anonymous,EN-GB,7,4,4,40,female,4,,"$60,000 to $84,999",4,72500,9c02c4b0,eddd40aa,United States,policy-repeal,policy
100,78,1,07/08/2019 13:20,R_1gHmt8gwedGge62,,,,,anonymous,EN-GB,3,4,6,53,male,5,,"$115,000 to $149,999",6,132500,0f39e6c8,8238bb14,United States,policy-repeal,policy
100,49,1,07/08/2019 13:20,R_3lGqhdv5anUZhlo,,,,,anonymous,EN-GB,6,4,5,28,male,5,,"$40,000 to $59,999",3,50000,a1ae8e98,06b70781,United States,oneoff,proposal
100,85,1,07/08/2019 13:21,R_r2zZT9bRytNTqOB,,,,,anonymous,EN-GB,1,4,7,27,male,4,,"$60,000 to $84,999",4,72500,d6b1cff3,b0243b5a,United States,policy-repeal,policy
100,72,1,07/08/2019 13:21,R_A7lxWnKhauPo52x,,,,,anonymous,EN-GB,5,4,4,21,male,2,,"$10,000 to $24,999",1,17500,2c6f4e44,8.66E+08,United States,oneoff,proposal
100,66,1,07/08/2019 13:21,R_2uZI3qXAdNRlEzU,,,,,anonymous,EN-GB,6,4,2,31,male,5,,"$40,000 to $59,999",3,50000,e8575808,8089cc79,United States,policy-base,policy
100,88,1,07/08/2019 13:21,R_2TI8BDMn2nzTWXu,,,,,anonymous,EN-GB,1,4,7,49,female,6,,"$40,000 to $59,999",3,50000,1196e554,37df79a7,United States,oneoff,proposal
100,67,1,07/08/2019 13:21,R_296pYsqUszAVek2,,,,,anonymous,EN-GB,2,4,7,31,female,2,,"$85,000 to $114,999",5,100000,cbcb1277,1595d75d,United States,policy-repeal,policy
100,131,1,07/08/2019 13:21,R_2rUVMdwmsWwZnWZ,,,,,anonymous,EN-GB,1,4,7,39,female,3,,"$40,000 to $59,999",3,50000,c0d064d8,21eabaed,United States,policy-base,policy
100,153,1,07/08/2019 13:21,R_cGEM4TTbbv0vStr,,,,,anonymous,EN-GB,4,4,6,45,female,2,,"$40,000 to $59,999",3,50000,d1d38401,6d923cd2,United States,oneoff,proposal
100,34,1,07/08/2019 13:21,R_1daIYEIEvddoqcd,,,,,anonymous,EN-GB,5,4,6,42,male,5,,"$25,000 to $39,999",2,32500,fb2564a0,d57f1ce3,United States,oneoff,proposal
100,68,1,07/08/2019 13:21,R_UEbsbRBATVbDaFP,,,,,anonymous,EN-GB,1,4,7,47,male,4,,"$40,000 to $59,999",3,50000,4bfc41f1,37786b2c,United States,policy-base,policy
100,27,1,07/08/2019 13:21,R_BJRxpwVWFFU4qmB,,,,,anonymous,EN-GB,5,4,7,25,female,3,,"$60,000 to $84,999",4,72500,ea0153b0,9b59ffea,United States,policy-base,policy
100,28,1,07/08/2019 13:22,R_1PZXI5r7ljA5IzB,,,,,anonymous,EN-GB,5,4,5,36,female,5,,"$115,000 to $149,999",6,132500,c809052c,19945050,United States,policy-base,policy
100,105,1,07/08/2019 13:22,R_3dGnWecNQ6x2O25,,,,,anonymous,EN-GB,3,4,5,53,female,4,,"$60,000 to $84,999",4,72500,9b8d52da,791b8856,United States,oneoff,proposal
100,153,1,07/08/2019 13:22,R_1FkrsjZRI1AArTd,,,,,anonymous,EN-GB,3,4,6,45,female,6,,"$60,000 to $84,999",4,72500,9e0e18f9,e49c2d29,United States,policy-repeal,policy
100,110,1,07/08/2019 13:22,R_PwJ5poyIPQ6W4mJ,,,,,anonymous,EN-GB,2,4,5,59,female,2,,"$115,000 to $149,999",6,132500,6bc7bd64,e77abb9a,United States,policy-base,policy
100,36,1,07/08/2019 13:22,R_1eOUEaRfc18H0Yq,,,,,anonymous,EN-GB,2,4,7,34,male,5,,"$85,000 to $114,999",5,100000,7194ea52,fec0b38d,United States,policy-base,policy
100,31,1,07/08/2019 13:22,R_2YstjaAWBVAgqTJ,,,,,anonymous,EN-GB,1,4,7,46,female,4,,"$60,000 to $84,999",4,72500,c246b0ac,1e907096,United States,oneoff,proposal
100,67,1,07/08/2019 13:22,R_RgVkNNHRdwCp9st,,,,,anonymous,EN-GB,7,4,3,25,male,6,,"$40,000 to $59,999",3,50000,0111daa5,56eb4b60,United States,oneoff,proposal
100,57,1,07/08/2019 13:23,R_2VvXguNBXK4f0fE,,,,,anonymous,EN-GB,6,4,4,36,male,8,,"$85,000 to $114,999",5,100000,b1e6848c,9e229e7e,United States,oneoff,proposal
100,57,1,07/08/2019 13:23,R_1rMkVU7zYI5GZRL,,,,,anonymous,EN-GB,6,4,2,31,male,5,,"$60,000 to $84,999",4,72500,c4b855f2,64b03c55,United States,oneoff,proposal
100,15,1,07/08/2019 13:23,R_2vidwiWwWmS2bVo,,,,,anonymous,EN-GB,4,1,4,42,male,6,,"$60,000 to $84,999",4,72500,c3528dfd,2f241976,United States,oneoff,proposal
100,115,1,07/08/2019 13:23,R_3qPwSXoRPw7uOMI,,,,,anonymous,EN-GB,7,4,1,39,female,5,,"$25,000 to $39,999",2,32500,8d0fc917,efba3860,United States,oneoff,proposal
100,38,1,07/08/2019 13:23,R_XQVCha9TBmIw5eF,,,,,anonymous,EN-GB,3,3,7,37,male,6,,"$10,000 to $24,999",1,17500,2cff9726,5899d87d,United States,policy-base,policy
100,32,1,07/08/2019 13:23,R_1N4AEsTIb477oQK,,,,,anonymous,EN-GB,5,4,4,31,male,5,,"$25,000 to $39,999",2,32500,ec494e5a,04f0d0bc,United States,oneoff,proposal
100,152,1,07/08/2019 13:24,R_DOdv1OFuVw3gTYd,,,,,anonymous,EN-GB,1,4,7,48,female,5,,"$25,000 to $39,999",2,32500,da090b96,417afc49,United States,policy-repeal,policy
100,112,1,07/08/2019 13:24,R_2YMpHrkq89o48ks,,,,,anonymous,EN-GB,2,4,6,23,male,2,,"Less than $9,999",0,5000,8254f985,6372dd6a,United States,policy-repeal,policy
100,53,1,07/08/2019 13:24,R_1ONyWK9SG8tfM8e,,,,,anonymous,EN-GB,4,4,5,52,female,3,,"$10,000 to $24,999",1,17500,fe60d91c,0704efa2,United States,policy-repeal,policy
100,35,1,07/08/2019 13:24,R_2zXS99gipwrEWjW,,,,,anonymous,EN-GB,6,4,6,36,male,6,,"$115,000 to $149,999",6,132500,0f01d017,e69eed2b,United States,policy-repeal,policy
100,40,1,07/08/2019 13:24,R_1pXXAGV7JVcfGDE,,,,,anonymous,EN-GB,6,4,5,35,female,6,,"$150,000 to $199,999",7,175000,9023bd2e,a24d989b,United States,policy-base,policy
100,51,1,07/08/2019 13:24,R_3jSA8dz7gMEZeqQ,,,,,anonymous,EN-GB,6,4,6,35,male,5,,"$150,000 to $199,999",7,175000,38dd93db,d50a5fd3,United States,policy-base,policy
100,33,1,07/08/2019 13:24,R_1qai1p9Id4iholH,,,,,anonymous,EN-GB,5,4,5,32,male,8,,"$85,000 to $114,999",5,100000,f4abf241,69073a23,United States,policy-base,policy
100,60,1,07/08/2019 13:25,R_1feK9pR8nOCahfE,,,,,anonymous,EN-GB,2,4,6,53,male,5,,"$115,000 to $149,999",6,132500,87957602,fe18d80f,United States,oneoff,proposal
100,58,1,07/08/2019 13:25,R_1LFeVuvAHqdqOB5,,,,,anonymous,EN-GB,1,4,7,42,male,2,,"$25,000 to $39,999",2,32500,deaad062,579e61a2,United States,oneoff,proposal
100,117,1,07/08/2019 13:25,R_2wboaMvv044NS5i,,,,,anonymous,EN-GB,6,4,2,37,female,5,,"$60,000 to $84,999",4,72500,1f349e64,270b71f2,United States,oneoff,proposal
100,46,1,07/08/2019 13:25,R_1pSb5qb901rgAWU,,,,,anonymous,EN-GB,2,4,6,57,female,5,,"$40,000 to $59,999",3,50000,feebc970,179e6797,United States,oneoff,proposal
100,62,1,07/08/2019 13:25,R_1DvdFq9C5yyvWMw,,,,,anonymous,EN-GB,2,4,6,30,female,5,,"$40,000 to $59,999",3,50000,a47f72b6,6fa31d16,United States,policy-repeal,policy
100,71,1,07/08/2019 13:25,R_RlzjvMrqmVwBLqx,,,,,anonymous,EN-GB,3,4,5,38,female,5,,"$115,000 to $149,999",6,132500,2cfa085d,e992c95b,United States,policy-base,policy
100,62,1,07/08/2019 13:25,R_2eUNqFjQDFrLiD4,,,,,anonymous,EN-GB,5,4,4,35,male,5,,"$25,000 to $39,999",2,32500,98dc8c9f,1a219341,United States,policy-base,policy
100,33,1,07/08/2019 13:25,R_24LQPhnFBWc6wC3,,,,,anonymous,EN-GB,7,4,2,33,female,2,,"$10,000 to $24,999",1,17500,49d95efc,cd0af8f7,United States,policy-base,policy
100,95,1,07/08/2019 13:26,R_VJy6lm8RzotL3YR,,,,,anonymous,EN-GB,1,4,7,23,male,2,,"$10,000 to $24,999",1,17500,fca0664c,547b4295,United States,policy-repeal,policy
100,252,1,07/08/2019 13:26,R_1gkGLkXx5KQFDvt,,,,,anonymous,EN-GB,5,4,3,41,female,5,,"$60,000 to $84,999",4,72500,b56da052,c2e0a318,United States,policy-repeal,policy
100,197,1,07/08/2019 13:26,R_BRmYuKDbgeKNN29,,,,,anonymous,EN-GB,3,4,2,35,male,2,,"$40,000 to $59,999",3,50000,5aae6756,25b4c2fc,United States,policy-repeal,policy
100,72,1,07/08/2019 13:26,R_a3nHEGNdbT80Z6p,,,,,anonymous,EN-GB,6,4,4,44,female,6,,"$40,000 to $59,999",3,50000,ab13360b,32cf864f,United States,oneoff,proposal
100,42,1,07/08/2019 13:26,R_271BNOEbhtoqrlz,,,,,anonymous,EN-GB,2,4,7,26,male,4,,"$60,000 to $84,999",4,72500,b8aa5f19,774d6198,United States,policy-repeal,policy
100,74,1,07/08/2019 13:26,R_1MNaKvvW9OnzjKV,,,,,anonymous,EN-GB,6,4,5,28,male,2,,"$25,000 to $39,999",2,32500,2922890c,6d98203b,United States,policy-repeal,policy
100,87,1,07/08/2019 13:26,R_3kBSN2dH6r3ItFL,,,,,anonymous,EN-GB,3,4,6,61,female,5,,"$60,000 to $84,999",4,72500,45ff8064,edc1b814,United States,oneoff,proposal
100,166,1,07/08/2019 13:26,R_1j6qm0cDmActFFn,,,,,anonymous,EN-GB,4,4,5,56,male,2,,"$40,000 to $59,999",3,50000,05e6af78,7dd917c2,United States,policy-repeal,policy
100,56,1,07/08/2019 13:26,R_3ktYG5RhiIKOw1N,,,,,anonymous,EN-GB,6,4,5,46,male,5,,"$115,000 to $149,999",6,132500,65da8799,23010b19,United States,policy-base,policy
100,54,1,07/08/2019 13:26,R_rrlNCik3kA2s1JT,,,,,anonymous,EN-GB,5,4,5,49,male,5,,"$60,000 to $84,999",4,72500,53e232d3,909c9fb0,United States,oneoff,proposal
100,48,1,07/08/2019 13:26,R_cI3NlkgoMRgEWOZ,,,,,anonymous,EN-GB,1,4,7,28,female,5,,"Less than $9,999",0,5000,08f83a98,fca3612d,United States,policy-repeal,policy
100,91,1,07/08/2019 13:27,R_yyHN0WfVtBzHMjf,,,,,anonymous,EN-GB,5,4,5,46,female,4,,"$25,000 to $39,999",2,32500,e5af5acd,adf0cb37,United States,policy-repeal,policy
