ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,V10,Q4,Consent,Consent2,prompt,Conflicts,Coexist,Compete,Attention,prompt,religious_forecast_1,religious_forecast_2,noreligious_forecast_1,noreligious_forecast_2,You_1,You_2,prompt,Hydraulics_rel_1,Hydraulics_rel_2,Hydraulics_sci_1,Hydraulics_sci_2,prompt,Generosity,Caregiving,Bravery,Reciprocity,Public_goods,Respect,Equity,attention,Age,Gender,State,Race,Race_TEXT,Religion,Religion_TEXT,Income,Q25,Q26,Ladder,Conservative,code,LocationLatitude,LocationLongitude,LocationAccuracy
R_2CkxjLktrDXwiTp,,Anonymous,,,162.235.113.156,0,5/9/20 9:49,5/9/20 9:56,1,1,1,1,1,4,5,4,12,1,70,40,0,65,0,75,1,0,20,0,30,1,19,6,6,6,7,7,7,bark,17,1,Florida,1,,2,,3,1,1,5,9,1,30.50950623,-88.97350311,-1
R_w761YBPPh45GO9X,,Anonymous,,,47.157.248.45,0,5/9/20 10:10,5/9/20 10:18,1,1,1,1,1,5,5,5,12,1,70,40,50,70,0,100,1,0,50,0,50,1,19,7,6,9,9,6,7,Bark,44,1,California,1,,0,,5,1,1,8,5,1,33.72149658,-118.0509033,-1
R_3QY19saFCGy1bmp,,Anonymous,,,107.77.206.195,0,5/9/20 10:33,5/9/20 10:51,1,1,1,1,1,6,5,6,12,1,70,90,2,95,5,100,1,0,0,0,0,1,21,9,7,9,1,9,4,bark,19,1,Missouri,1,,8,,2,1,1,3,5,1,41.89860535,-87.73799896,-1
R_3IT5ICyUVEEAX7a,,Anonymous,,,73.189.183.209,0,5/9/20 9:39,5/9/20 9:43,1,1,1,1,1,7,6,7,12,1,70,30,0,100,0,100,1,10,0,-50,30,1,20,9,7,9,9,9,5,bark,19,1,california,6,asian/white/pacific islander,0,,5,1,1,8,1,1,37.31770325,-121.9380035,-1
R_sC0GDssGGqRnq4V,,Anonymous,,,47.185.152.109,0,5/9/20 9:42,5/9/20 9:46,1,1,1,1,1,5,6,5,12,1,70,30,10,90,10,90,1,0,20,0,40,1,19,8,8,9,9,7,9,bark,14,2,Texas,1,,8,,4,1,1,8,5,1,33.03909302,-97.07640076,-1
R_1F4wLFTxHiNEZUl,,Anonymous,,,67.241.242.182,0,5/9/20 10:00,5/9/20 10:11,1,1,1,1,1,7,6,6,12,1,70,30,2,98,1,99,1,0,0,0,0,1,19,1,1,9,1,4,8,Woof!  Woof!,20,1,NY,1,,8,,3,1,1,7,2,1,42.14300537,-77.04570007,-1
R_8v8OJZEmySJTsWt,,Anonymous,,,72.17.88.154,0,5/9/20 10:26,5/9/20 10:42,1,1,1,1,1,7,7,7,12,1,70,30,0,100,0,100,1,-50,50,-50,50,1,20,4,4,7,4,1,7,woof,12,2,MD,4,,0,,2,1,1,4,1,1,28.62249756,-81.43170166,-1
R_wTUUsKhPGBtoU8N,,Anonymous,,,64.145.93.67,0,5/9/20 9:46,5/9/20 10:09,1,1,1,1,1,4,1,1,12,1,71,72,41,75,72,75,1,34,39,0,0,1,21,8,6,9,7,6,9,bark,27,1,colorado,1,,3,,1,1,1,3,6,1,37.75100708,-97.8219986,-1
R_Y03vDk7oQofLbs5,,Anonymous,,,68.227.24.244,0,5/9/20 10:24,5/9/20 10:29,0,1,1,1,1,3,3,1,12,1,71,6,,99,,100,1,0,0,0,0,1,19,5,8,9,9,8,8,bark,27,1,Nevada,3,,8,,3,1,1,6,1,,,,-1
R_3lDfuZD45z73Qgd,,Anonymous,,,72.168.160.56,0,5/9/20 10:05,5/9/20 10:15,1,1,1,1,1,6,4,6,12,1,71,40,20,91,24,80,1,21,-10,0,10,1,20,7,6,9,8,5,5,bow-wow,36,2,Washington,1,,2,,2,1,1,5,5,1,37.75100708,-97.8219986,-1
R_1Hb6bfmJvF65JGV,,Anonymous,,,172.222.246.30,0,5/9/20 9:41,5/9/20 9:49,1,1,1,1,1,6,5,5,12,1,71,59,29,38,92,28,1,41,6,49,16,1,18,8,7,6,8,7,7,nuanced ,11,2,Texas,3,,2,,2,1,1,3,9,1,34.26100159,-116.8130951,-1
R_1esD2VxqmUYC23i,,Anonymous,,,75.76.112.24,0,5/9/20 10:05,5/9/20 10:10,1,1,1,1,1,3,5,4,12,1,71,52,10,61,14,82,1,34,0,22,10,1,19,7,5,8,6,7,6,bark,15,1,Florida,1,,2,,1,1,1,2,5,1,27.78889465,-82.71920013,-1
R_1l6l7o1t37k2xZH,,Anonymous,,,216.163.45.130,0,5/9/20 9:39,5/9/20 9:53,1,1,1,1,1,6,6,6,12,1,71,30,0,100,0,100,1,20,0,-50,50,1,19,8,6,8,5,8,6,bark,10,1,MICHIGAN,6,Asian and Caucasion,0,,2,1,1,8,2,1,42.73669434,-84.47579956,-1
R_32S13JN1leAdTc6,,Anonymous,,,75.85.37.133,0,5/9/20 10:27,5/9/20 10:48,1,1,1,1,1,7,6,4,12,1,71,78,77,80,60,86,1,-6,34,27,37,1,19,7,8,7,9,9,6,woof,9,1,hawaii,4,,3,,3,1,1,3,1,1,21.31329346,-157.822998,-1
R_1QuSswUNDh4D1EF,,Anonymous,,,65.182.250.72,0,5/9/20 9:55,5/9/20 10:14,1,1,1,1,1,2,2,6,12,1,72,90,70,90,51,91,1,1,0,0,0,1,21,1,1,9,7,4,9,ruff ruff,35,2,OR,1,,11,Spiritual,3,1,1,6,3,1,45.25250244,-122.6824036,-1
R_UnlNvGWWeyuBTeV,,Anonymous,,,45.56.174.57,0,5/9/20 9:51,5/9/20 9:58,1,1,1,1,1,5,3,5,12,1,72,72,98,90,95,68,1,39,-4,50,-3,1,18,9,7,7,8,4,8,bark,16,1,California,1,,2,,2,1,1,5,7,1,37.75100708,-97.8219986,-1
R_31Z4M4f4ANxiloD,,Anonymous,,,174.29.30.107,0,5/9/20 9:44,5/9/20 9:50,1,1,1,1,1,6,4,6,10,1,72,89,21,63,33,79,1,7,39,20,3,1,20,5,5,8,7,7,6,yip-yip,12,1,California,1,,2,,3,1,1,7,5,1,39.67379761,-104.9324036,-1
R_3szQTNXiZUi7j4u,,Anonymous,,,45.4.197.157,0,5/9/20 9:58,5/9/20 10:01,0,1,1,1,1,6,5,5,12,1,72,86,69,87,71,85,1,27,27,15,17,1,20,8,7,7,7,7,7,wow wow,10,1,New york,1,,2,,3,1,1,9,7,,,,-1
R_01klh9FYRm5Fp29,,Anonymous,,,71.232.20.178,0,5/9/20 9:38,5/9/20 9:43,1,1,1,1,1,5,6,7,12,1,72,24,7,95,2,95,1,27,0,-42,42,1,20,8,7,9,8,5,5,woof,9,1,MA,4,,10,,4,1,1,9,4,1,42.32679749,-71.13410187,-1
R_Q9XwojbhxLCYWK5,,Anonymous,,,45.4.196.152,0,5/9/20 10:01,5/9/20 10:05,1,1,1,1,1,6,6,6,11,1,72,86,65,80,81,89,1,26,36,29,36,1,19,8,7,8,7,7,8,wow wow,10,1,New york,1,,2,,3,1,1,9,7,1,40.75030518,-74.00140381,-1
R_agZxIRMpatgBaxj,,Anonymous,,,73.91.206.91,0,5/9/20 9:42,5/9/20 9:45,1,1,1,1,1,6,7,5,11,1,72,89,54,87,56,87,1,8,32,12,39,1,18,7,8,7,8,9,7,roof,12,1,TN,2,,3,,2,1,1,7,7,1,35.25180054,-90.02469635,-1
R_tEwedxHClsWNqG5,,Anonymous,,,73.188.191.75,0,5/9/20 11:54,5/9/20 12:08,1,1,1,1,1,4,3,4,12,1,73,65,20,91,20,95,1,20,0,-13,25,1,18,6,6,9,1,6,1,ruff ruff,13,1,PA,4,,8,,3,1,1,5,4,1,39.99429321,-75.11810303,-1
R_27JenGsDwNJZRWw,,Anonymous,,,76.189.243.156,0,5/9/20 10:07,5/9/20 10:10,1,1,1,1,1,6,7,6,12,1,73,89,72,100,81,92,1,30,39,27,37,1,20,8,9,8,9,9,8,"they bark, whine, whimper, howl, huff, growl, yelp and yip among other nuanced sounds",13,1,Ohio,2,,2,,2,1,1,9,8,1,40.4835968,-81.43869781,-1
R_2rx2VTudbQDqyek,,Anonymous,,,45.4.199.65,0,5/9/20 10:25,5/9/20 10:27,1,1,1,1,1,6,7,6,12,1,73,83,55,69,49,84,1,3,16,-1,25,1,20,8,9,8,9,8,8,howl,11,1,ca,1,,1,,2,1,1,10,8,1,40.75030518,-74.00140381,-1
R_3fUh7a2hHQ0KP1f,,Anonymous,,,47.219.101.227,0,5/9/20 9:48,5/9/20 9:58,1,1,1,1,1,6,7,6,12,1,74,46,75,27,30,55,1,12,34,27,-11,1,20,9,7,7,8,8,9,bow bow,26,1,Pennsylvania ,3,,2,,1,1,1,6,6,1,32.36070251,-95.30940247,-1
R_YaiZssGJFBtrxIJ,,Anonymous,,,69.143.168.234,0,5/9/20 9:39,5/9/20 9:44,1,1,1,1,1,4,1,3,11,1,75,50,25,75,50,50,1,0,0,0,0,1,20,7,4,9,1,8,7,woof,16,1,Maryland,4,,10,,2,1,1,5,4,1,39.00059509,-77.10030365,-1
R_1Lne5wlpHzBzU0u,,Anonymous,,,173.123.113.10,0,5/9/20 9:40,5/9/20 9:46,1,1,1,1,1,5,1,6,12,1,75,100,0,100,100,100,1,0,0,0,0,1,21,7,5,9,9,9,9,"bark - ""woof""",17,1,Texas,1,,2,,2,1,1,7,6,1,29.77200317,-95.36440277,-1
R_30vJJqWBSrpkUML,,Anonymous,,,73.115.111.81,0,5/9/20 9:39,5/9/20 9:50,1,1,1,1,1,6,2,4,12,1,75,94,77,87,93,92,1,23,28,27,37,1,18,4,7,8,8,6,5,"barking,growling",33,1,united states,1,,2,,2,1,1,7,5,1,29.77540588,-95.59799957,-1
R_2zBEMRt9XNQmLzM,,Anonymous,,,198.255.166.211,0,5/9/20 11:11,5/9/20 11:26,1,1,1,1,1,5,3,6,12,1,75,25,10,90,60,90,1,15,0,0,0,1,19,6,9,9,9,9,9,bark,30,2,New York ,2,,2,,1,1,1,3,4,1,43.04100037,-76.14890289,-1
R_2zNmGWFvOeQJNuE,,Anonymous,,,12.12.130.164,0,5/9/20 9:38,5/9/20 9:49,1,1,1,1,1,4,5,6,12,1,75,22,4,91,4,92,1,12,0,0,50,1,20,6,7,8,6,5,6,bark,20,1,Illinois,1,,2,,5,1,1,6,8,1,41.60420227,-87.8871994,-1
R_2uPQ0drjbOLGPXd,,Anonymous,,,47.34.62.24,0,5/9/20 9:42,5/9/20 9:48,1,1,1,1,1,6,7,6,12,1,75,25,0,65,0,90,1,-45,-50,-50,5,1,19,4,4,8,6,6,8,woof,10,2,Wisconsin,1,,10,,3,1,1,7,1,1,43.12049866,-89.35230255,-1
R_3p9oNAaEOjoYy5A,,Anonymous,,,76.113.55.223,0,5/9/20 9:46,5/9/20 9:51,1,1,1,1,1,7,5,6,11,1,76,88,88,84,86,81,1,37,27,29,39,1,21,8,9,9,8,7,7,bow bow,13,1,united state,2,,2,,4,1,1,11,9,1,32.32440186,-106.6682968,-1
R_273azHHcpQEllEM,,Anonymous,,,181.214.248.126,0,5/9/20 10:29,5/9/20 10:44,1,1,1,1,1,6,7,6,11,1,76,77,62,53,81,84,1,23,30,31,27,1,20,9,8,8,8,9,8,wow wow,12,1,california,1,,4,,2,1,1,10,8,1,33.74850464,-84.38710022,-1
R_1l4PnNOPUi76Kpa,,Anonymous,,,71.195.36.117,0,5/9/20 10:39,5/9/20 10:47,1,1,1,1,1,6,2,5,12,1,77,57,6,93,5,97,1,0,0,0,0,1,19,8,7,9,9,8,9,woof,18,1,MN,1,,8,,4,1,1,6,3,1,45.01159668,-93.03510284,-1
R_0v24dlilmiPslJD,,Anonymous,,,68.227.52.106,0,5/9/20 9:51,5/9/20 10:01,1,1,1,1,1,3,3,5,12,1,77,25,10,85,76,64,1,19,0,0,5,1,20,1,5,9,5,4,5,bark,47,1,nevada,1,,11,urantia book,1,1,1,5,4,1,36.08610535,-115.254097,-1
R_2eaQKIq6h6RCqiK,,Anonymous,,,98.180.71.103,0,5/9/20 10:25,5/9/20 10:32,1,1,1,1,1,4,6,4,10,1,77,70,60,73,63,75,1,19,29,30,20,1,20,6,7,6,7,7,7,bow ,10,1,NJ,1,,2,,3,1,1,8,7,1,29.16569519,-82.12729645,-1
R_3PHJfRmGJKMWdSd,,Anonymous,,,38.146.55.13,0,5/9/20 9:40,5/9/20 9:47,1,1,1,1,1,5,4,4,12,1,78,92,92,100,51,83,1,1,1,1,1,1,21,9,8,9,8,8,9,bark,28,2,masachussetts,1,,3,,3,1,1,7,4,1,42.36109924,-71.05180359,-1
R_2qeLDGShxAW3Hct,,Anonymous,,,76.114.86.195,0,5/9/20 9:46,5/9/20 9:53,1,1,1,1,1,7,6,7,12,1,78,90,83,86,74,87,1,28,44,41,36,1,21,8,8,9,9,8,8," they bark, whine, whimper, howl, huff, growl, yelp and yip among other nuanced sound ",13,1,KY,2,,2,,2,1,1,8,8,1,37.6875,-85.87470245,-1
R_3pseDlUlHTHkLgi,,Anonymous,,,186.65.115.159,0,5/9/20 10:16,5/9/20 10:19,1,1,1,1,1,7,6,6,12,1,78,81,74,58,64,84,1,4,6,34,26,1,21,8,8,7,7,8,8,bark,47,1,Ohio,1,,2,,2,1,1,3,9,1,40.75030518,-74.00140381,-1
R_1rugeWOLBIBq27o,,Anonymous,,,73.130.65.45,0,5/9/20 9:53,5/9/20 9:56,1,1,1,1,1,5,3,6,12,1,79,32,13,55,0,64,1,0,1,-3,20,1,21,4,1,9,8,7,8,bark,10,2,PA,1,,0,,3,1,1,7,2,1,39.79510498,-76.97940063,-1
R_3jSar0N8EUvaavD,,Anonymous,,,198.228.69.165,0,5/9/20 9:42,5/9/20 9:47,1,1,1,1,1,5,6,5,10,1,79,89,73,86,75,87,1,36,43,31,43,1,19,7,8,7,8,8,7,"bark, whine, whimper, howl, huff, growl, yelp and yip ",44,2,TX,1,,2,,1,1,1,10,8,1,37.75100708,-97.8219986,-1
R_3fOWLVCwKuGK6Xe,,Anonymous,,,184.103.26.50,0,5/9/20 10:16,5/9/20 10:20,1,1,1,1,1,1,1,1,12,1,80,50,70,100,0,100,1,0,0,0,50,1,21,9,9,9,1,4,9,woof,10,1,Arizona,1,,0,,2,1,1,6,1,1,33.57679749,-112.2348022,-1
R_28SNtOOQ0MDhBvo,,Anonymous,,,67.171.219.193,0,5/9/20 10:24,5/9/20 10:30,1,1,1,1,1,4,1,4,12,1,80,20,10,90,10,90,1,10,0,0,5,1,19,7,5,7,5,5,7,bark,5,1,Colorado,1,,1,,1,1,1,3,4,1,44.06829834,-123.0763016,-1
R_3MzJwHJbEliDLTU,,Anonymous,,,108.48.44.253,0,5/9/20 10:27,5/9/20 10:33,1,1,1,1,1,1,1,3,12,1,80,50,0,50,10,50,1,40,0,0,0,1,21,1,9,9,9,4,9,bark,22,1,Maryland,4,,8,,4,1,1,6,5,1,39.13609314,-77.28240204,-1
R_2eOOc7RkIwghPPS,,Anonymous,,,24.120.111.173,0,5/9/20 10:32,5/9/20 10:36,1,1,1,1,1,1,1,1,12,1,80,2,5,57,33,45,1,-14,-3,-18,-6,1,19,5,7,6,6,5,6,bark,16,1,NV,1,,8,,2,1,1,3,6,1,39.54490662,-119.7572021,-1
R_11bfmTU8Lhqxrw5,,Anonymous,,,73.19.212.85,0,5/9/20 10:33,5/9/20 10:37,1,1,1,1,1,2,1,4,12,1,80,50,10,90,90,50,1,0,-45,0,-40,1,20,7,8,9,5,4,1,woof,14,2,Tennessee,1,,3,,3,1,1,7,9,1,35.9375,-84.07299805,-1
R_333cUSa8VTWqyvL,,Anonymous,,,162.231.57.35,0,5/9/20 9:40,5/9/20 9:43,1,1,1,1,1,5,2,2,12,1,80,60,0,60,80,80,1,0,0,0,0,1,21,9,6,9,9,9,9,woof,19,1,California,1,,2,,2,1,1,10,5,1,32.74049377,-117.0934982,-1
R_3J3mt085zJSp3X4,,Anonymous,,,174.128.244.66,0,5/9/20 9:50,5/9/20 10:02,1,1,1,1,1,7,4,7,12,1,80,100,5,99,100,50,1,50,-48,50,50,1,21,6,9,9,7,9,9,bark,12,1,Maryland,2,,3,,2,1,1,6,5,1,39.75010681,-104.995697,-1
R_1ODfQGiVlLbL162,,Anonymous,,,184.103.8.188,0,5/9/20 10:36,5/9/20 10:40,1,1,1,1,1,4,4,4,12,1,80,31,0,81,10,89,1,22,15,0,28,1,20,8,6,8,7,7,9,bark,13,2,AZ,1,,0,,1,1,1,6,1,1,33.50379944,-112.0252991,-1
R_pKu0CrqZK76yV0t,,Anonymous,,,98.195.11.203,0,5/9/20 10:27,5/9/20 10:55,1,1,1,1,1,5,4,7,12,1,80,51,10,100,92,51,1,50,0,0,30,1,21,1,9,9,9,9,9,bark,18,1,texas,1,,2,,3,1,1,7,5,1,29.89729309,-95.64630127,-1
R_1r7kSqAJnE01Ypi,,Anonymous,,,96.227.100.145,0,5/9/20 9:47,5/9/20 9:58,1,1,1,1,1,4,5,4,11,1,80,65,26,90,40,70,1,0,0,0,35,1,18,7,4,8,8,7,8,woof,32,2,Pennsylvania,3,,11,Spiritual not religious,2,1,1,4,5,1,40.58850098,-75.46420288,-1
R_20StKa9tvm1Nha3,,Anonymous,,,73.223.196.37,0,5/9/20 9:51,5/9/20 10:09,1,1,1,1,1,5,5,6,12,1,80,20,0,100,0,100,1,25,0,0,50,1,19,1,9,9,4,9,8,bark,17,1,California,4,,8,,3,1,1,6,1,1,37.77029419,-122.4407043,-1
R_sX7kYYpXhfgz7TX,,Anonymous,,,76.126.145.126,0,5/9/20 9:40,5/9/20 9:45,1,1,1,1,1,7,6,7,12,1,80,84,74,75,84,90,1,22,39,42,43,1,21,9,9,9,9,9,8,"woof,woof",39,2,CA,2,,2,,2,1,1,10,6,1,38.43690491,-122.7126999,-1
R_3EgRz1SNLYrHdj7,,Anonymous,,,76.249.132.253,0,5/9/20 9:47,5/9/20 10:01,1,1,1,1,1,6,6,6,12,1,80,10,0,60,0,95,1,0,0,0,10,1,19,1,7,9,7,7,9,bark,5,3,Texas,1,,10,,2,1,1,5,1,1,29.75450134,-95.40930176,-1
R_3jerzqMp3tWylh9,,Anonymous,,,67.253.201.215,0,5/9/20 10:25,5/9/20 10:29,1,1,1,1,1,7,6,6,12,1,80,20,,100,,100,1,0,0,0,10,1,21,6,4,9,9,8,8,woof,41,2,New York,1,,8,,4,1,1,10,8,1,43.21380615,-77.45749664,-1
R_1H0MXROR7bWIyar,,Anonymous,,,99.126.243.143,0,5/9/20 10:24,5/9/20 10:31,1,1,1,1,1,5,6,1,12,1,80,60,0,100,0,100,1,0,0,0,0,1,21,4,1,9,1,6,9,woof,27,2,IL,1,,10,,2,1,1,5,2,1,41.76199341,-87.57029724,-1
R_Aup9JxzWMksNnKV,,Anonymous,,,24.20.124.0,0,5/9/20 10:24,5/9/20 10:31,1,1,1,1,1,7,6,7,12,1,80,20,0,100,0,100,1,5,0,0,1,1,19,1,7,9,1,5,6,woof,14,1,Oregon,1,,8,,2,1,1,4,5,1,45.5032959,-122.7743988,-1
R_e5vPO13ZmUawM0h,,Anonymous,,,24.21.247.57,0,5/9/20 9:40,5/9/20 9:43,1,1,1,1,1,7,7,7,12,1,80,48,12,100,0,100,1,-50,50,-50,50,1,20,9,9,9,9,9,9,woof,29,1,Oregon,1,,8,,5,1,1,9,4,1,45.48049927,-122.6362991,-1
R_3fpHZhtR0vhiIHu,,Anonymous,,,73.173.103.253,0,5/9/20 9:42,5/9/20 9:46,1,1,1,1,1,7,7,7,12,1,80,20,5,95,0,100,1,0,0,0,40,1,20,1,4,9,1,7,9,woof,9,1,Maryland,1,,8,,5,1,1,7,1,1,39.21240234,-76.87760162,-1
R_3FJB1oJgfWCkyXS,,Anonymous,,,72.187.25.76,0,5/9/20 9:49,5/9/20 9:55,1,1,1,1,1,7,7,4,12,1,80,70,0,100,0,100,1,0,0,0,0,1,21,1,1,9,1,5,9,woof,22,1,FL,1,,0,,3,1,1,6,1,1,28.07629395,-82.48519897,-1
R_3I6KnkoIbedJb7z,,Anonymous,,,24.240.226.182,0,5/9/20 10:38,5/9/20 10:43,1,1,1,1,1,7,7,7,12,1,80,65,0,100,0,100,1,0,0,0,0,1,21,9,9,9,1,1,9,Woof,20,1,South Carolina,6,"Native American, Latinx, Jewish",0,,3,1,1,4,1,1,34.94459534,-82.2213974,-1
R_3qR3KihDihSW9Gc,,Anonymous,,,73.149.37.156,0,5/9/20 10:15,5/9/20 10:24,1,1,1,1,1,4,1,5,12,1,81,70,21,82,82,82,1,15,0,0,9,1,19,8,6,8,8,7,8,Barks,8,2,Connecticut,2,,3,,2,1,1,7,5,1,41.36250305,-72.04489899,-1
R_3PzrMnMP1rolaBQ,,Anonymous,,,73.38.16.11,0,5/9/20 10:00,5/9/20 10:02,1,1,1,1,1,2,2,3,12,1,81,41,12,74,13,87,1,13,-14,-34,27,1,15,1,1,1,9,9,1,woof,15,1,ct,1,,8,,3,1,1,3,3,1,41.53619385,-72.08329773,-1
R_1mUfhZohTijXTOg,,Anonymous,,,68.13.242.97,0,5/9/20 9:39,5/9/20 9:44,1,1,1,1,1,5,3,4,12,1,81,20,0,100,50,50,1,30,0,0,20,1,18,1,4,9,4,7,5,woof,13,2,Oklahoma,1,,3,,2,1,1,6,1,1,36.09440613,-95.97170258,-1
R_3kEFB4XTKLxC05X,,Anonymous,,,50.38.64.71,0,5/9/20 10:29,5/9/20 10:39,1,1,1,1,1,3,3,2,12,1,81,20,19,82,20,80,1,0,0,0,0,1,19,5,5,9,7,6,7,bark,52,1,OR,1,,11,Agnostic Polytheist,1,1,1,5,3,1,45.59809875,-123.1818008,-1
R_Wk8nPIW2SBlLPRn,,Anonymous,,,74.192.141.191,0,5/9/20 9:38,5/9/20 9:51,1,1,1,1,1,7,4,5,12,1,81,50,0,100,30,70,1,15,0,0,31,1,18,7,7,9,5,7,9,bark,18,2,Texas,1,,3,,5,1,1,5,4,1,30.62930298,-97.66870117,-1
R_1MYDFqDs0y1DhOK,,Anonymous,,,68.8.246.111,0,5/9/20 9:46,5/9/20 9:51,1,1,1,1,1,6,5,6,12,1,81,65,60,77,56,69,1,16,38,40,26,1,20,7,8,8,7,8,9,bark,16,1,California/Woodland,1,,5,,2,1,1,7,8,1,33.19859314,-117.2461014,-1
R_3Rlo9qnCrd0PDEN,,Anonymous,,,108.64.75.194,0,5/9/20 9:40,5/9/20 9:51,1,1,1,1,1,7,5,7,12,1,81,21,7,85,28,80,1,26,5,-22,42,1,19,5,7,8,7,5,8,woof,19,2,cA,1,,8,,4,1,1,7,2,1,38.06629944,-122.1654968,-1
R_28XMq1a5VmWYSfT,,Anonymous,,,68.103.170.223,0,5/9/20 11:05,5/9/20 11:15,1,1,1,1,1,3,5,4,12,1,81,19,12,88,4,96,1,0,0,0,0,1,19,6,6,7,6,6,6,Barking or woof,12,1,Virginia,1,,8,,2,1,1,4,5,1,37.06759644,-97.03569794,-1
R_2mESFJLgj85vYe5,,Anonymous,,,76.11.221.66,0,5/9/20 9:50,5/9/20 10:00,1,1,1,1,1,6,6,5,12,1,81,63,0,100,0,100,1,-50,50,-50,50,1,19,1,1,9,4,6,9,Barks and pants,50,1,Illinois,1,,0,,2,1,1,5,2,1,39.62480164,-89.01899719,-1
R_2YRoovBzsBDcriI,,Anonymous,,,74.40.220.16,0,5/9/20 10:03,5/9/20 10:23,1,1,1,1,1,7,6,5,12,1,81,89,73,83,20,38,1,-33,1,-22,-18,1,20,7,8,7,7,8,8,wow,8,1,pa,1,,2,,3,1,1,10,8,1,39.28849792,-89.8660965,-1
R_33EiJIqabtJwIQ7,,Anonymous,,,104.200.131.105,0,5/9/20 10:30,5/9/20 10:35,1,1,1,1,1,2,7,1,12,1,81,27,61,48,74,58,1,11,20,20,18,1,20,7,6,7,7,7,7,Bark,40,1,Utah,1,,2,,3,1,1,6,3,1,40.75450134,-111.8830032,-1
R_28BbsD1J4eF7Qhw,,Anonymous,,,89.187.187.67,0,5/9/20 9:47,5/9/20 9:55,1,1,1,1,1,5,2,4,12,1,82,49,10,100,50,84,1,-1,41,0,50,1,20,7,5,9,7,8,8,wof,8,2,florida,3,,2,,3,1,1,8,5,1,34.07290649,-118.2606049,-1
R_1ib0mtQfLBrSEWJ,,Anonymous,,,207.188.177.247,0,5/9/20 9:42,5/9/20 10:01,1,1,1,1,1,6,5,5,11,1,82,59,81,69,87,54,1,22,-5,22,-13,1,19,7,5,7,6,6,6,Lol... Lol....,27,1,Texas,2,,2,,2,1,1,7,8,1,47.60920715,-122.3314056,-1
R_2ts4zZLLdxc5VoG,,Anonymous,,,12.131.253.222,0,5/9/20 9:39,5/9/20 9:45,1,1,1,1,1,6,6,7,12,1,82,89,84,93,95,83,1,25,45,41,28,1,21,9,7,7,9,8,8,"Learn how animals communicate with visual, sound, touch, and chemical signals",32,1,united states,3,,2,,1,1,1,6,9,1,34.25149536,-88.72080231,-1
R_29h6s8bv4sAYZj7,,Anonymous,,,75.91.102.109,0,5/9/20 11:10,5/9/20 11:20,1,1,1,1,1,5,6,6,12,1,82,18,1,99,0,100,1,5,0,-49,50,1,21,9,6,9,7,6,8,woof,17,1,Florida,1,,0,,1,1,1,4,2,1,29.80969238,-82.46749878,-1
R_247ZzCEJv0kiVvH,,Anonymous,,,108.30.21.41,0,5/9/20 9:39,5/9/20 9:47,1,1,1,1,1,7,7,7,12,1,82,37,0,100,0,100,1,10,0,0,0,1,20,1,8,9,1,8,9,bark,28,2,Pennsylvania,6,White and Native American,0,,1,1,1,3,1,1,40.87030029,-73.85250092,-1
R_3JsVzabaap8xH3q,,Anonymous,,,91.207.175.34,0,5/9/20 9:42,5/9/20 9:49,1,1,1,1,1,6,5,6,10,1,83,69,83,76,82,98,1,20,41,24,40,1,19,8,9,7,8,9,8,bow-wow,10,1,Californai,1,,2,,3,1,1,9,9,1,34.05490112,-118.2577972,-1
R_2YDnoC5mesLJj8N,,Anonymous,,,73.200.163.65,0,5/9/20 9:45,5/9/20 9:47,0,1,1,1,1,4,5,4,12,1,83,87,86,88,83,90,1,32,40,37,38,1,20,7,7,8,7,7,7,,,,,,,,,,,,,,,,,-1
R_1GxGUi4aDgjUMZu,,Anonymous,,,198.228.133.242,0,5/9/20 9:52,5/9/20 10:01,1,1,1,1,1,5,6,4,11,1,83,74,75,83,88,80,1,21,18,32,38,1,19,8,6,7,7,5,8,bark,40,1,Colorado ,1,,3,,2,1,1,8,7,1,34.02400208,-84.23960114,-1
R_1g6IpqNCmpm7dZF,,Anonymous,,,68.106.170.80,0,5/9/20 9:41,5/9/20 9:45,1,1,1,1,1,7,6,7,11,1,84,93,90,82,94,87,1,33,40,39,37,1,21,9,8,9,9,8,9,Bark,8,1,LA,1,,4,,5,1,1,11,9,1,30.59759521,-90.97149658,-1
R_24yEIa5QCDjTFnz,,Anonymous,,,47.220.153.89,0,5/9/20 9:46,5/9/20 9:49,1,1,1,1,1,6,7,6,12,1,84,100,86,91,65,100,1,17,50,15,40,1,21,8,8,8,9,9,9,it is barking at ,11,1,PA,3,,2,,1,1,1,1,9,1,30.51539612,-97.66889954,-1
R_3D28Bv6yHe3X5mA,,Anonymous,,,37.120.157.238,0,5/9/20 9:40,5/9/20 9:50,1,1,1,1,1,5,7,3,12,1,84,46,4,100,50,94,1,45,-45,-6,33,1,20,9,9,9,9,9,8,bark,12,2,Florida,1,,3,,2,1,1,8,7,1,25.78059387,-80.18260193,-1
R_2DS50KzgpdOX2zw,,Anonymous,,,207.188.176.208,0,5/9/20 10:22,5/9/20 10:29,1,1,1,1,1,7,7,7,12,1,84,68,67,83,63,80,1,15,16,13,19,1,20,9,9,8,9,8,8,Woof ,16,1,MA,3,,2,,2,1,1,10,7,1,47.60920715,-122.3314056,-1
