"StartDate","EndDate","Progress","Duration..in.seconds.","Finished","RecordedDate","Gender","Gender_3_TEXT","Age","State","income","Education","Hispanic","Race","Race_6_TEXT","Pets_1","Pets_2","Pets_3","Pets_4","Pets_5","Pets_6","Pets_7","Pets_8","Pets_9","Pets_10","Pets_10_TEXT","Donations_1","Donations_2","Donations_3","Donations_4","Donations_5","Donations_6","Donations_7","Donations_8","Donations_9","Donations_10","Donations_11","Donations_12","Donations_13","Donations_14","Donations_15","Donations_16","Donations_17","Impossible_1","Impossible_2","Impossible_3","Impossible_4","Impossible_5","Impossible_8","Impossible_6","Impossible_7","Impossible_11","Impossible_9","Impossible_10","Blue_dress","Don","assignment_id","participant_id","age","year_of_birth","education","educationScore","gender","femaleAs1MaleAs0","income_1","incomeScore","householdIncomeEstimate","computer_country","device","Location","Age_1","AttnCheck","FL_45_DO_Farmedidentifiableappeal.FIA.","FL_45_DO_Companionidentifiableappeal.CIA.","FL_45_DO_Farmedstatisticalappeal.FSA.","FL_45_DO_Companionstatisticalappeal.CSA.","FL_45_DO_Farmedidentifiableandstatisticalappeal.FISA.","FL_45_DO_Companionidentifiableandstatisticalappeal.CISA.","FL_45_DO_Farmednotextappeal.FNTA.","FL_45_DO_Companionnotextappeal.CNTA.","Flagged_susp","speeder","location.fail","ran.fail","type.fail","computer.fail","dress.fail","suspicious.fail","dupe","IP.fail","rejects","don","cond","CvF","stat","ident","donors","anim.don","AgeGroup","gender.coll","age.gend","regions","reg","race2","race.coll","caseid","weightvec"
"19-09-11 11:45","19-09-11 11:48",100,190,TRUE,"19-09-11 11:48","Woman",NA,47,"Utah",1,"Some college, no degree","No","Caucasian/White",NA,NA,"Cat(s)","Dog(s)",NA,"Bird(s): Parrots, budgees, hens, chickens, ducks, geese, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Place of worship (church, synagogue, mosque, etc.)",NA,NA,"Charities that support military troops and/or veterans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","ec75b872","5858492b",46,1973,"Completed trade/technical/vocational training",3,"female",1,"$25,000 to $39,999",2,32500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FISA","Farmed","stat appeal","ident victim","non-donor",0,4,2,4,"West",4,1,1,551,1.46193675227454
"19-09-11 11:45","19-09-11 11:48",100,209,TRUE,"19-09-11 11:48","Man",NA,32,"Illinois",2,"Bachelor's degree","No","Asian",NA,NA,NA,"Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,"I have not given money to any charitable cause in the past 12 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","e2c36b66","fd280b1e",33,1986,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"$40,000 to $59,999",3,50000,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FISA","Farmed","stat appeal","ident victim","non-donor",0,2,1,8,"Midwest",2,3,3,552,0.483918244440222
"19-09-11 11:46","19-09-11 11:48",100,110,TRUE,"19-09-11 11:48","Man",NA,67,"New Mexico",4,"Professional or doctoral degree","No","Caucasian/White",NA,NA,NA,"Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ChildrenŠ—Ès charities",NA,NA,NA,NA,NA,NA,NA,"Arts or art-related charities or institutions, including museums and galleries",NA,NA,NA,NA,NA,NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","2611f70b","8907c36e",67,1952,"Completed professional degree (JD, MD or other)",7,"male",0,"$60,000 to $84,999",4,72500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,1,0,0,0,"CNTA","Companion","no stat appeal","no ident victim","non-donor",0,6,1,12,"West",4,1,1,553,4.51439600499552
"19-09-11 11:46","19-09-11 11:48",100,149,TRUE,"19-09-11 11:48","Woman",NA,29,"Massachusetts",1,"Some college, no degree","No","Caucasian/White",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have not given money to any charitable cause in the past 12 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purchased a new television","Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","50","22c89bec","3190b2f3",29,1990,"Completed only high school or the equivalent (for example: GED), no college",2,"female",1,"$10,000 to $24,999",1,17500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,50,"FISA","Farmed","stat appeal","ident victim","donor",0,2,2,2,"Northeast",1,1,1,554,0.807351145851946
"19-09-11 11:46","19-09-11 11:48",100,135,TRUE,"19-09-11 11:48","Woman",NA,40,"Wisconsin",5,"Bachelor's degree","No","Caucasian/White",NA,NA,"Cat(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Place of worship (church, synagogue, mosque, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","50","1178c62c","378a408b",40,1979,"Completed bachelor's degree (BA, AB, BS or other)",5,"female",1,"$85,000 to $114,999",5,1e+05,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,50,"CISA","Companion","stat appeal","ident victim","donor",0,3,2,3,"Midwest",2,1,1,555,0.426654342568818
"19-09-11 11:40","19-09-11 11:48",100,462,TRUE,"19-09-11 11:48","Woman",NA,38,"New Jersey",4,"Master's degree","No","Caucasian/White",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health charities","ChildrenŠ—Ès charities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","20","f2ac959e","6aa93490",38,1981,"Completed master's degree (MA, MS, MEng, MEd, MBA, or other)",6,"female",1,"$85,000 to $114,999",5,1e+05,"United States","tablet",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,20,"CISA","Companion","stat appeal","ident victim","donor",0,3,2,3,"Northeast",1,1,1,556,0.348951411700468
"19-09-11 11:47","19-09-11 11:48",100,79,TRUE,"19-09-11 11:48","Man",NA,24,"California",3,"Bachelor's degree","No","Asian",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health charities",NA,NA,NA,NA,"Environmental or nature conservation charities (not specifically animal-related)",NA,NA,NA,NA,NA,NA,"Human rights and international development charities either at home or abroad","Purchased a new television","Went to the movies",NA,NA,"Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","5","e70eabd0","d780ca78",24,1995,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"$40,000 to $59,999",3,50000,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,5,"FISA","Farmed","stat appeal","ident victim","donor",0,1,1,7,"West",4,3,3,557,1.57015340347412
"19-09-11 11:46","19-09-11 11:48",100,143,TRUE,"19-09-11 11:48","Man",NA,44,"Colorado",5,"Some college, no degree","No","Caucasian/White",NA,NA,NA,"Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ChildrenŠ—Ès charities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner",NA,NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","35","e6863a4e","a27659bc",44,1975,"Completed only high school or the equivalent (for example: GED), no college",2,"male",0,"$150,000 to $199,999",7,175000,"United States","desktop",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,35,"FSA","Farmed","stat appeal","no ident victim","donor",0,3,1,9,"West",4,1,1,558,0.462662496361811
"19-09-11 11:44","19-09-11 11:48",100,258,TRUE,"19-09-11 11:48","Man",NA,36,"New Mexico",3,"Bachelor's degree","No","Caucasian/White",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local social service charities, such as shelters and food banks in your community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","0","1ef119ab","705ee00f",37,1982,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"$60,000 to $84,999",4,72500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FNTA","Farmed","no stat appeal","no ident victim","non-donor",0,3,1,9,"West",4,1,1,559,0.418486993499561
"19-09-11 11:45","19-09-11 11:48",100,174,TRUE,"19-09-11 11:48","Man",NA,60,"North Carolina",5,"Master's degree","No","Caucasian/White",NA,NA,"Cat(s)","Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local social service charities, such as shelters and food banks in your community",NA,NA,"ChildrenŠ—Ès charities",NA,NA,NA,NA,"Charities that help the elderly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","25","ec415998","2ab7d213",60,1959,"Completed master's degree (MA, MS, MEng, MEd, MBA, or other)",6,"male",0,"$150,000 to $199,999",7,175000,"United States","desktop",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,25,"FSA","Farmed","stat appeal","no ident victim","donor",0,5,1,11,"South",3,1,1,560,1.53601277668825
"19-09-11 11:38","19-09-11 11:48",100,611,TRUE,"19-09-11 11:48","Man",NA,38,"California",3,"Bachelor's degree","Yes","Caucasian/White",NA,NA,NA,"Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,"I have not given money to any charitable cause in the past 12 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","25","e7f4dcd0","1e9a64bb",39,1980,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"$60,000 to $84,999",4,72500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,25,"FNTA","Farmed","no stat appeal","no ident victim","donor",0,3,1,9,"West",4,1,1,561,0.418486993499561
"19-09-11 11:46","19-09-11 11:48",100,107,TRUE,"19-09-11 11:48","Man",NA,41,"California",2,"Associate degree","No","Caucasian/White",NA,NA,"Cat(s)","Dog(s)",NA,"Bird(s): Parrots, budgees, hens, chickens, ducks, geese, etc.",NA,NA,NA,NA,NA,NA,"I have not given money to any charitable cause in the past 12 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","0d7ccecf","4c18a34b",42,1977,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,"male",0,"$40,000 to $59,999",3,50000,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FNTA","Farmed","no stat appeal","no ident victim","non-donor",0,3,1,9,"West",4,1,1,562,0.510689332157964
"19-09-11 11:42","19-09-11 11:48",100,350,TRUE,"19-09-11 11:48","Man",NA,26,"Virginia",2,"High school graduate","No","Caucasian/White",NA,NA,"Cat(s)","Dog(s)","Fish","Bird(s): Parrots, budgees, hens, chickens, ducks, geese, etc.","Small mammal(s): Rabbit, mouse, guinea pig, ferret, etc.","Reptile(s) or amphibian(s): Snake, lizard, frog, toad, etc.","Horse(s), pony/ponies, or donkey(s)",NA,NA,NA,NA,"Animal rescues, shelters, advocacy groups, or other animal charities (pets, wildlife, marine life, farm animals, etc.)","Local social service charities, such as shelters and food banks in your community",NA,NA,"ChildrenŠ—Ès charities",NA,NA,NA,"Environmental or nature conservation charities (not specifically animal-related)",NA,NA,NA,NA,NA,NA,"Human rights and international development charities either at home or abroad",NA,NA,NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","10","9df5cdf5","51e6c703",26,1993,"Completed only high school or the equivalent (for example: GED), no college",2,"male",0,"$10,000 to $24,999",1,17500,"United States","desktop",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,10,"CIA","Companion","no stat appeal","ident victim","donor",1,2,1,8,"South",3,1,1,563,0.315580568223066
"19-09-11 11:46","19-09-11 11:48",100,164,TRUE,"19-09-11 11:48","Woman",NA,53,"New York",2,"Some college, no degree","No","Caucasian/White",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ChildrenŠ—Ès charities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","25","e13d5d9d","56654cbc",53,1966,"Completed trade/technical/vocational training",3,"female",1,"$25,000 to $39,999",2,32500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,1,0,0,25,"CNTA","Companion","no stat appeal","no ident victim","donor",0,4,2,4,"Northeast",1,1,1,564,0.739781615282476
"19-09-11 11:45","19-09-11 11:48",100,166,TRUE,"19-09-11 11:48","Woman",NA,63,"New York",4,"Some college, no degree","No","Caucasian/White",NA,NA,"Cat(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health charities","ChildrenŠ—Ès charities","Charities that support military troops and/or veterans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","0","53164ffe","9c0ffe77",63,1956,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,"female",1,"$60,000 to $84,999",4,72500,"United States","desktop",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"CSA","Companion","stat appeal","no ident victim","non-donor",0,5,2,5,"Northeast",1,1,1,565,0.728906348751912
"19-09-11 11:46","19-09-11 11:48",100,124,TRUE,"19-09-11 11:48","Man",NA,24,"New York",5,"Bachelor's degree","No","Black or African-American",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local social service charities, such as shelters and food banks in your community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","dfbbc321","028926fc",25,1994,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"$85,000 to $114,999",5,1e+05,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FISA","Farmed","stat appeal","ident victim","non-donor",0,1,1,7,"Northeast",1,2,2,566,2.98150997797514
"19-09-11 11:47","19-09-11 11:48",100,93,TRUE,"19-09-11 11:48","Woman",NA,33,"California",3,"Bachelor's degree","No","Asian",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have not given money to any charitable cause in the past 12 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner",NA,NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","cdfa7c91","053f25e3",33,1986,"Completed bachelor's degree (BA, AB, BS or other)",5,"female",1,"$60,000 to $84,999",4,72500,"United States","desktop",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"CSA","Companion","stat appeal","no ident victim","non-donor",0,2,2,2,"West",4,3,3,567,0.448109541255257
"19-09-11 11:46","19-09-11 11:48",100,169,TRUE,"19-09-11 11:48","Woman",NA,52,"Massachusetts",2,"Master's degree","No","Caucasian/White",NA,NA,NA,NA,"Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Formal education (K-12 schools, colleges, scholarship funds)",NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","0","8b629d57","caad1483",52,1967,"Completed master's degree (MA, MS, MEng, MEd, MBA, or other)",6,"female",1,"$40,000 to $59,999",3,50000,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FNTA","Farmed","no stat appeal","no ident victim","non-donor",0,4,2,4,"Northeast",1,1,1,568,0.739781615282476
"19-09-11 11:44","19-09-11 11:48",100,252,TRUE,"19-09-11 11:48","Woman",NA,38,"Tennessee",3,"Associate degree","No","Caucasian/White",NA,NA,"Cat(s)","Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animal rescues, shelters, advocacy groups, or other animal charities (pets, wildlife, marine life, farm animals, etc.)",NA,"Place of worship (church, synagogue, mosque, etc.)",NA,NA,NA,NA,"Fire, police and emergency rescue charities",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,NA,"Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","d92c0027","18524689",38,1981,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,"female",1,"$60,000 to $84,999",4,72500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FNTA","Farmed","no stat appeal","no ident victim","non-donor",1,3,2,3,"South",3,1,1,569,0.320671878073767
"19-09-11 11:45","19-09-11 11:48",100,215,TRUE,"19-09-11 11:48","Man",NA,36,"Massachusetts",5,"Bachelor's degree","No","Caucasian/White",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local social service charities, such as shelters and food banks in your community",NA,NA,"ChildrenŠ—Ès charities",NA,NA,"Fire, police and emergency rescue charities","Environmental or nature conservation charities (not specifically animal-related)",NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","25","6e110ff1","90506a22",35,1984,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"$85,000 to $114,999",5,1e+05,"United States","desktop",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,25,"CIA","Companion","no stat appeal","ident victim","donor",0,3,1,9,"Northeast",1,1,1,570,0.451406583072863
"19-09-11 11:45","19-09-11 11:48",100,203,TRUE,"19-09-11 11:48","Man",NA,41,"New Mexico",1,"Associate degree","No","Caucasian/White",NA,NA,"Cat(s)","Dog(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emergency relief efforts in the case of a natural disaster, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,NA,"Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","25","c4ed957b","1b167512",40,1979,"Completed associate degree only, no bachelor's degree (AA, AS or other)",4,"male",0,"Less than $9,999",0,5000,"United States","desktop",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,25,"FIA","Farmed","no stat appeal","ident victim","donor",0,3,1,9,"West",4,1,1,571,0.984658030869507
"19-09-11 11:45","19-09-11 11:48",100,211,TRUE,"19-09-11 11:49","Man",NA,30,"California",1,"Bachelor's degree","No","Asian",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have not given money to any charitable cause in the past 12 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,NA,NA,NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","679e22fe","9ce2d3ce",30,1989,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"$25,000 to $39,999",2,32500,"United States","desktop",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FIA","Farmed","no stat appeal","ident victim","non-donor",0,2,1,8,"West",4,3,3,572,0.853945179311838
"19-09-11 11:47","19-09-11 11:49",100,109,TRUE,"19-09-11 11:49","Man",NA,38,"Missouri",1,"Master's degree","No","Caucasian/White",NA,NA,"Cat(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animal rescues, shelters, advocacy groups, or other animal charities (pets, wildlife, marine life, farm animals, etc.)","Local social service charities, such as shelters and food banks in your community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts or art-related charities or institutions, including museums and galleries",NA,"Election campaigns (federal, state or local)",NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","25","358f8a76","2cff9726",38,1981,"Completed master's degree (MA, MS, MEng, MEd, MBA, or other)",6,"male",0,"$10,000 to $24,999",1,17500,"United States","desktop",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,25,"CIA","Companion","no stat appeal","ident victim","donor",1,3,1,9,"Midwest",2,1,1,573,1.07586077444404
"19-09-11 11:47","19-09-11 11:49",100,105,TRUE,"19-09-11 11:49","Man",NA,27,"Nevada",5,"Bachelor's degree","No","Black or African-American",NA,"No pets in household",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health charities",NA,NA,NA,NA,NA,NA,"Youth development (sports, extracurricular activities, out-of-school time enrichment, leadership)","Formal education (K-12 schools, colleges, scholarship funds)",NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","320c85db","735aa0e5",27,1992,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"$25,000 to $39,999",2,32500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FNTA","Farmed","no stat appeal","no ident victim","non-donor",0,2,1,8,"West",4,2,2,574,0.706345396860928
"19-09-11 11:47","19-09-11 11:49",100,124,TRUE,"19-09-11 11:49","Man",NA,35,"Illinois",4,"Bachelor's degree","Yes","Caucasian/White",NA,NA,"Cat(s)","Dog(s)","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Place of worship (church, synagogue, mosque, etc.)",NA,NA,NA,NA,"Fire, police and emergency rescue charities",NA,NA,"Youth development (sports, extracurricular activities, out-of-school time enrichment, leadership)",NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner","Read a book",NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","0","8d7ccf75","0f01d017",36,1983,"Completed master's degree (MA, MS, MEng, MEd, MBA, or other)",6,"male",0,"$115,000 to $149,999",6,132500,"United States","desktop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,1,0,0,0,"CNTA","Companion","no stat appeal","no ident victim","non-donor",0,3,1,9,"Midwest",2,1,1,575,0.463010443608232
"19-09-11 11:47","19-09-11 11:49",100,118,TRUE,"19-09-11 11:49","Man",NA,27,"Florida",3,"Bachelor's degree","Yes","Multi-Racial",NA,NA,"Cat(s)",NA,"Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Place of worship (church, synagogue, mosque, etc.)",NA,"ChildrenŠ—Ès charities",NA,"Emergency relief efforts in the case of a natural disaster, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Went to the movies",NA,"Ate a pre-packaged frozen dinner",NA,NA,"Went to a sporting event",NA,"Used a computer or a phone","Walked on a beach",NA,"Jennifer has a favorite dress","0","f22f2247","7dd996a3",30,1989,"Completed bachelor's degree (BA, AB, BS or other)",5,"male",0,"$60,000 to $84,999",4,72500,"United States","desktop",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FSA","Farmed","stat appeal","no ident victim","non-donor",0,2,1,8,"South",3,4,4,576,0.857175196447353
"19-09-11 11:47","19-09-11 11:49",100,108,TRUE,"19-09-11 11:49","Man",NA,27,"New Jersey",3,"Professional or doctoral degree","No","Asian",NA,NA,"Cat(s)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Place of worship (church, synagogue, mosque, etc.)","Health charities",NA,NA,"Emergency relief efforts in the case of a natural disaster, etc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Read a book",NA,NA,NA,"Used a computer or a phone",NA,NA,"Jennifer has a favorite dress","0","58c7aa50","078b9cdf",27,1992,"Completed professional degree (JD, MD or other)",7,"male",0,"$40,000 to $59,999",3,50000,"United States","desktop",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,"FSA","Farmed","stat appeal","no ident victim","non-donor",0,2,1,8,"Northeast",1,3,3,577,0.354103419020223
