StartDate,Progress,Duration (in seconds),ResponseId,consent,prolificid,stresstrue_1,simpletrue_1,crackstrue_1,needtrue_1,unpredictabletrue_1,worktrue_1,irrespontrue_1,valuetrue_1,povertytrue_1,cheattrue_1,togethertrue_1,wellbeingtrue_1,economytrue_1,crimetrue_1,benefittrue_1,fairtrue_1,ubinormal_1,ubipandemic_1,stressnormal_1,simplenormal_1,cracksnormal_1,neednormal_1,unpredictablenormal_1,worknormal_1,irresponnormal_1,valuenormal_1,povertynormal_1,cheatnormal_1,togethernormal_1,wellbeingnormal_1,economynormal_1,crimenormal_1,benefitnormal_1,fairnormal_1,strespandemic_1,simplepandemic_1,crackspandemic_1,needpandemic_1,unpredictpandemi_1,workpandemic_1,irresponpandemic_1,valuepandemic_1,povertypandemic_1,cheatpandemic_1,togetherpandemic_1,wellbeingpandemic_1,economypandemic_1,crimepandemic_1,benefitpandemic_1,fairpandemic_1,sec4a_1,sec4a_2,sec4b_1,sec4b_2,sec4b_3,age,gender,country,country_3_TEXT,benefits,ladder_1,ladder_2,ladder_3,ladder_4,ladder_5,ladder_6,ladder_7,ladder_8,ladder_9,ladder_10,poleconomic_1,polsocial_1,leftright_1,affected_1,PROLIFIC_PID
07/05/2020 10:53,100,591,R_Wp0Ag90NLR6OMSJ,"I consent, begin the study",5b8932a816e64100011c2e9d,57,71,56,19,82,51,61,65,64,71,36,56,30,31,64,30,41,55,61,58,68,94,75,7,74,57,71,75,35,76,82,40,30,83,82,79,61,61,82,76,66,46,72,65,67,86,42,35,81,79,21,48,75,67,64,24,Female,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,56,40,56,70,5b8932a816e64100011c2e9d
07/05/2020 10:53,100,600,R_27gso5x8iyp6AvG,"I consent, begin the study",5d598e9b7e82b2000122fb36,78,98,91,7,66,96,50,66,7,50,69,50,4,67,8,24,14,22,100,100,100,99,92,86,100,92,100,100,81,92,91,73,75,99,82,100,100,100,95,100,100,72,90,100,81,80,71,100,77,100,50,94,100,75,99,55,Female,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,40,40,60,40,5d598e9b7e82b2000122fb36
07/05/2020 10:57,100,347,R_2EFaKxOjMSYnFcB,"I consent, begin the study",5d5414520ad6f200185f0b8a,100,82,50,30,81,50,50,81,100,0,50,100,0,50,50,51,27,72,100,77,81,71,99,40,41,81,61,72,50,93,50,50,50,71,72,72,100,50,100,50,20,72,50,40,72,100,41,50,50,81,100,100,61,76,100,28,Female,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,81,82,19,66,5d5414520ad6f200185f0b8a
07/05/2020 10:50,100,796,R_1OYM1QmcaLvLwdT,"I consent, begin the study",5b5f0c145436bb0001c35ed4,50,70,19,24,72,66,50,76,23,27,75,50,58,28,25,34,71,72,50,68,29,24,68,50,50,65,29,35,63,50,50,38,33,36,68,60,81,85,73,59,57,69,82,68,74,80,80,66,58,79,63,32,71,72,76,22,Female,UK,,Yes,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,69,44,50,30,5b5f0c145436bb0001c35ed4
07/05/2020 10:58,100,338,R_2sQDnv8qYYyPCFJ,"I consent, begin the study",5d77a3cabdd252000197e86e,93,100,100,32,100,50,50,90,85,100,72,92,90,50,100,90,80,95,100,87,100,86,100,25,30,95,100,60,92,92,85,70,55,88,100,93,100,89,100,44,26,95,100,34,100,100,91,26,60,93,100,70,72,94,100,46,Female,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,82,70,11,60,5d77a3cabdd252000197e86e
07/05/2020 10:55,100,481,R_XFH9pTkr0t2OlQl,"I consent, begin the study",5bf86492a9a2e8000180b9d3,100,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,100,100,,72,100,70,100,70,100,100,100,100,100,100,20,20,100,100,20,100,100,100,100,100,100,100,70,30,70,100,33,Female,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,60,100,0,100,5bf86492a9a2e8000180b9d3
07/05/2020 10:55,100,519,R_XsLGDjklgmRVK5X,"I consent, begin the study",5d06af67427fcc00012a9d30,47,92,78,0,35,50,67,69,58,94,30,50,50,47,83,18,33,37,67,69,61,72,72,65,69,74,68,51,73,68,61,61,62,50,92,93,92,96,93,91,89,91,91,95,90,94,91,93,93,90,10,100,94,94,97,43,Female,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,70,31,33,81,5d06af67427fcc00012a9d30
07/05/2020 10:57,100,398,R_ZaUBbyVS4feqMDf,"I consent, begin the study",5ea533a52d770639a4609179,100,100,100,20,78,50,50,72,100,100,100,100,100,50,100,50,40,81,75,100,100,100,95,9,50,100,100,78,81,100,72,50,39,100,74,100,100,100,100,50,36,76,100,72,71,100,50,37,38,81,52,83,82,70,100,40,Female,UK,,No,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,91,61,31,65,5ea533a52d770639a4609179
07/05/2020 10:53,100,627,R_1dnlxsBuJmvAvsL,"I consent, begin the study",5eb3073acf91cc0dc61d782f,92,100,100,11,100,28,73,100,100,100,82,83,100,82,100,100,100,100,92,100,100,100,95,18,19,100,100,92,61,100,81,24,60,100,30,100,100,100,100,11,7,93,100,87,15,79,100,10,62,100,88,100,100,100,100,56,Female,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,73,29,50,100,5eb3073acf91cc0dc61d782f
07/05/2020 10:55,100,556,R_2bPnUzeLrl1mnuY,"I consent, begin the study",57b2bfbddc8f860001b974db,39,51,86,35,100,56,36,100,51,100,63,77,93,50,100,46,100,65,83,68,59,81,68,45,100,60,100,100,71,87,88,100,38,57,61,59,85,100,59,59,95,27,100,82,76,81,63,67,6,51,39,55,83,92,69,25,Female,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,61,93,30,51,57b2bfbddc8f860001b974db
07/05/2020 10:55,100,529,R_riGwBaFGWG5xpHr,"I consent, begin the study",5d93677e15486700177fd4e7,73,73,93,0,80,81,50,60,8,30,60,51,50,33,30,9,9,61,53,74,64,100,58,33,54,46,78,78,50,76,72,52,0,98,83,82,50,53,85,50,60,46,70,78,56,69,38,50,25,89,21,47,61,85,85,26,Female,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,61,55,10,61,5d93677e15486700177fd4e7
07/05/2020 10:53,100,674,R_pAGvBWESNSKKCAN,"I consent, begin the study",58dd1fdb85527a000101ffaf,93,100,95,21,100,50,50,94,94,83,82,90,93,95,50,93,100,100,82,93,100,63,93,30,19,97,94,62,73,83,71,78,50,73,92,94,100,29,94,41,9,93,92,30,86,92,83,71,50,31,72,86,72,73,83,60,Female,UK,,Yes,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,83,93,10,94,58dd1fdb85527a000101ffaf
07/05/2020 10:57,100,482,R_1HcVVQTXV9Mgcgw,"I consent, begin the study",5af0aeb74ec3b00001e64ed6,70,88,66,13,90,71,81,28,12,83,72,72,33,50,22,13,13,13,100,100,100,100,94,81,76,96,100,100,90,100,86,50,77,100,99,100,100,94,81,79,75,50,100,97,50,100,84,50,68,100,90,50,50,50,80,25,Female,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,77,72,22,82,5af0aeb74ec3b00001e64ed6
07/05/2020 10:53,100,731,R_A6eJgKYygLG69jz,"I consent, begin the study",5e8381eccec7700be5fda040,90,90,65,12,91,60,80,68,70,91,75,78,75,58,61,90,90,95,81,91,92,81,82,28,92,92,98,92,81,92,70,90,75,85,88,80,91,86,99,81,87,92,99,80,82,96,86,85,75,82,19,79,71,80,95,44,Female,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,70,55,25,19,5e8381eccec7700be5fda040
07/05/2020 10:57,100,471,R_33eQmqsaSjF44yh,"I consent, begin the study",5be4776ad3283000016752e4,80,93,80,25,29,82,78,79,68,82,29,80,20,30,84,15,24,78,73,35,74,78,77,27,90,77,76,96,80,80,64,74,70,89,84,73,78,72,84,73,80,80,84,86,76,83,57,83,61,91,33,53,72,74,83,30,Female,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,28,26,29,31,5be4776ad3283000016752e4
07/05/2020 10:56,100,549,R_3xZRhZd56biOMal,"I consent, begin the study",58fb01719dc84a000134df80,50,100,3,34,77,0,50,72,50,100,50,50,18,50,50,23,50,100,68,28,66,73,66,100,88,72,100,100,32,59,62,67,0,82,75,39,67,72,63,100,88,61,85,100,42,80,61,83,0,72,0,100,68,75,94,40,Female,UK,,No,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,44,36,0,55,58fb01719dc84a000134df80
07/05/2020 10:58,100,431,R_3G20qgI66nbDWII,"I consent, begin the study",5d6ec1100d89220001ac1024,83,85,81,89,89,88,86,84,89,82,83,93,86,82,87,40,34,86,97,90,90,91,93,87,86,94,77,88,95,29,91,91,82,95,91,92,86,91,92,92,93,91,93,91,91,93,93,89,89,86,38,81,77,80,91,33,Female,UK,,Yes,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,32,66,62,77,5d6ec1100d89220001ac1024
07/05/2020 10:58,100,471,R_1HqrjCVpXXpSr2r,"I consent, begin the study",5b7200cf8f427a00013a1f9d,85,100,100,50,100,60,53,100,90,85,75,80,75,50,100,60,100,100,100,100,100,40,100,50,50,100,90,100,85,70,75,50,100,100,100,100,100,40,100,50,50,100,80,100,75,100,75,50,100,100,90,90,80,65,90,36,Female,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,80,50,20,25,5b7200cf8f427a00013a1f9d
07/05/2020 10:58,100,504,R_3OrBAjtsrKIYfE8,"I consent, begin the study",5e999429b82179033396eda0,81,50,86,75,69,100,50,100,67,53,77,72,50,50,100,100,100,100,100,37,27,96,90,80,69,89,100,72,50,93,50,80,83,89,77,87,100,93,87,96,87,20,100,93,14,80,92,100,11,87,86,36,75,69,100,40,Female,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,72,75,50,71,5e999429b82179033396eda0
07/05/2020 10:56,100,598,R_9N6qIufB7kYl5iF,"I consent, begin the study",5e8b39a0fde0b0048d32b70e,100,100,90,0,100,100,50,82,0,100,60,10,10,50,100,50,30,100,100,70,100,100,75,0,100,75,100,100,75,90,80,100,0,90,100,20,100,100,100,80,100,25,100,100,75,80,20,90,10,20,25,100,75,60,60,26,Female,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,70,60,50,75,5e8b39a0fde0b0048d32b70e
07/05/2020 10:56,100,628,R_3dGjnLnSHO3U5Ds,"I consent, begin the study",59e73668eae741000111a006,100,100,72,29,100,70,50,70,81,100,29,92,81,81,28,71,81,80,100,100,100,81,100,71,100,80,79,29,71,50,71,100,100,29,100,40,100,61,71,70,29,61,91,17,100,100,100,63,60,74,100,100,2,100,100,46,Female,UK,,Yes,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,100,83,0,70,59e73668eae741000111a006
07/05/2020 10:55,100,702,R_1FKDomkbhKuODHa,"I consent, begin the study",5d6b14230da3310001982390,50,90,10,1,10,50,50,10,1,50,50,50,1,25,10,1,10,10,100,80,95,100,95,0,100,95,90,100,90,100,80,100,76,100,100,90,100,100,100,100,100,100,95,100,100,100,100,100,75,100,70,90,85,85,95,32,Female,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,80,40,80,70,5d6b14230da3310001982390
07/05/2020 10:58,100,562,R_pAZg6mNsXF8495n,"I consent, begin the study",5eaaee4682cc0107a66e3213,88,100,80,29,44,62,61,71,61,100,71,46,82,71,100,49,100,100,72,62,89,75,38,25,24,38,80,34,69,73,35,60,27,37,61,89,73,90,32,24,26,38,74,29,66,71,68,56,22,40,70,96,87,83,85,34,Male,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,46,88,40,40,5eaaee4682cc0107a66e3213
07/05/2020 10:58,100,536,R_3I65pngi8VmfoWk,"I consent, begin the study",5a67676a35f26b000149689d,100,100,100,70,95,30,60,100,100,100,100,100,80,100,100,90,100,100,91,82,100,75,87,0,11,100,100,40,93,100,70,61,82,100,100,90,100,100,100,10,10,100,100,20,95,100,70,40,90,100,20,80,90,100,100,25,Female,UK,,No,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,95,90,15,85,5a67676a35f26b000149689d
07/05/2020 10:57,100,627,R_10vfpITqD5LvY9q,"I consent, begin the study",5d676b9406e589000157eb0c,50,100,78,0,0,50,50,50,50,50,50,99,50,100,80,50,90,89,50,69,69,83,72,69,39,74,69,50,50,50,61,71,17,77,80,64,78,81,74,77,72,76,72,50,65,76,73,85,8,65,58,100,86,85,83,42,Female,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,78,73,30,19,5d676b9406e589000157eb0c
07/05/2020 10:56,100,746,R_2xDIZc2gU5KNdaW,"I consent, begin the study",5eb33bad3ce6e6129e9f9f5b,90,70,100,70,90,40,70,80,90,70,30,80,51,49,100,60,70,81,38,79,38,81,80,70,71,40,70,75,70,32,51,40,9,60,60,81,100,91,91,60,56,81,95,91,40,61,81,61,10,80,50,79,81,81,89,43,Female,UK,,No,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,60,81,30,81,5eb33bad3ce6e6129e9f9f5b
07/05/2020 10:57,100,714,R_1HdCq2IDixlwPQe,"I consent, begin the study",57b77ad86615e5000160ea97,67,75,67,0,62,59,50,92,70,76,23,71,71,50,100,0,50,73,71,66,70,92,23,50,71,63,92,77,91,81,89,50,81,83,80,95,88,85,92,79,50,82,92,81,81,92,91,50,81,94,40,68,71,57,84,30,Female,UK,,No,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,91,50,24,36,57b77ad86615e5000160ea97
07/05/2020 10:59,100,596,R_1n8WQ6uhxGrtuMW,"I consent, begin the study",561621657ffc8a000b811da9,82,45,82,60,92,45,56,67,93,70,70,92,80,70,80,65,90,91,96,39,80,81,91,46,35,81,94,70,80,100,75,70,70,80,80,62,100,80,90,44,76,91,92,68,86,100,76,88,70,94,70,52,70,70,85,30,Female,UK,,Yes,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,69,70,25,10,561621657ffc8a000b811da9
07/05/2020 10:59,100,632,R_D7UGsADp0VxdWHn,"I consent, begin the study",5ea954b828c814030440af23,70,77,100,79,82,,,52,77,84,61,100,97,72,,87,100,100,77,83,86,62,82,33,37,66,84,57,64,94,81,48,40,82,94,97,93,83,100,47,35,72,86,37,87,89,85,50,43,100,84,83,82,76,78,29,Female,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,71,74,17,33,5ea954b828c814030440af23
07/05/2020 10:58,100,671,R_2t3xWxt3sw3MaMT,"I consent, begin the study",5cfcb4e0eac4de0001c61451,70,91,70,28,9,29,50,90,86,91,100,80,70,30,100,100,100,100,71,86,100,91,91,90,13,94,100,100,93,91,87,100,100,100,71,85,100,100,100,31,29,88,100,41,90,90,99,92,100,94,9,100,15,73,100,28,Female,UK,,No,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,80,45,20,65,5cfcb4e0eac4de0001c61451
07/05/2020 11:02,100,473,R_3gXaxWpXC7rh0bb,"I consent, begin the study",5eb1658ad3a35f24f1c3931b,64,66,79,20,85,80,92,87,85,80,73,54,22,52,67,50,66,78,75,70,85,90,70,16,70,70,100,75,78,66,70,80,25,88,80,91,75,86,79,15,52,38,87,35,54,80,40,74,40,74,35,42,71,79,35,29,Male,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,44,90,22,60,5eb1658ad3a35f24f1c3931b
07/05/2020 11:06,100,237,R_9pk5uVENY9cOwP7,"I consent, begin the study",5ea1aeee7bc39507649de2e7,58,0,25,33,0,33,50,58,28,20,0,36,44,25,75,52,70,37,61,68,67,44,30,24,39,80,66,0,100,58,71,38,23,70,57,30,35,100,75,95,100,100,19,100,100,15,82,10,79,48,85,100,14,98,77,20,Male,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,72,77,25,84,5ea1aeee7bc39507649de2e7
07/05/2020 11:04,100,334,R_30de46AjtMOIadL,"I consent, begin the study",5e1765576b282c06b910368c,66,71,51,71,67,66,72,75,83,70,73,73,78,50,79,71,61,81,95,81,93,87,81,23,71,80,97,80,78,84,70,73,97,100,87,91,84,100,83,86,81,75,99,84,69,100,78,84,97,100,62,91,69,100,98,27,Male,UK,,Yes,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,50,81,50,79,5e1765576b282c06b910368c
07/05/2020 10:59,100,687,R_3JwHLJyPBXJEH0D,"I consent, begin the study",5c3fa8f562ada90001275f5e,70,70,100,25,99,70,71,80,55,70,75,66,8,50,100,95,90,60,90,90,100,100,100,19,85,85,100,100,25,100,92,100,100,100,100,100,100,100,100,65,90,82,100,90,70,100,100,95,100,100,90,80,75,90,100,25,Female,UK,,No,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,85,90,25,80,5c3fa8f562ada90001275f5e
07/05/2020 10:47,100,1404,R_OflEvcBgK8EOQ93,"I consent, begin the study",5e610d0af3c3f1000b2a1f9b,70,65,50,25,80,50,50,85,80,50,65,70,64,60,80,60,70,55,90,90,75,100,95,30,90,90,100,90,80,100,75,70,30,100,80,100,75,100,85,85,90,90,100,100,85,100,85,80,25,100,80,70,70,65,80,21,Female,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,80,80,40,35,5e610d0af3c3f1000b2a1f9b
07/05/2020 10:57,100,783,R_1qevoxQCY9ylFRz,"I consent, begin the study",5cb49d4de075170019d28a28,7,50,72,50,51,72,99,69,28,13,100,20,51,22,91,78,50,69,92,74,76,66,81,88,96,94,96,97,87,100,69,87,21,73,89,60,71,67,70,94,82,69,75,70,75,91,100,91,41,40,14,86,92,100,89,21,Female,UK,,Yes,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,63,64,50,59,5cb49d4de075170019d28a28
07/05/2020 10:57,100,874,R_9SrgI4hTrhhyIzD,"I consent, begin the study",5db97204c4197a000da3aa3f,71,39,100,8,91,100,83,92,100,81,81,62,19,29,70,14,80,70,39,30,91,80,100,79,29,71,61,29,97,81,41,32,71,40,80,29,81,70,90,30,30,80,80,80,75,71,60,30,30,20,60,87,100,70,60,23,Female,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,70,60,20,70,5db97204c4197a000da3aa3f
07/05/2020 10:59,100,785,R_eqtYTSYQPFbOkGR,"I consent, begin the study",5c3c68c0f5ebd5000185a99f,88,100,87,14,9,84,83,86,61,100,99,82,17,82,93,88,20,92,89,100,100,16,78,85,24,96,74,94,82,90,63,81,92,89,79,81,100,100,76,16,34,75,77,96,94,81,83,75,95,79,13,100,90,83,84,33,Female,UK,,Yes,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,70,100,70,69,5c3c68c0f5ebd5000185a99f
07/05/2020 11:04,100,447,R_73fSLyjhqjOlEjv,"I consent, begin the study",5a8c970daa46dd00016be578,54,84,65,76,60,73,75,30,69,71,58,37,50,75,36,100,38,67,39,39,59,72,61,30,68,39,64,78,66,63,57,58,35,62,40,38,35,68,45,35,61,59,62,56,50,63,50,65,63,44,20,58,34,73,64,34,Female,UK,,No,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,39,20,41,30,5a8c970daa46dd00016be578
07/05/2020 11:04,100,519,R_x5UdbsPJQhyTvd7,"I consent, begin the study",5a47262b7a3e3a0001dd57db,40,75,40,20,60,70,50,60,20,100,70,50,65,25,80,50,55,45,90,70,90,90,75,40,40,90,100,60,60,90,50,50,60,80,90,75,90,90,70,40,40,90,100,50,60,90,50,50,60,90,90,60,85,85,85,26,Male,UK,,No,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,90,100,10,75,5a47262b7a3e3a0001dd57db
07/05/2020 10:56,100,1026,R_3gX89HhrXvdSXMi,"I consent, begin the study",5b2a3a4915cbf50001874792,20,100,60,20,70,70,50,50,10,95,50,50,50,50,60,20,40,80,70,100,80,100,75,50,100,70,90,100,80,70,90,90,50,100,75,90,70,100,75,100,100,70,81,100,70,70,90,90,50,100,10,75,90,70,70,75,Female,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,40,50,65,40,5b2a3a4915cbf50001874792
07/05/2020 10:54,100,1159,R_25ZNAfAO9eyVihy,"I consent, begin the study",595bf7acc76e6700014d33fc,50,100,50,0,50,50,50,50,50,59,70,27,50,50,0,17,15,26,100,59,100,100,100,39,22,100,100,72,79,100,100,100,78,100,81,69,100,100,100,50,33,35,100,68,34,67,80,25,85,100,13,66,94,63,78,52,Female,UK,,No,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,78,68,27,61,595bf7acc76e6700014d33fc
07/05/2020 11:02,100,697,R_3EJWKQpNNqkmytS,"I consent, begin the study",5c1248d22b16ba0001c8c983,65,93,92,61,32,50,50,81,40,90,64,61,74,50,85,91,66,91,91,93,92,90,70,91,89,83,72,87,74,78,83,40,65,93,70,100,95,95,88,84,54,91,80,94,80,90,72,81,65,92,30,85,97,71,95,44,Male,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,61,15,63,82,5c1248d22b16ba0001c8c983
07/05/2020 11:02,100,777,R_1QxOoXPCc8Iuthv,"I consent, begin the study",5b7d726b08f719000134fe0c,90,100,100,100,100,50,50,100,80,100,50,40,70,50,70,80,80,100,90,80,100,60,90,80,90,100,100,90,90,90,90,60,20,100,100,100,100,100,100,70,30,100,80,80,80,100,100,30,0,100,70,80,10,100,100,62,Male,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,90,75,0,100,5b7d726b08f719000134fe0c
07/05/2020 10:57,100,1064,R_YQv6jzL5ohc6BAR,"I consent, begin the study",5c2e2bd82c45d400014a92da,50,100,100,0,100,70,50,100,0,100,60,40,50,50,100,50,100,100,50,100,75,100,100,0,60,50,100,100,70,100,100,100,0,100,100,100,100,100,100,100,60,75,100,100,75,100,100,100,0,100,100,100,70,100,100,32,Female,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,85,70,40,20,5c2e2bd82c45d400014a92da
07/05/2020 11:09,100,349,R_24ksk5l9LTz7GQY,"I consent, begin the study",55d7566869dbc3000eb66e5e,63,83,67,21,75,71,50,50,61,27,50,63,50,50,100,50,89,84,70,75,71,71,71,35,50,72,100,58,67,91,96,70,50,77,52,94,90,89,50,50,61,80,78,90,61,62,100,38,50,54,51,30,85,14,73,27,Male,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,75,46,41,50,55d7566869dbc3000eb66e5e
07/05/2020 10:57,100,1071,R_3rHS8WLA3X2jWjM,"I consent, begin the study",5ea2be9aaa70541db670e832,50,82,19,50,50,70,50,62,23,14,41,50,29,43,93,50,50,96,65,80,74,80,100,74,93,70,69,86,80,81,72,100,76,100,80,100,93,76,100,35,84,83,82,38,91,95,41,81,81,50,77,100,100,100,100,24,Female,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,48,56,63,78,5ea2be9aaa70541db670e832
07/05/2020 11:09,100,419,R_2uR1jVHmDecI19F,"I consent, begin the study",5e3bea56a0b6e3016dc75d5a,19,100,61,0,73,82,34,51,19,72,62,28,71,40,71,100,0,29,61,29,39,100,40,59,71,72,100,71,66,71,30,40,0,37,87,26,40,82,85,65,28,62,100,61,68,100,71,39,0,62,19,40,83,68,37,18,Male,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,71,34,70,30,5e3bea56a0b6e3016dc75d5a
07/05/2020 11:11,100,328,R_1Fswm4ILl7y4sC6,"I consent, begin the study",5e79ff2947c08503483d1612,60,40,82,46,80,75,80,36,60,31,60,66,52,60,70,58,100,100,90,81,74,81,90,69,70,75,83,67,43,89,66,69,62,84,72,79,100,91,80,65,40,78,90,73,77,80,89,74,53,87,44,50,96,95,64,26,Male,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,75,50,50,30,5e79ff2947c08503483d1612
07/05/2020 10:54,100,1413,R_AGrfRR0BaLHPKiB,"I consent, begin the study",5ea022d6c5d8eb000b6c2474,,,10,10,89,50,,,10,10,,90,10,10,5,90,0,0,90,40,30,90,30,80,90,30,30,90,30,91,40,40,90,34,71,92,41,82,90,70,30,90,88,91,90,80,92,80,40,70,30,91,94,95,95,33,Female,UK,,Yes,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,81,70,60,100,5ea022d6c5d8eb000b6c2474
07/05/2020 10:38,100,2369,R_3QYvOPtqf3lUtCr,"I consent, begin the study",59c6aa9b3306be000195bb38,50,68,82,0,81,79,50,78,10,100,71,50,50,50,73,37,32,85,100,100,100,100,84,36,50,99,100,100,100,100,69,84,29,100,100,100,100,100,100,45,40,62,100,63,100,100,100,33,45,20,71,63,88,83,100,32,Female,UK,,No,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,73,95,20,37,59c6aa9b3306be000195bb38
07/05/2020 11:12,100,403,R_3rYf2roQmH4WtlS,"I consent, begin the study",5e943e15e2ac9177c261c530,81,91,87,17,85,60,50,50,72,100,56,89,61,56,50,40,75,68,61,64,100,85,67,30,100,66,100,87,71,100,76,73,50,100,100,78,100,100,100,100,60,100,73,82,67,100,100,69,50,100,87,88,100,81,90,44,Male,UK,,No,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,69,50,59,61,5e943e15e2ac9177c261c530
07/05/2020 11:12,100,473,R_3hAYZZrDFaAOJCv,"I consent, begin the study",5ea4e2d6159f0e4ab287ee18,70,75,30,11,75,50,50,61,39,70,55,63,39,50,62,57,43,68,80,100,79,100,82,0,62,57,100,100,62,76,86,100,27,65,89,100,84,100,100,100,100,50,74,80,100,89,58,100,26,76,25,75,100,88,85,18,Male,UK,,No,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,50,70,50,63,5ea4e2d6159f0e4ab287ee18
07/05/2020 11:10,100,554,R_9sfrNOvnIRTaxkl,"I consent, begin the study",5e4fe86dabab1a000bdd6ec6,64,88,50,15,46,76,78,46,54,28,45,53,38,39,78,26,39,62,69,52,75,83,61,61,77,65,79,68,66,83,66,70,67,84,80,68,70,81,80,68,74,65,70,76,65,70,71,85,71,79,59,92,80,84,92,41,Male,UK,,No,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,34,62,55,58,5e4fe86dabab1a000bdd6ec6
07/05/2020 11:12,100,487,R_2fDTr9jNMvq9aKR,"I consent, begin the study",5d24b405e6537c0001e131ee,80,100,100,0,40,90,50,100,75,90,50,50,100,90,75,100,75,0,50,90,100,0,30,60,40,100,50,100,100,50,75,75,85,100,95,90,100,72,94,65,80,100,100,94,100,75,90,77,30,100,75,90,100,75,60,25,Male,UK,,No,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,25,75,40,60,5d24b405e6537c0001e131ee
07/05/2020 11:13,100,412,R_3CEpKUXjViDiLbe,"I consent, begin the study",5ab905b261533800011c9827,80,50,74,69,85,50,51,73,80,48,78,71,79,87,78,75,81,82,78,84,83,42,82,36,50,56,83,38,50,78,74,67,63,43,79,87,88,41,81,37,41,74,80,41,60,86,77,70,58,40,55,76,31,72,75,54,Male,UK,,Yes,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,72,74,27,61,5ab905b261533800011c9827
07/05/2020 11:11,100,535,R_1dtaNW4rFS9Yv5v,"I consent, begin the study",5e81d01e0b53c38dd025e91b,60,50,70,45,70,70,50,70,60,40,55,60,40,50,40,60,60,65,50,45,60,45,60,55,40,60,65,35,45,55,50,55,45,45,65,40,65,60,60,55,35,60,65,45,45,65,55,55,55,60,60,65,60,65,70,29,Male,UK,,Yes,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,40,70,45,40,5e81d01e0b53c38dd025e91b
