caseid,weight,sample,int_date,lang,cregion,state,usr,density,form,q1,q2a,q2b,q2c,q2e,q2f,q2gf1,q2hf2,q3,q4,q5a,q5b,q5c,q6,conf.external,conf.internal,q9f1,q9f1_code1,q9f1_code2,q9f1_code3,q12a,q12b,q13,evol1,evol2,evol.science3,q20f1,q21af2,q21bf2,q21cf2,global.warm.science,q24a,q24b,q24c,q24d,q24e,q24f,q25,q27,q28,q29,q30,big.bang.science,q33,q34,q35,q37,q38,gmo.science,q40,q41,knosct14,knosct15,knosct16,knosct17,knosct18,knosct19,knowledge.sum,sexz,agerec,educ2,scideg,hisp,racecmb,race3m1,race3m2,race3m3,race3m4,racethn,birth_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,reg,party,partyln,ideo,hh1,hh3,eminuse,intmob,ql1,ql1a,qc1,believ,believ2,filter_$,agreement.science.MEAN,COO_1,COO_2,agreement.science.2MEAN,COO_3,COO_4,religion.2cat
204168,6.85714285714286,2,82114,1,3,24,S,4,2,9,2,2,2,2,2, ,3,3,1,1,1,1,2,1,2, , , , ,9,9,2,1,2,1, ,3, , ,1,2,2,9,1,1,1,2,1,2,1,2,1,2,2,2,4,2,2,1,1,1,2,1,3,2,2,5,2,46,5, ,2,1,1, , , ,1, ,1,1,2, ,2, ,2,4,7,1,2, ,4,6,5,1,1, , ,1,1,1,1,1.25,.000102077397888111,.000121064075556394,1,.000244712456272805,.000203355769373804,1
204186,2.78571428571429,2,81814,1,1,9,S,4,1,2,1,1,2,2,1,2, ,1,1,1,1,1,2,2,2, , , , ,1,1,1,1,2,1,2, , , ,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,2,1,3,1,2,1,3,2,1,6,1,65,8,2,2,1,1, , , ,1, ,1,1,2, ,2, ,2,4,8,1,2, ,3,2,2,1,2, , ,1,1,1,1,1.25,.000215037035504332,.000255536258789741,1,.000351259277785665,.000321530527160479,1
204320,12.1428571428571,2,82214,2,1,42,R,1,2,1,9,3,1,4,9, ,3,1,9,1,1,9,1,9,1, , , , ,1,1,1,2, ,1, ,1,2, ,2,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,4,1,2,1,3,3,2,3,1,1,1,2,1,36,1, ,1,5,7, , , ,3,1, ,1,1, ,2, ,2,3,10,1,3,2,5,4,2,2,1, , ,2,1,1,1,1.75, , ,1.5, ,9.35683466927792E-005,1
204445,1.21428571428571,2,82014,2,3,48,U,4,2,1,9,9,9,9,9, ,1,4,9,9,1,1,9,9,2, , , , ,1,1,1,9, ,2, ,1,1, ,9,2,9,9,1,9,9,2,1,2,1,9,2,1,1,2,5,9,1,9,2,8,8,8,8,9,8,0,1,60,1, ,1,1,1, , , ,3,3, ,1,2,1,2, ,1,6,1,1,2, ,2,2,2,2,2, , ,1,1,1,1,1.66666666666667, , ,2, ,.000470185490406705,1
204458,7.35714285714286,2,82114,1,2,20,U,4,2,1,1,1,1,1,1, ,1,4,1,1,1,1,2,2,1, , , , ,1,1,1,1,2,2, ,2, ,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,4,2,2,9,3,1,2,1,3,1,1,5,1,21,5, ,2,1,1, , , ,1, ,1,6,2, ,2, ,2,3,1,1,2, ,2,4,4,1,1, , ,1,1,1,1,1.75,.000806350570707971,.000960335931683616,2,.00205700559318433,.0019558385208681,1
204585,18.5714285714286,2,82114,2,3,1,S,1,2,1,2,2,2,2,2, ,2,2,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,3,1,3,2,1,19,3, ,1,1,1, , , ,3,3, ,6,2,1,2, ,2,3,2,9,1, ,4,5,5,1,1, , ,2,1,1,1,1.25,.000668477234177366,.000765053365763071,1.5,2.02824640243063E-005,1.67418688031307E-006,1
204589,10.9285714285714,2,82114,2,4,8,S,3,1,1,3,1,2,4,2,4, ,4,2,1,1,2,1,1,1,9,99, , ,1,1,1,1,1,1,1, , , ,1,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,3,3,2,1,4,1,54,1, ,1,5,7, , , ,3,3, ,3,1,2,2, ,1,4,4,3,9,2,2,1, ,2,1, , ,2,1,1,1,1,.0023971096980639,.0029404989793265,1,.00161963183134623,.00184139711458482,1
204656,1,2,81914,1,4,6,S,5,1,2,2,1,3,3,2,2, ,1,1,9,1,1,2,2,1,1,1, , ,1,2,2,1,2,2,1, , , ,2,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,3,1,2,1,3,2,1,6,2,69,6,1,2,1,1, , , ,1, ,1,5,2, ,2, ,2,3,8,1,1, ,2,1, ,1,1, , ,1,1,1,1,2,.00171893419787186,.00197706957218388,2,.00177669127676929,.001886213261161,1
204715,16.2857142857143,2,81814,1,3,22,R,2,2,2,4,3,4,3,3, ,4,3,2,2,1,1,2,1,2, , , , ,2,2,1,1,9,1, ,1,1, ,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,3,1,2,1,3,2,2,5,2,39,5, ,2,1,1, , , ,1, ,1,1,1, ,2, ,2,1,9,1,3,2,4,4,2,1,1, , ,1,1,1,1,1.25,8.93665342158899E-005,.000105522129754344,1,.000243856229005974,.000222085321850636,1
204858,4.21428571428571,2,82314,2,4,6,S,2,1,1,1,1,1,1,3,1, ,1,1,1,1,1,2,1,2, , , , ,1,1,1,2, ,1,2, , , ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,3,2,1,2,1,3,8,2,1,2,2,1,1,23,2, ,1,9,8, , , ,3,3, ,6,2,2,2, ,1,5,2,3,3,2,4,6,4,1,1, , ,2,1,1,1,1,.00269139380386168,.00312117985349088,1,.00235520064957245,.00274369486691304,1
204919,6.78571428571429,2,82414,2,4,6,U,3,2,2,2,9,2,4,3, ,4,3,1,2,1,2,1,2,1, , , , ,1,2,1,1,2,1, ,1,1, ,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,3,1,1,1,1,1,1,1,3,2,2,4,2,50,3, ,1,1,1, , , ,3,3, ,1,1,2,2, ,2,1,6,3,2, ,2,5,4,1,1, , ,1,1,1,1,1,.00185199405144085,.00222193471288111,1,.00123585155030301,.000799331993220004,1
205022,5.07142857142857,2,81914,2,4,6,S,2,2,1,3,3,1,2,2, ,1,2,1,2,1,1,1,2,1, , , , ,1,1,1,2, ,1, ,1,1, ,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,3,2,1,2,2,3,2,1,3,2,2,4,1,50,2, ,1,5,7, , , ,3,3, ,4,2,2,2, ,2,5,3,3,3,9,2,6,6,1,1, , ,1,1,1,1,1.25,.000777769426189832,.000958062584154937,1.5,2.85163812602843E-005,5.35407337126885E-006,1
205194,6.28571428571429,2,81914,1,1,42,S,4,1,2,1,1,2,3,2,1, ,1,1,1,1,1,1,1,1,9,99, , ,1,1,2,1,1,1,2, , , ,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,3,2,2,2,1,3,1,1,2,1,1,2,1,50,8,1,2,1,1, , , ,1, ,2,1,1,1,2, ,2,5,7,1,3,9,3,3,3,1,1, , ,1,1,1,1,1.5,4.18426438887394E-007,2.90437361638272E-007,1.5,2.20422643884354E-006,4.18718296753236E-007,1
205354,2.85714285714286,2,82014,1,3,13,S,5,1,2,1,1,3,2,1,1, ,2,1,1,1,1,2,2,2, , , , ,1,1,2,1,2,1,3, , , ,2,1,1,1,1,1,2,2,1,1,2,1,9,2,2,1,4,1,1,1,3,1,2,1,3,2,1,6,1,60,8,2,2,1,1, , , ,1, ,1,1,2, ,2, ,2,3,10,1,1, ,2,2,2,1,1, , ,1,1,1,1,1.33333333333333,5.86751554009292E-005,6.90972319357641E-005,1,.000313510295290749,.00028106801759266,1
205357,20.7142857142857,2,82114,1,2,38,R,1,2,2,2,1,4,3,1, ,4,1,1,1,1,1,1,2,1, , , , ,1,1,2,1,2,1, ,2, ,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,3,1,2,1,3,2,1,6,2,38,7,1,2,1,1, , , ,1, ,1,1,1, ,2, ,2,1,10,9,1, ,2,6,2,1,1, , ,1,1,1,1,1.75,.000807337100099699,.00094318512026519,1.5,.000162183879327966,.000199428380272479,1
205450,2.42857142857143,2,82114,1,3,51,S,1,2,9,2,1,2,4,1, ,2,1,1,9,1,1,1,2,1, , , , ,1,1,1,1,2,1, ,1,1, ,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,4,1,1,1,3,1,2,1,3,2,1,6,1,60,5, ,2,1,1, , , ,1, ,2,1,2,1,2, ,2,2,8,1,1, ,2,1, ,1,1, , ,1,1,1,1,1,.00177210562436469,.00214323240512456,1,.00083130729025874,.000666748375648303,1
205451,7.92857142857143,2,82214,1,3,22,U,1,1,2,2,4,1,2,2,3, ,4,2,2,2,1,1,1,2, , , , ,2,1,1,2, ,1,1, , , ,2,1,2,1,2,1,2,2,1,1,2,1,2,2,1,2,4,1,2,2,3,2,1,3,3,2,1,3,1,66,3, ,2,1,1, , , ,1, ,1,1,2, ,2, ,1,2,6,1,2, ,1,2,2,1,1, , ,1,1,1,1,1.75,.000132264725302267,.00015553378088364,1.5,6.4763134090534E-006,1.27465814112063E-005,1
205557,3.57142857142857,2,82514,2,1,42,R,3,1,1,1,1,2,2,2,2, ,1,1,1,1,1,2,1,1,1,2, , ,1,1,2,2, ,2,2, , , ,1,2,1,2,2,9,2,2,2,2,1,1,2,9,2,2,2,2,2,1,1,3,2,1,3,8,1,4,1,57,2, ,1,5,7, , , ,3,3, ,1,2,2,2, ,2,1,10,3,2, ,3,2,2,1,1, , ,9,1,1,1,1.75,.000219947761484964,.000243440367974844,2,.000895742671009222,.000865905056614651,1
205666,4,2,81914,2,3,48,U,3,2,2,2,1,1,1,1, ,1,1,1,1,1,1,2,2,2, , , , ,1,1,1,2, ,2, ,1,2, ,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,4,2,2,1,1,3,1,4,3,1,2,1,1,66,9, ,1,1,1, , , ,3,3, ,5,2,2,2, ,2,1,1,3,2, ,2,1, ,2,2, , ,2,1,1,1,2,.00283666525709173,.00368244363208077,2,.00219765599859538,.00261000462530034,1
205711,8.5,2,82214,2,3,12,R,1,2,1,1,9,3,3,1, ,1,3,1,1,1,1,2,2,2, , , , ,1,1,2,2, ,1, ,1,1, ,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,3,1,4,1,1,2,0,2,29,1, ,1,5,7, , , ,3,3, ,2,1,1,2, ,1,4,3,3,2, ,4,6,2,2,1, , ,2,1,1,1,1,.00569637191982642,.00665797986245015,1,.0055703948740712,.00455677167752472,1
205718,3.71428571428571,2,81914,1,3,21,S,2,1,2,2,1,4,3,4,2, ,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,2,1,2, , , ,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,3,2,2,2,3,3,2,4,3,3,1,3,1,74,3, ,2,1,1, , , ,1, ,1,1,2, ,2, ,2,2,6,1,2, ,3,2,2,2,2, , ,1,1,1,1,1.5,4.90596091374104E-005,5.9826935362056E-005,1.5,1.5038519485887E-005,2.54018787829918E-005,1
205729,24.4285714285714,2,82214,1,1,42,S,4,1,2,2,2,2,2,2,3, ,2,1,1,1,1,1,2,2, , , , ,1,1,1,1,2,2,1, , , ,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,3,1,2,1,2,2,2,4,2,56,4, ,2,1,1, , , ,1, ,1,1,2, ,2, ,2,3,8,3,2, ,2,3,3,1,1, , ,1,1,1,1,2,.000638157714405049,.000750413328383125,2,.000531670103129346,.000406470847822027,1
205813,4.57142857142857,2,81914,2,3,48,U,3,2,2,9,3,4,2,4, ,3,4,2,2,1,2,2,2,2, , , , ,2,2,1,1,1,2, ,1,2, ,1,2,1,2,2,2,2,2,1,2,2,2,9,1,1,2,1,2,2,1,3,2,2,3,3,1,8,2,1,28,1, ,1,1,1, , , ,3,3, ,6,2,2,2, ,2,5,2,3,3,1,4,2,2,2,2, , ,2,1,1,1,1.66666666666667,9.54351622883807E-005,.000122555462842375,2,.000991738447781616,.00106357997977836,1
205966,4.5,2,82114,1,4,6,S,1,2,2,2,1,4,3,3, ,4,2,1,2,2,1,1,2,1, , , , ,1,1,2,1,1,1, ,1,2, ,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,3,3,1,24,5, ,1,4,1,7, , ,3,1, ,6,2, ,2, ,2,4,8,3,3,9,3,5,4,1,1, , ,1,1,1,1,1.5,6.42344019067522E-007,1.98345603989995E-006,1,.00151687044186353,.0010928725900078,1
206010,11,2,82114,2,4,6,U,2,1,2,3,2,3,2,9,3, ,3,1,2,1,2,2,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,3,1,2,8,1,2,1,4,1,47,1, ,1,5,7, , , ,3,3, ,1,1,2,2, ,2,5,2,3,4,9,9,5,2,1,1, , ,2,1,1,1,1.25,.00075283159643281,.000937267839507677,1.5,1.62798442206162E-005,1.8177342805765E-006,1
206024,4.57142857142857,2,81914,1,4,6,S,5,1,9,3,1,4,2,9,2, ,2,1,1,1,1,2,2,2, , , , ,1,1,1,1,1,1,3, , , ,1,1,2,9,1,1,2,2,2,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,2,1,8,3,1,52,4, ,1,1,1, , , ,3,3, ,3,2,2,2, ,2,4,2,3,1, ,3,6,5,1,1, , ,1,1,1,1,1.25,.000359924405592306,.000416001383650398,1,.000772727996919275,.000477773749418393,1
206034,1,2,81914,1,3,48,U,4,2,2,2,1,3,3,3, ,3,4,1,2,1,1,1,1,2, , , , ,1,1,9,2, ,1, ,1,1, ,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,1,3,3,1,8,2,2,1,2,1,79,3, ,1,5,7, , , ,3,1, ,3,2, ,2, ,1,2,2,3,2, ,2,1, ,2,2, , ,1,1,1,1,1.5,.000125728746453565,.000146279251061522,1.5,7.74008528712754E-005,.0001004162642514,1
206038,5.57142857142857,2,81914,1,4,6,U,5,1,1,3,1,1,2,3,1, ,4,1,1,1,2,1,2,2, , , , ,2,2,1,2, ,2,2, , , ,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,4,2,2,2,2,1,1,1,1,2,1,4,1,34,4, ,2,3,3, , , ,4, ,2,1,1,1,2, ,2,2,10,3,3,2,3,9,2,1,1, , ,2,1,1,1,1.5,8.3072271362726E-007,1.23725669892209E-006,1.5,5.77812931828262E-006,1.22314543809348E-005,1
206069,7.07142857142857,2,82514,2,3,48,U,5,2,1,2,1,4,2,2, ,1,1,9,1,1,1,9,1,1, , , , ,1,1,1,2, ,1, ,1,2, ,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,4,1,2,1,2,2,1,2,1,1,1,1,2,45,1, ,1,1,1, , , ,3,3, ,1,1,2,2, ,2,1,3,3,3,2,2,4,2,2,2, , ,2,1,1,1,1.75,.000130115601835503,.000158459721324886,1.5,.000205694293137057,.0002502188366887,1
206073,5.5,2,81914,2,1,34,S,5,1,2,2,1,2,2,2,1, ,1,1,1,1,1,1,1,1,1,1, , ,1,1,2,1,2,1,2, , , ,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,3,2,1,2,3,1,1,1,1,3,1,3,2,45,4, ,1,1,1, , , ,3,3, ,2,1,2,2, ,2,4,2,3,4,9,9,3,2,1,1, , ,2,1,1,1,1.25,.000293922714659732,.000341096736546467,1.5,5.61756884028713E-007,2.98399938395584E-006,1
206171,16.4285714285714,2,82014,1,3,12,U,4,2,2,3,2,3,4,4, ,4,2,1,2,1,1,1,1,1, , , , ,1,1,1,1,1,1, ,1,1, ,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,3,1,2,8,3,3,1,4,2,35,3, ,2,1,1, , , ,1, ,1,1,1, ,2, ,2,4,7,3,1, ,3,4,2,1,1, , ,2,1,1,1,1.5,1.46782908403312E-006,1.23356259516468E-006,1.5,4.39136567278306E-006,1.22883452076033E-006,1
206187,10.8571428571429,2,82014,1,1,9,S,4,2,2,1,1,2,3,2, ,1,4,2,2,1,2,1,1,1, , , , ,2,1,1,2, ,2, ,2, ,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,4,2,2,2,2,3,1,3,2,1,1,1,1,43,6,2,2,1,1, , , ,1, ,1,1,1, ,2, ,2,4,7,1,2, ,2,4,2,1,1, , ,2,1,1,1,2,.00213367735428259,.00266973865855005,2,.00133185393143502,.00133607571001795,1
206253,3.92857142857143,2,82014,1,1,9,S,4,2,2,3,3,3,4,3, ,3,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,2,1, ,1,1, ,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,5,2,60,6,2,2,1,1, , , ,1, ,1,3,2, ,2, ,2,2,8,1,2, ,4,3,3,1,1, , ,2,1,1,1,1.75,.000286280225963475,.000337772140552655,1.5,5.08068990534734E-005,2.09759639248666E-005,1
206329,3.64285714285714,2,82014,2,1,36,U,5,1,1,3,1,4,4,4,2, ,2,1,1,1,2,1,1,2, , , , ,1,1,9,2, ,1,2, , , ,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,9,2,2,1,3,2,1,1,1,1,3,1,1,29,1, ,1,2,2, , , ,3,3, ,6,1,2,2, ,1,2,1,3,2, ,3,6,5,1,1, , ,2,1,1,1,1.5,3.07215329712885E-005,2.9996969251439E-005,1.5,9.95550425979211E-005,.000134951158925166,1
206350,6.35714285714286,2,82014,2,3,13,S,4,1,1,1,1,2,1,2,2, ,4,1,1,1,1,1,2,1,9,99, , ,1,1,9,1,1,1,2, , , ,1,2,1,2,1,2,1,2,9,1,9,9,9,1,1,9,9,9,1,1,2,3,2,8,1,8,9,1,1,31,3, ,1,1,1, , , ,3,3, ,1,2,2,2, ,1,5,3,3,1, ,2,2,2,1,1, , ,2,1,1,1,1,.00382392064013594,.00448180350867566,1,.00346202509435741,.00252340515841965,1
206469,4.14285714285714,2,82114,2,3,12,S,2,2,1,1,1,3,3,3, ,3,4,2,9,1,1,1,1,2, , , , ,1,1,1,2, ,2, ,1,1, ,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,3,1,1,8,3,2,1,4,2,45,2, ,1,1,1, , , ,3,3, ,1,1,2,2, ,2,2,2,3,2, ,2,5,2,1,1, , ,2,1,1,1,1.75,.000285382108879791,.000330243763272275,2,.000921586190001668,.000808362910504252,1
206498,14.5714285714286,2,82214,1,2,17,U,3,2,1,2,2,3,3,2, ,3,3,1,2,1,2,1,2,2, , , , ,1,1,1,1,1,1, ,2, ,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,3,1,1,4,3,2,1,4,2,19,4, ,1,5,7, , , ,3,1, ,6,2, ,2, ,9,3,6,3,2, ,3,6,4,1,1, , ,2,1,1,1,1.5,1.970728987956E-005,2.64911156729859E-005,1.5,2.72390194977077E-005,4.67061491666164E-005,1
206576,20,2,82014,1,2,17,S,2,1,2,1,1,3,1,3,3, ,1,1,1,1,1,2,1,9, , , , ,1,1,1,1,2,2,3, , , ,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,9,2,2,1,3,1,2,1,3,1,1,1,72,4, ,2,1,1, , , ,1, ,1,5,2, ,2, ,2,2,10,1,2, ,3,9,9,2,2, , ,2,1,1,1,2, , ,2, , ,1
206615,5.78571428571429,2,82114,1,3,51,S,1,2,2,3,2,4,3,2, ,2,2,1,1,1,2,1,1,2, , , , ,1,1,2,1,2,1, ,1,2, ,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,4,2,2,2,1,1,2,1,3,2,1,6,2,53,6,1,2,1,1, , , ,1, ,1,1,2, ,2, ,2,4,4,1,3,2,3,4,4,1,1, , ,2,1,1,1,1.25,.000109813835876031,.000134774675798935,1,.000232055807583946,.000214984806182078,1
206641,11.0714285714286,2,82414,1,3,48,U,5,1,2,2,2,4,3,3,2, ,3,1,1,1,1,1,1,2, , , , ,9,1,2,1,1,1,3, , , ,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,9,2,2,1,1,3,1,1,1,3,3,1,4,2,26,4, ,1,5,7, , , ,3,3, ,4,1,2,2, ,2,4,3,3,4,2,3,3,1,1,1, , ,2,1,1,1,1.25,.000131397049645295,.000152625421323335,1.5,4.25553193570373E-005,2.5821450676157E-005,1
206704,5.35714285714286,2,82014,2,2,17,U,5,1,1,2,2,2,2,2,1, ,1,1,1,1,1,2,1,2, , , , ,1,1,1,1,1,1,2, , , ,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,4,2,1,1,1,3,2,2,3,1,1,3,2,35,1, ,1,1,1, , , ,3,3, ,2,1,2,2, ,1,2,1,3,1, ,4,4,2,2,1, , ,2,1,1,1,1.5,2.20839937071777E-006,2.97816019029781E-006,1.5,3.33087306530865E-006,9.57959188638551E-006,1
206761,4.21428571428571,2,82114,1,3,22,R,1,1,1,2,1,3,2,3,3, ,2,1,1,1,2,2,2,2, , , , ,1,1,1,1,1,1,2, , , ,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,4,1,1,1,3,1,2,1,3,2,1,6,1,38,8,2,2,1,1, , , ,1, ,2,1,1,2,2, ,1,4,9,3,4,2,4,5,2,1,1, , ,2,1,1,1,1,.000827616561757088,.000970963920150116,1,.000265942016337175,.000225020164970893,1
206916,2.21428571428571,2,82214,1,2,55,S,5,1,9,2,2,2,3,1,1, ,1,1,1,1,1,1,2,1,9,99, , ,1,1,1,1,2,1,2, , , ,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,1,3,1,2,1,3,2,1,6,1,67,3, ,2,1,1, , , ,1, ,1,6,2, ,2, ,2,4,4,1,3,1,3,1, ,1,1, , ,1,1,1,1,1.5,3.16281896352398E-005,5.42895115097869E-005,1.5,2.87790723977965E-006,1.83507608959785E-005,1
206927,14.4285714285714,2,82014,1,2,29,S,1,1,2,2,1,3,2,1,2, ,1,1,1,1,2,1,2,1,1,1, , ,1,1,1,1,2,1,1, , , ,2,1,1,9,1,1,1,2,1,1,1,1,1,2,2,1,4,1,1,1,1,1,2,1,3,2,1,6,2,60,6,1,2,1,1, , , ,1, ,1,3,2, ,2, ,2,1,5,1,3,1,2,1, ,1,1, , ,2,1,1,1,1.25,.000391080407307025,.000479570733076128,1,.000707039984204666,.000575391546370214,1
206951,30.1428571428571,2,82014,1,2,18,U,2,2,1,2,2,2,2,4, ,2,1,1,1,1,1,1,2,2, , , , ,1,1,1,1,9,1, ,9, , ,9,1,1,9,1,1,1,2,1,2,1,2,2,2,2,1,3,1,1,1,2,1,2,1,3,2,1,6,1,20,4, ,2,1,1, , , ,1, ,1,6,2, ,2, ,2,1,9,1,1, ,2,5,3,1,1, , ,1,1,1,1,1.33333333333333,2.37648422448553E-005,3.15726718075959E-005,1.5,.000160955530252157,.000195628690944985,1
207138,3.35714285714286,2,82514,1,2,55,U,3,2,2,2,3,4,4,4, ,4,1,1,1,2,2,1,2,1, , , , ,2,2,2,9, ,9, ,1,2, ,9,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,3,1,2,1,3,2,1,6,1,65,6,1,2,1,1, , , ,1, ,1,1,2, ,2, ,2,5,6,1,3,1,3,2,2,1,2, , ,1,1,1,1,2,.00169777978116807,.00195217336641202,2,.00172334380910058,.00179775964476821,1
207173,5.07142857142857,2,82414,2,3,48,U,5,1,1,1,1,1,1,1,1, ,2,2,1,1,1,1,2,1,9,99, , ,1,1,2,2, ,1,2, , , ,1,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,3,1,2,1,3,1,1,1,57,1, ,1,5,7, , , ,3,3, ,1,2,2,2, ,2,2,3,3,3,9,5,5,5,1,1, , ,2,1,1,1,1.25,.00206802807758763,.00245157607441255,1.5,.000563134571472943,.000319050646032592,1
207178,4.64285714285714,2,82414,1,1,36,U,5,1,2,2,3,4,3,4,3, ,3,2,1,2,2,2,1,2, , , , ,2,2,2,1,1,2,3, , , ,2,2,1,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,3,2,2,1,3,1,3,3,2,53,1, ,1,5,7, , , ,3,1, ,3,1, ,2, ,2,2,1,1,1, ,4,3,2,1,1, , ,2,1,1,1,1.75,.000208734282513905,.000241523605725963,1.5,1.92814226188156E-005,3.21126467768873E-005,1
207209,1,2,82114,1,3,22,U,2,2,1,3,2,4,4,3, ,4,2,1,1,1,1,2,2,2, , , , ,1,1,1,1,9,2, ,1,1, ,2,2,2,9,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,3,1,2,1,3,3,1,5,2,68,8,2,2,1,1, , , ,1, ,1,3,1, ,2, ,2,2,6,1,3,2,3,1, ,1,1, , ,1,1,1,1,2,.0012428802875416,.0014950399013792,2,.00130907160563488,.00139673792379105,1
207214,6.92857142857143,2,82014,1,2,17,S,5,1,2,3,2,3,3,3,2, ,3,1,1,1,1,1,2,2, , , , ,1,1,1,1,1,1,3, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,3,1,2,2,1,2,2,3,2,54,5, ,1,1,1, , , ,3,1, ,3,2, ,2, ,2,4,2,1,2, ,2,2,2,2,2, , ,2,1,1,1,1.25,.000336215012648232,.000383316172771479,1,.000710586369383306,.000465629237741911,1
207279,1.57142857142857,2,82014,1,4,35,R,1,2,2,4,2,4,4,4, ,4,1,1,1,1,1,1,1,2, , , , ,1,1,2,1,1,1, ,2, ,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,2,1,1,1,8,2,1,2,1,3,1,57,4, ,1,5,7, , , ,3,1, ,6,2, ,2, ,2,1,3,1,3,1,3,2,1,1,1, , ,1,1,1,1,1.5,4.05176578536609E-006,4.18768534546644E-006,1,.000565533103740743,.000501290485337772,1
207302,2.35714285714286,2,82014,1,2,39,S,5,2,2,1,1,2,4,2, ,3,1,1,1,1,1,1,2,2, , , , ,1,1,1,9, ,1, ,2, ,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,4,1,1,1,3,1,2,1,3,2,1,6,1,49,6,2,2,1,1, , , ,1, ,1,1,2, ,2, ,2,4,9,1,1, ,3,2,2,1,1, , ,1,1,1,1,1,.000684981935836911,.000809427456103444,1,.000264223919798919,.000200949708130768,1
207338,13.5,2,82014,1,2,55,U,2,2,1,3,3,4,4,3, ,4,1,2,2,1,2,1,2,2, , , , ,1,1,1,1,2,1, ,1,1, ,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,4,1,2,1,3,1,2,1,3,2,1,6,1,72,8,1,2,1,1, , , ,1, ,1,6,2, ,2, ,2,2,2,1,3,2,3,1, ,1,2, , ,2,1,1,1,1.25,.000284626176896825,.000341586092855206,1,.000429222880002652,.000404583662600132,1
207437,2.42857142857143,2,82014,1,3,12,S,1,1,2,2,2,4,3,4,2, ,1,1,2,2,2,1,1,2, , , , ,1,1,1,1,2,1,2, , , ,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,3,1,2,1,1,2,1,5,2,56,8,1,2,1,1, , , ,1, ,1,4,2, ,2, ,1,2,3,1,2, ,3,1, ,2,2, , ,2,1,1,1,1,.000953812950742168,.00112733815961397,1,.000338117287293267,.000343637076333733,1
