Q62,immigration_a,immigration_b,abortion_a,abortion_b,vote_a,vote_b,tax_a,tax_b,torture_a,torture_b,affirmaction_a,affirmaction_b,military_a,military_b,covidgov_a,covidgov_b,AC_a,AC_b,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q37_11,Q37_12,Q37_13,Q37_14,Q37_15,Q37_16,Q37_17,Q37_18,Q37_19,Q37_20,Q8,Q10,Q12,Q39,Q40,Q14,Q16,Q18,Q20,Q62,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q58,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb35dee-994c-ccc5-493c-301dd509132f,31,1,19,1,1,7,7,2,48174
1,1,2,2,4,3,4,2,2,4,3,3,4,2,3,3,4,3,5,8,8,7,5,9,6,8,7,7,6,8,7,9,7,7,8,6,5,8,9,1,7,1,1,1,7,2,1,43,5,6,5,4,5,6,This survey makes me very happy.,5eb35bd7-80e5-5e94-aa30-dda8bdb1464c,43,1,21,1,1,7,10,4,90012
1,5,1,5,1,2,1,2,1,3,1,3,1,5,1,3,1,3,5,1,9,3,6,9,1,7,5,3,6,4,4,5,1,1,6,3,9,1,2,1,4,5,5,4,6,1,2,50,4,2,6,7,7,4,,5eb35caf-f326-0641-3267-fecb2aa32f44,50,2,14,15,11,6,1,1,11570
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb35dc9-044f-bba7-c51f-b8c2abbbefc2,19,2,1,15,2,2,1,1,11434
1,4,3,5,4,5,4,5,4,2,5,5,4,5,5,5,5,5,4,9,1,9,9,9,9,9,9,1,1,4,9,1,8,1,1,5,1,1,1,2,7,7,7,6,6,3,2,64,5,7,7,7,7,6,"Great questions,  I thought of different examples as I read the different statements.  As far as the end goes, I touch my face and don't wash my hands because I stay home almost all the time.",5eb35bc3-4262-50ef-b7d7-f72458c6684e,64,2,23,1,1,6,4,4,90046
1,1,2,2,2,2,3,1,3,3,1,2,3,1,3,4,3,2,3,5,7,4,6,5,4,7,6,3,3,6,6,6,3,4,6,3,7,4,3,1,6,2,2,3,6,2,1,66,5,5,6,7,5,3,Good study,5eb35ced-3dab-cd9f-5d48-00d145ebe352,66,1,19,1,1,6,10,1,13090
1,5,1,3,1,3,1,3,1,3,1,3,1,2,1,4,1,3,1,5,8,1,5,9,1,8,5,2,5,8,6,9,1,4,9,1,9,5,1,2,2,3,5,4,5,2,2,37,5,7,6,7,6,6,,5eb35a60-1643-5ec6-8405-c84635eb14c7,37,2,7,1,1,6,9,3,71039
1,3,1,1,1,3,3,3,2,2,3,2,4,2,1,3,4,2,2,5,5,5,5,6,6,7,5,5,5,5,5,5,7,6,5,4,4,5,5,5,1,7,4,4,4,5,2,46,5,4,7,7,7,2,,5eb35c8b-c148-5e1e-7bef-cde6fbbf8d9d,46,2,1,1,1,2,7,3,70364
1,2,2,2,2,3,3,2,2,3,2,3,3,2,2,2,3,3,5,3,6,6,5,3,7,4,5,6,4,4,3,4,2,7,6,3,7,4,4,2,3,3,4,4,6,3,1,28,5,4,6,5,4,4,It was fine ,5eb35da1-40e3-3fe9-1adf-9c0b47b61db4,28,1,1,1,1,5,8,2,48310
1,4,3,5,5,4,3,3,3,2,5,5,4,4,4,4,5,3,5,7,8,7,8,7,8,9,8,1,4,3,8,3,3,2,2,1,7,2,3,1,6,6,7,6,7,1,2,31,5,7,7,6,6,4,No,5eb35cb8-7fb9-8a56-9017-f14e7e4c1c11,31,2,10,1,1,7,1,4,96021
1,1,2,2,3,2,3,1,3,3,3,3,4,1,3,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,2,2,5,2,1,74,5,6,7,7,7,4,no,5eb35b8c-6c43-0eb3-5371-d4889d37bcad,74,1,5,1,1,5,10,3,76131
1,3,3,4,4,2,4,2,2,4,4,3,3,4,4,3,3,3,5,5,4,5,4,6,6,5,4,6,4,4,5,6,7,6,7,3,3,6,5,1,7,2,2,2,7,2,1,33,5,1,7,7,7,2,the survey length was satisfactory.,5eb35ca4-da8a-de55-cacd-e4220bcf7f8d,33,1,20,1,1,7,10,3,32257
1,4,2,4,1,2,1,3,1,3,1,3,1,2,1,4,3,3,5,5,7,3,6,7,5,8,6,3,4,7,5,6,2,3,7,3,6,5,1,1,2,3,3,4,5,1,1,64,5,6,6,7,4,3,Thought provoking.,5eb35bff-066e-4b77-dd8d-071087ef71c5,64,1,23,1,1,4,1,1,19154
1,1,5,1,1,2,5,1,1,5,1,3,1,1,1,4,1,3,5,9,9,5,9,9,9,5,5,9,5,5,5,1,8,5,5,9,5,1,8,5,4,4,4,4,4,2,1,45,"2,4,5",4,7,7,7,4,No,5eb35b66-251a-136f-3bb1-ade87af36b24,45,1,18,1,14,2,10,4,96817
1,3,1,5,1,2,1,2,1,3,1,3,1,3,1,4,1,3,5,1,7,2,7,8,2,8,2,2,8,7,2,6,2,8,7,2,8,6,2,1,4,5,5,5,6,1,2,30,5,6,7,7,7,2,,5eb35c2f-2c16-a2dd-aae9-470365c8a776,30,2,10,1,1,6,2,1,1605
1,1,3,3,3,2,4,2,3,3,4,4,3,4,4,5,4,2,5,7,7,7,7,9,9,9,9,7,8,8,9,8,8,7,8,8,5,8,8,1,6,4,4,5,5,3,2,40,2,6,6,7,5,6,No thank you ,5eb35cea-cb8b-8992-83c9-6b44a99b7c65,40,2,4,4,1,2,2,4,90501
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb35e03-70e1-b468-c497-1a1e1be8ed99,19,1,1,1,1,5,7,4,94025
1,5,1,5,5,3,2,1,2,2,2,2,3,1,3,4,1,2,1,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,5,3,1,20,1,1,2,3,4,5,,5eb35d8d-372b-9170-2856-6a630765a233,18,1,1,16,2,2,10,3,32725
1,5,4,4,4,3,4,2,4,2,4,5,4,4,4,5,4,3,4,7,8,7,6,8,5,6,8,8,6,9,8,5,9,2,9,5,9,5,3,4,7,6,6,6,4,1,1,75,5,6,7,7,7,4,none,5eb35b5b-6ba9-540b-de70-f49efb6e959a,75,1,2,1,1,2,1,1,16508
1,4,1,2,1,3,1,3,1,3,1,4,1,4,1,3,1,3,5,3,6,3,7,8,3,7,3,3,7,8,4,7,2,3,8,1,6,5,2,1,4,4,5,4,7,3,2,21,5,2,3,5,6,4,"None, thank you.",5eb35cea-89f4-f849-0ab4-b556f762e1b9,21,2,20,1,1,7,3,3,22936
1,4,2,2,1,4,1,1,1,2,1,2,2,4,1,2,2,4,3,1,5,8,5,8,5,8,5,5,5,5,5,5,5,1,5,1,5,5,5,2,1,2,5,4,5,1,1,67,3,6,6,7,6,6,NA,5eb35bb0-4346-4df5-92c9-163e3bd5aad9,67,1,8,2,1,5,1,2,46205
1,4,1,5,1,3,1,2,1,2,1,4,1,2,1,4,1,3,5,2,8,1,7,8,1,8,5,2,7,1,1,8,1,2,7,2,8,5,1,5,6,4,5,4,4,1,2,71,5,6,7,7,6,4,,5eb35b04-6a32-db40-5544-59d571a91c4d,71,2,2,1,1,2,2,3,32707
1,5,1,4,1,5,4,3,1,3,1,4,1,4,1,5,4,3,5,1,9,1,7,9,1,9,2,1,4,9,5,5,1,5,7,1,9,5,1,1,7,6,6,5,7,1,1,59,5,2,7,7,7,1,,5eb35c62-a030-bb84-c738-dd04f8c220d2,59,1,21,1,1,7,2,3,78231
1,2,2,2,2,3,2,2,3,4,3,3,2,1,1,3,1,3,5,5,8,5,5,8,5,5,8,3,9,4,6,9,9,8,7,9,5,9,7,1,7,4,4,4,6,3,1,34,5,7,6,6,5,4,,5eb35d9b-d40b-ccf5-b136-b5fff0dab1e5,34,1,6,1,1,6,3,3,33101
1,1,5,2,4,2,4,1,4,5,5,2,4,3,3,1,4,3,5,5,4,7,7,5,7,8,6,3,3,4,6,4,5,6,4,7,4,3,5,3,6,1,1,1,5,2,1,22,5,2,7,7,6,1,Penis,5eb35d7d-382f-24df-0713-005155b99213,22,1,2,1,1,4,10,4,81321
1,5,2,4,4,2,4,1,5,3,3,4,1,3,1,3,4,3,5,6,8,5,5,9,8,5,7,8,5,7,5,5,5,5,7,5,9,5,7,4,4,7,7,7,4,1,2,59,8,1,7,7,7,1,Good survey easy to read easy to answer ,5eb35906-ea59-eb4e-e6c0-7f85e808543b,59,2,1,3,1,2,1,3,70377
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb35e53-db26-d1a0-1713-d042ee78486d,20,1,-3105,1,1,5,7,3,77904
1,3,3,2,3,3,3,3,3,3,3,4,3,4,3,3,3,3,5,5,4,7,2,5,6,4,6,8,4,6,7,4,6,6,4,6,2,2,5,4,5,3,3,3,6,2,1,48,5,3,7,4,6,4,No,5eb35cef-ae74-270e-7e45-a30852bbe3a4,48,1,1,1,1,6,9,3,28056
1,3,3,3,3,3,3,2,2,4,3,3,2,2,3,4,3,3,5,4,3,3,2,3,3,5,3,3,3,3,2,4,2,5,5,3,3,4,4,1,3,2,2,2,6,4,2,22,5,4,3,3,4,3,,5eb35da5-28b0-dea0-e84b-b454593b50ee,20,2,-3105,1,1,2,6,4,90631
1,1,4,5,5,2,5,1,5,4,4,5,4,1,4,1,5,3,5,9,9,8,8,8,8,9,7,7,6,5,9,9,9,8,9,8,9,5,9,1,7,7,6,7,7,2,1,41,5,7,6,7,7,6,I am very satisfied ,5eb35d3c-b0ff-c7f9-b72a-7205702569ce,41,1,20,1,2,7,10,4,98102
1,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,5,8,3,5,5,4,7,7,3,8,8,5,4,9,3,5,6,7,2,8,3,4,4,5,4,5,5,1,22,3,4,5,5,6,6,None,5eb35d3e-f7d4-9926-c6e8-1db8a1249e41,22,1,1,2,1,3,1,3,33131
1,5,5,1,4,3,2,4,1,2,2,5,2,5,2,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,4,6,5,2,47,5,4,7,7,7,1,,5eb35d5b-8ded-9f62-76b5-69858a53aa99,47,2,1,1,1,6,7,1,12589
1,5,1,5,1,2,1,5,5,5,1,2,1,5,1,5,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,2,60,3,3,7,7,7,7,No,5eb35a58-2992-d2e2-ca36-0784bce705b5,60,2,-3105,11,5,6,1,3,23225
1,5,4,5,5,3,1,2,1,2,1,4,1,5,3,5,5,3,5,5,9,4,9,6,4,8,3,6,6,9,5,7,1,1,6,1,9,2,2,1,5,5,5,5,7,1,1,24,5,4,7,6,7,2,No,5eb35d14-351f-5f58-f1e3-18db23b36442,24,2,1,1,2,6,2,4,85037
1,5,1,4,2,4,1,1,1,3,1,3,1,4,2,4,2,4,1,5,7,2,7,7,4,7,4,6,6,6,6,6,4,3,7,2,7,4,3,1,6,5,4,4,7,3,2,46,5,4,7,7,7,4,,5eb35ce8-c9ca-eca0-edc2-faf2f345a199,49,2,19,1,1,6,3,4,92101
1,4,4,3,2,2,5,2,2,3,3,5,4,3,1,5,5,2,5,6,8,5,8,7,6,8,5,2,7,4,6,6,3,2,8,1,9,3,5,4,5,5,5,4,6,1,2,63,5,5,6,5,7,5,Some of the questions were difficult to answer because the range of options was too specific or off target if what my answer would have been.,5eb35bbf-b4fd-2ef1-b103-924a4000d529,63,2,1,15,1,6,2,1,15044
1,5,1,3,1,2,1,1,1,2,1,5,1,3,1,5,1,2,5,5,6,5,4,6,4,7,5,5,4,5,5,7,3,4,6,1,6,3,1,1,6,4,4,4,6,1,2,48,5,7,7,7,7,3,No,5eb35c32-450b-d69e-cb71-5baa9fca5d2f,49,2,11,1,1,6,1,1,18103
1,4,4,3,2,3,2,3,3,4,4,3,3,4,3,5,2,3,5,1,5,5,9,9,7,9,7,2,4,8,7,7,4,1,1,2,7,1,1,4,5,4,4,4,6,3,2,53,5,4,7,7,7,4,,5eb35c5c-54db-b9e6-a2e8-9a27f87f392e,53,2,4,1,1,6,4,1,2189
1,4,1,5,1,2,1,5,1,3,1,3,1,5,1,5,1,3,5,1,9,1,7,5,1,9,1,1,7,9,1,5,1,1,9,1,9,1,1,1,2,6,6,6,5,1,2,35,3,2,7,7,7,2,No,5eb35d27-d4a0-6c4e-b0db-3b62b336081e,35,2,5,2,1,4,2,3,30088
1,2,4,1,4,2,4,1,4,2,4,3,4,3,5,4,4,3,5,7,7,7,6,7,7,7,7,7,6,7,7,5,7,7,7,7,7,6,1,1,4,4,5,5,6,2,1,25,2,4,6,6,6,1,,5eb35d94-7c0b-3395-7ce7-1a6815ff62b9,30,2,11,2,1,6,2,2,63105
1,3,1,5,2,5,1,1,1,3,1,4,1,3,1,5,1,5,1,5,9,2,9,9,5,9,4,5,5,5,5,9,5,3,8,3,8,5,1,3,4,5,5,5,5,3,2,18,5,1,7,7,7,4,,5eb35c7c-dd84-0d16-ffae-4353d1a64520,18,2,6,1,1,2,3,1,11694
1,2,3,3,4,2,3,1,4,4,4,4,3,1,4,2,3,3,5,5,6,3,6,8,5,5,3,7,2,5,8,6,5,2,5,1,9,1,3,1,6,1,1,1,5,2,2,52,5,6,6,7,7,2,none,5eb35b3c-6c1f-3a1f-61aa-b6fb744d5020,52,2,5,1,1,6,10,3,35042
1,1,1,4,1,2,1,1,1,3,1,5,1,3,1,3,1,3,1,5,9,5,9,9,5,3,5,5,5,5,3,5,3,3,5,3,5,5,5,4,2,6,5,5,5,3,2,39,5,5,5,5,4,4,no,5eb35c45-5c27-60fd-ac30-7304ffb0fc03,39,2,19,1,1,4,4,3,23111
1,4,3,4,3,3,1,3,1,3,1,3,2,4,2,4,4,3,5,4,8,3,5,8,3,8,5,4,6,6,3,6,3,3,6,3,8,5,2,3,3,5,6,3,5,1,2,18,2,2,6,6,6,4,,5eb35d0e-fd25-a23d-f6de-0c1eb51059b4,18,2,24,4,1,6,2,4,92882
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb35e4e-5e17-0c01-87f1-7ae90e04e238,49,2,2,2,1,4,4,2,48038
1,2,1,4,1,2,1,2,1,3,2,2,1,2,1,5,2,2,2,1,8,1,8,7,2,7,1,1,8,6,1,6,1,1,6,1,7,2,1,4,3,4,4,4,4,1,2,54,5,4,6,7,5,1,,5eb35d00-74d6-59fc-43b7-b96374f51c3b,54,2,5,1,1,2,2,3,34286
1,4,1,3,1,2,1,1,1,3,1,4,1,3,1,5,1,3,5,3,7,5,5,8,2,8,7,2,8,7,4,2,2,2,7,4,3,4,3,1,4,6,5,6,6,1,2,43,5,6,7,6,6,5,,5eb35bd9-219f-c771-d9ff-ac5b39d479c5,43,2,8,1,1,6,1,1,1129
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb35e62-120c-480e-f153-84f8baf837e4,46,2,6,2,1,7,7,4,98203
1,2,1,2,3,2,2,2,2,3,2,3,3,2,2,1,1,3,5,9,7,9,8,6,7,7,8,9,9,8,8,7,9,9,9,8,9,9,8,1,7,4,5,6,5,3,2,24,5,7,6,7,6,6,,5eb35d5a-d5db-7ba3-df2d-e13fa1500318,24,2,2,1,1,2,5,2,45005
1,4,4,3,3,2,3,3,3,2,3,4,4,3,3,3,2,3,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,4,6,4,4,4,5,2,2,72,5,5,7,7,7,2,,5eb35c25-d2cd-d48f-1b0d-4a9dfb7bcac6,72,2,14,1,1,5,9,3,32792
1,3,1,4,1,2,4,3,1,2,5,3,1,5,5,4,1,3,4,3,7,7,8,9,8,9,7,9,3,5,8,5,8,5,9,4,8,2,1,4,5,6,6,6,5,1,2,60,5,7,7,7,7,3,Thank you ,5eb35c47-e902-e1b5-8a8a-83bb4ed46859,60,2,3,1,1,4,2,4,98252
1,3,4,3,3,4,2,2,4,2,1,4,1,4,2,3,3,3,5,4,2,3,7,5,3,5,2,1,5,2,3,1,3,3,5,3,3,8,3,2,1,,2,4,3,3,4,25,5,2,2,2,2,2,I LOVE IT,5eb35dec-f730-0ed0-e19c-ede49dd223c2,25,1,7,1,1,7,1,4,95409
1,2,1,1,2,3,3,2,3,4,2,3,3,3,3,2,3,3,5,2,4,4,4,6,7,6,8,4,6,3,4,3,6,3,7,6,7,6,6,4,5,5,5,6,4,1,2,20,5,6,4,5,7,7,No,5eb35d8f-9c04-6f37-9863-10e88fbe2ab3,20,2,5,1,1,2,3,4,85225
1,4,1,5,5,5,1,2,1,2,3,4,1,5,3,5,5,3,5,5,5,9,2,4,8,5,7,9,7,5,8,2,8,2,1,2,5,5,2,4,5,5,6,4,5,1,2,25,2,3,7,7,7,3,,5eb35cc5-d96a-7844-9eb8-4a6b3ae45eb7,25,2,1,4,1,4,1,1,15213
1,2,4,3,3,2,1,2,3,4,2,3,2,2,1,3,1,4,5,5,9,9,8,2,7,7,8,7,5,9,7,9,8,7,8,5,9,5,2,1,3,3,4,5,4,2,2,24,5,5,7,5,4,5,,5eb35dd8-caef-136a-c187-ae3bb2208a52,24,2,2,1,1,3,9,3,40447
1,2,1,3,1,2,1,2,1,3,1,2,1,3,1,3,1,3,1,5,7,1,1,7,1,7,5,3,5,8,3,7,1,5,8,7,7,5,2,1,2,4,4,4,5,2,2,47,5,4,4,6,4,4,,5eb35d9c-1fc6-1063-af95-51ecca0339f6,47,2,19,1,1,4,10,2,63090
1,4,1,5,4,2,3,2,1,3,1,4,3,2,3,4,3,3,5,7,6,6,6,6,6,6,7,6,6,6,6,4,6,6,6,6,6,6,6,1,4,4,4,4,6,1,2,33,7,4,6,7,7,3,,5eb35adc-ae78-e0a9-a739-08f11ff3e18e,33,2,19,15,1,6,1,3,33169
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb35e76-b09f-7e14-b3b9-e3e8881c3482,18,1,-3105,16,2,1,7,2,44282
1,2,2,1,2,4,3,3,4,3,4,4,3,3,3,1,3,3,5,4,5,2,6,6,7,2,6,2,3,3,5,5,5,3,4,5,4,5,5,4,3,4,4,4,4,4,2,19,5,4,4,4,4,4,Good survey ,5eb35df3-9ad5-d911-d28e-55502ed03ab7,18,2,1,1,1,2,7,3,71106
1,1,5,4,2,2,5,1,4,5,5,2,3,2,4,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,4,4,4,4,4,2,2,70,5,3,7,7,7,1,,5eb35d87-c4af-0c05-4649-971ba3e3b1e7,70,2,14,1,1,2,9,1,1867
1,3,3,5,1,2,4,3,3,5,5,2,4,3,3,1,3,2,5,6,9,8,9,7,7,5,9,5,5,8,9,8,8,8,5,9,6,7,8,1,,7,7,7,7,1,1,32,5,4,5,4,5,4,is excellent survey,5eb35c3b-4799-e9e9-fade-a7014ac78ba2,32,1,14,1,1,7,1,1,10514
1,1,1,1,1,2,1,1,2,3,2,3,1,1,1,1,1,3,5,,5,5,,,5,,,5,,5,,5,5,5,5,5,5,,5,1,7,4,4,4,5,1,2,56,5,4,4,4,4,4,,5eb35da2-288d-5039-adab-280ead822c57,56,2,3,1,1,4,1,4,85015
1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,5,5,6,2,7,2,4,2,,7,5,5,6,6,9,6,1,8,2,,2,4,5,4,6,6,5,1,19,5,4,5,4,4,7,Somethinggg,5eb35dc3-4774-5a68-cb3a-744277cc448a,19,1,-3105,16,1,-3105,4,1,11104
1,5,3,2,3,2,2,1,3,3,3,3,3,2,3,5,1,3,5,3,9,1,9,9,1,5,5,5,9,8,5,5,5,1,5,1,9,5,1,4,4,4,7,4,6,1,2,48,5,7,7,7,7,1,,5eb35bc7-2a2d-365a-eab8-acfd52082f38,48,2,18,1,1,6,1,3,33637
1,1,5,1,5,2,5,1,5,5,5,2,4,1,4,3,4,3,5,8,1,9,1,3,7,3,6,9,1,2,9,6,5,9,1,9,1,2,5,5,3,1,1,1,7,2,1,58,5,5,7,7,1,6,,5eb35cc1-a856-2d4a-0c24-2b1a01f1cdbd,58,1,3,1,1,8,10,3,29420
1,1,4,4,3,3,4,3,2,4,3,2,3,4,2,3,3,3,5,7,3,7,6,6,7,5,5,6,6,6,7,5,5,6,6,7,8,5,3,1,5,3,5,2,5,2,2,38,5,3,6,5,6,5,,5eb35ca7-8cc0-b951-58d6-4be672aabf82,38,2,8,1,1,7,10,1,10314
1,3,3,5,4,4,3,3,3,4,2,4,3,3,3,3,2,3,5,5,8,5,2,3,5,4,5,6,6,3,5,7,6,3,3,7,3,7,3,4,4,4,4,4,4,3,2,19,5,3,5,7,6,2,easy,5eb35def-f1ae-4d69-fb32-6c51437fc90e,19,2,2,1,1,2,4,4,95670
1,3,2,2,1,2,2,1,1,3,2,3,1,1,1,2,1,2,1,1,1,5,1,1,5,1,2,1,1,1,1,5,5,5,1,1,5,5,1,3,1,2,1,1,4,1,1,25,3,1,2,1,1,3,I don’t know ,5eb35df3-3211-70aa-c324-6c82d5341918,25,1,1,2,1,7,5,3,75202
1,3,1,3,2,2,2,3,1,3,2,3,3,3,5,4,1,2,2,6,6,5,4,6,5,7,5,2,5,7,5,6,5,5,5,2,5,5,4,4,6,4,4,4,5,3,2,67,5,4,7,6,6,3,"It really was thinker, that for sure",5eb35bc7-4da7-fd6b-eb46-16ba59105573,67,2,4,1,1,4,7,3,77067
1,1,3,2,3,2,3,2,1,3,1,4,3,1,3,3,3,2,5,2,9,5,5,9,5,8,5,5,8,5,5,9,3,1,5,1,4,5,1,4,7,2,2,2,4,2,2,57,5,4,7,7,7,4,No,5eb35981-8abd-4365-42e3-12b3d7ebf939,57,2,1,1,1,2,10,3,22546
1,2,3,2,2,3,3,2,2,3,3,3,3,3,3,2,2,3,3,4,3,4,2,3,4,4,4,3,5,2,4,3,4,3,4,3,4,3,4,1,2,3,3,3,4,2,1,21,5,5,5,4,5,6,,5eb35e6c-59ab-df22-b85f-0c6d4d1eeccf,21,1,3,1,1,2,9,1,15601
1,2,2,3,2,2,3,3,1,3,1,3,3,3,1,3,1,2,5,3,7,4,6,8,4,8,5,4,8,7,5,8,2,4,8,3,6,7,2,1,5,3,3,3,6,2,2,29,5,5,5,7,3,6,,5eb35938-3479-4c61-5ece-f74ab4e505b1,29,2,6,1,1,4,9,4,89121
1,3,3,4,3,3,4,1,3,3,3,2,2,3,3,2,3,3,5,4,9,4,8,8,4,9,2,2,6,8,4,9,2,1,7,4,9,4,1,1,7,3,5,2,6,2,2,44,5,5,5,6,7,4,Nothing ,5eb35ce7-380e-a35e-6e50-ada1d8f89533,49,2,17,1,1,6,9,2,43212
1,3,3,1,1,4,5,1,1,3,3,4,3,3,4,2,3,3,5,7,8,9,5,7,7,5,8,5,8,9,9,5,5,6,5,7,9,8,5,3,2,4,4,4,5,1,2,22,3,4,7,7,7,6,,5eb35d96-33c5-9b6d-6330-29b2299bf69a,22,2,1,15,1,4,2,2,47807
1,4,3,3,5,2,3,2,1,2,5,4,3,3,5,3,5,2,5,4,5,5,7,6,5,5,5,8,5,3,8,9,5,5,7,3,5,5,2,5,5,4,5,2,4,1,2,61,5,5,7,7,7,1,No,5eb35c27-7d0c-cc25-05bc-a06ebc4f4be8,61,2,1,1,1,2,1,3,70582
1,3,3,4,3,4,2,4,3,5,2,5,2,4,3,5,2,5,1,3,5,1,3,3,1,3,3,3,3,1,1,2,4,2,3,3,1,1,3,1,4,3,3,2,5,1,2,20,3,4,4,5,7,4,No comment ,5eb35de9-8a2c-c15e-cd03-f307ff0772d1,21,2,3,2,1,4,2,3,33607
1,3,4,3,3,3,2,3,1,3,3,3,3,3,2,3,4,3,3,6,6,6,6,6,4,5,4,4,6,4,6,4,4,6,6,4,4,4,6,3,4,3,5,4,6,1,2,23,5,3,4,5,4,3,nope,5eb35de3-2f83-b153-906e-b0ec5103b510,22,2,8,1,1,6,1,4,99218
1,3,4,4,4,3,4,3,4,4,4,5,4,3,4,4,4,3,4,9,5,5,1,6,9,9,9,1,9,9,9,1,9,8,5,9,9,9,9,1,7,1,1,1,7,1,1,46,5,4,4,6,7,7,like it,5eb35def-9273-e65d-06c5-61a0490140c4,46,1,19,1,1,7,1,3,34746
1,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,4,7,2,1,47,5,1,7,7,7,1,no comment,5eb35de4-2071-3869-dc06-7266724dd150,47,1,2,1,1,7,9,3,19720
1,3,3,2,3,4,3,4,3,4,3,4,3,4,3,3,3,3,3,5,2,7,7,7,3,7,6,5,4,7,8,7,5,8,7,8,8,6,2,2,5,4,4,4,4,3,2,25,3,5,5,5,5,4,Nothin,5eb35dda-a269-389e-7565-3be8093fff85,29,1,9,2,1,-3105,7,2,55446
1,2,2,1,2,3,3,1,2,4,3,3,1,2,2,2,2,3,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,3,1,28,2,5,4,5,4,5,Not much,5eb35def-d9df-e629-3cf9-312de547c141,28,1,5,7,1,4,4,4,94536
1,2,1,3,1,3,1,1,2,2,1,3,1,3,1,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,1,2,53,5,3,7,7,7,1,No comments,5eb35d5e-a0f4-077e-b483-51b3723a206e,53,2,6,1,1,2,1,1,18505
1,5,1,3,1,2,1,3,4,4,1,2,1,2,1,3,1,2,1,5,9,9,9,9,9,9,9,9,9,1,9,6,9,8,9,9,6,1,9,1,7,1,1,1,6,2,2,46,"4,5",7,7,7,7,4,Stay healthy and remember your social distancing ,5eb35b8d-f078-24e1-5df5-9c9c3fd05fdf,46,2,21,1,14,6,10,3,32963
1,4,1,5,1,2,1,2,1,4,1,5,1,4,1,5,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,6,4,6,4,1,38,1,7,7,7,7,3,,5eb35dd1-7f6f-16ed-fe0d-d97450441894,38,1,7,15,1,6,7,3,20036
1,1,5,5,5,2,5,1,5,5,5,2,5,1,5,5,5,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,7,7,7,7,7,1,1,30,4,7,7,7,7,7,,5eb35ea5-bea8-4d57-05d2-84155b285b9b,30,1,22,15,2,8,10,3,30904
1,5,4,3,1,2,1,2,1,3,1,5,1,3,1,3,1,2,5,8,,7,,,,7,,6,,,2,5,,,3,9,6,7,,4,1,4,4,4,5,1,2,22,3,6,7,7,7,5,No,5eb35d36-391e-7312-2496-f186312d2143,22,2,-3105,2,1,4,1,4,90807
1,1,2,4,2,5,2,1,1,3,2,2,1,5,2,1,4,3,5,2,6,2,8,9,2,6,4,2,9,5,2,8,2,2,9,2,6,2,2,1,4,4,4,4,4,1,2,54,5,4,4,4,4,7,Can I take off my mask now please,5eb35d92-e66d-a34c-c004-e4dfea85d322,54,2,17,1,1,2,2,1,16508
1,4,1,3,2,3,1,4,1,3,1,3,1,3,1,3,1,3,1,4,5,5,6,6,6,5,5,5,5,6,6,6,6,4,6,5,6,5,3,3,4,6,6,6,5,1,2,21,5,4,5,7,7,4,,5eb35d6c-5c83-6e0e-525f-55668849783a,21,2,9,1,1,5,2,4,98272
