StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,DistributionChannel,UserLanguage,Private-one,Private-rule,Government-one,Government-rule,reasons,gender,gender_3_TEXT,age,religion,education,income,ses,political,prolific,fair,age,gender,educationScore,femalesAs1MaleAs0,income,incomeScore,householdIncomeEstimate,participant_id,assignment_id,computer_country,actor,generality
29/09/2018 00:04,29/09/2018 00:10,0,100,394,1,29/09/2018 00:10,R_31z9NiPuQc9VSLk,,anonymous,EN-GB,,,7,,It's regrettable that only 2 can be saved but with the prospect of person a saving many lives in the future due to his profession it would be more worthwhile to save him due to the good he will provide to society ,1,,47,3,3,8,3,4,59c8d84e916c4d00010944f2,1,,,,,,,,,,,government,one-off
29/09/2018 00:08,29/09/2018 00:11,0,100,137,1,29/09/2018 00:11,R_2UXvwpQdVD5pqmM,,anonymous,EN-GB,,2,,,Just because they are a doctor doesn’t mean their life is worth saving more- I’d be more inclined to help people with family. Your job isn’t your worth,2,,31,1,2,4,2,4,5b580887508b8c0001a6abb3,1,,,,,,,,,,,private,rule
29/09/2018 00:09,29/09/2018 00:12,0,100,135,1,29/09/2018 00:12,R_tYwTtcAPQ7Gk2fn,,anonymous,EN-GB,,,5,,It makes more sense to save the higher skilled person,2,,33,1,4,3,1,4,5994a22bbf8bcf0001ab6982,1,,,,,,,,,,,government,one-off
29/09/2018 00:09,29/09/2018 00:12,0,100,193,1,29/09/2018 00:12,R_3sbtVA1v6VAtPkS,,anonymous,EN-GB,,,,5,"My instinct is that it's only fair and logical to prioritise the doctor, but perhaps this black and white description hides more. Is the doctor a 'good' person. Would they necessarily help others on the island etc..?",2,,37,3,5,6,2,4,5b9e90661641f90001d857ff,1,,,,,,,,,,,government,rule
29/09/2018 00:09,29/09/2018 00:12,0,100,207,1,29/09/2018 00:12,R_307yMbj1Rifp7hU,,anonymous,EN-GB,4,,,,That would be playing god. I couldn't live with myself knowing I had made the decision that one person's life was worth more than another's,2,,50,4,5,5,3,4,5b956b0fdd5484000158b92b,1,,,,,,,,,,,private,one-off
29/09/2018 00:08,29/09/2018 00:12,0,100,250,1,29/09/2018 00:12,R_31XJDanZuQ1SSie,,anonymous,EN-GB,,,5,,"I do not believe the work you do reflects upon your right to life, but understand from a utilitarian standpoint it is important to have a doctor to provide care during a natural disaster and evacuation. Thus I somewhat agreed to prioritise Person A's life. ",1,,29,1,5,7,2,2,5a95a7ac6475f900019fc16b,1,,,,,,,,,,,government,one-off
29/09/2018 00:09,29/09/2018 00:12,0,100,179,1,29/09/2018 00:12,R_1eFf7N2pEKmZp2i,,anonymous,EN-GB,4,,,,To me this is playing god. People should be treated equally no matter what their profession. ,2,,35,5,5,6,1,4,5b73a71e62af7600016b6d98,1,,,,,,,,,,,private,one-off
29/09/2018 00:11,29/09/2018 00:14,0,100,199,1,29/09/2018 00:14,R_1IMhKa8Jk1557hL,,anonymous,EN-GB,,3,,,I think everyone should have an equal chance to get requested but I understand the logic behind it,2,,20,1,3,2,2,3,5b0742e36f73510001fdbb8b,1,,,,,,,,,,,private,rule
29/09/2018 00:14,29/09/2018 00:17,0,100,146,1,29/09/2018 00:17,R_3nMDz3ZgKX6tZKM,,anonymous,EN-GB,,,5,,I feel like more could be done to rescue both but if it really came down to picking one then choosing the one who knows how to save others seems reasonable,2,,19,1,3,1,2,1,5ba79043b3b5400001cddb9e,1,,,,,,,,,,,government,one-off
29/09/2018 00:13,29/09/2018 00:17,0,100,259,1,29/09/2018 00:17,R_1eQwwPwKVUVtg5D,,anonymous,EN-GB,,5,,,Equality ,2,,22,1,4,6,1,4,5a665a48c0d836000107e80a,1,,,,,,,,,,,private,rule
29/09/2018 00:15,29/09/2018 00:18,0,100,140,1,29/09/2018 00:18,R_1juJkHiFiWQWSrR,,anonymous,EN-GB,,,,2,We cannot determine someone's value by their profession ,2,,33,5,4,4,2,5,5693dac38d93fe000dfa5633,1,,,,,,,,,,,government,rule
29/09/2018 00:16,29/09/2018 00:18,0,100,93,1,29/09/2018 00:18,R_poUcCu9AqfGuiAh,,anonymous,EN-GB,,,,6,"Saving the doctor is for the greater good of mankind, although it's sad.",1,,22,5,4,11,3,4,5b5c5c7f1bf4e6000147b5c3,1,,,,,,,,,,,government,rule
29/09/2018 00:12,29/09/2018 00:18,0,100,323,1,29/09/2018 00:18,R_3NxDjq3Jt9IZ5kF,,anonymous,EN-GB,,,,3,"A government's place is not to place higher value on one individual over another, since both individuals likely contribute to the government via taxes etc. As a government elected to protect the interests of all citizens, they have a duty to reach out to external entities for help, to ensure that all citizens can be rescued.",1,,33,1,3,5,1,3,5b4b648657e0200001fd601d,1,,,,,,,,,,,government,rule
29/09/2018 00:18,29/09/2018 00:20,0,100,109,1,29/09/2018 00:20,R_2E5VO3R6ifapHxh,,anonymous,EN-GB,6,,,,"Could help people, well educated",2,,33,1,3,2,1,4,5b79d96dd1a0c4000164786e,1,,,,,,,,,,,private,one-off
29/09/2018 00:19,29/09/2018 00:21,0,100,106,1,29/09/2018 00:21,R_3soG7pfbtgSOcTo,,anonymous,EN-GB,,6,,,This person could potentially save more lives in the future,1,,22,1,4,4,3,4,5b5ce5bedb56360001f4949c,1,,,,,,,,,,,private,rule
29/09/2018 00:19,29/09/2018 00:22,0,100,173,1,29/09/2018 00:22,R_1ln35JU5oaTK71c,,anonymous,EN-GB,,,6,,Often we have to take difficult decisions. It is more likely that saving Person A would end up being for the greater good.,1,,62,2,3,4,1,3,562cee16733ea00011163376,1,,,,,,,,,,,government,one-off
29/09/2018 00:22,29/09/2018 00:24,0,100,87,1,29/09/2018 00:24,R_1JRv70M9ujobYwu,,anonymous,EN-GB,,,5,,"The doctor has a very unique ability, and could possibly save more people in the long term. ",1,,21,3,3,1,1,2,55c787c8fdf99b479e522455,1,,,,,,,,,,,government,one-off
29/09/2018 00:22,29/09/2018 00:24,0,100,91,1,29/09/2018 00:24,R_1LkhkJuMnn784l5,,anonymous,EN-GB,,,,7,Resources must be allocated in a way that can provided the greatest good.,1,,33,1,4,6,1,5,5ae5e66d3ab2fb0001ef2f3c,1,,,,,,,,,,,government,rule
29/09/2018 00:22,29/09/2018 00:24,0,100,104,1,29/09/2018 00:24,R_shS73aRoJu58avD,,anonymous,EN-GB,,5,,,"It would depend on the person, profession, age, health",2,,19,1,3,2,2,3,5b63853b0fbb4700019e11ae,1,,,,,,,,,,,private,rule
29/09/2018 00:19,29/09/2018 00:25,0,100,346,1,29/09/2018 00:25,R_27ajuXSw6MTdri4,,anonymous,EN-GB,,4,,,The doctor maybe useful because of his career keeping in mind the likelihood of someone in need heart surgery in a given group is usually fairly small. The other person with the family could raise children that are of use too when they grow up and mature. It's a tough decision either way. ,1,,30,1,3,5,1,3,5650f436eb427f0013267da2,1,,,,,,,,,,,private,rule
29/09/2018 00:16,29/09/2018 00:25,0,100,542,1,29/09/2018 00:25,R_C2eRIrGY2lTBYyd,,anonymous,EN-GB,1,,,,A person regardless of their individual circumstance has no priority over another person. They are equal in the sense that they are human beings and both deserve to live ,2,,52,5,3,5,1,4,5ba93b60ebbfe200013b7404,2,,,,,,,,,,,private,one-off
29/09/2018 00:23,29/09/2018 00:26,0,100,147,1,29/09/2018 00:26,R_1CrrGeK6svykkag,,anonymous,EN-GB,,,7,,"I assumed in this situation there are lots of people needing medical attention so the doctor would be able to help them. As much as i do not like having to make a choice, not making one would result in both dying, therefore it is sensible to save the person who has the skills to save others.",2,,41,5,2,4,3,2,59b4235e55e91b0001ed2ae9,1,,,,,,,,,,,government,one-off
29/09/2018 00:24,29/09/2018 00:26,0,100,93,1,29/09/2018 00:26,R_2eOkW3kKHMtvSoI,,anonymous,EN-GB,6,,,,"Person A is more socially useful (well, we've not been given any information to tell us otherwise)",2,,50,1,5,8,3,1,56622e9373ac8700058096d1,1,,,,,,,,,,,private,one-off
29/09/2018 00:24,29/09/2018 00:27,0,100,123,1,29/09/2018 00:27,R_2OVZTR2QiiK17Sk,,anonymous,EN-GB,,,6,,The doctor can bring more to the comminity but i couldnt fully agree as i think we dont know why hes un employeed could be for a reason which is unfair to choose based purely on job,2,,21,1,3,4,2,4,559b0628fdf99b35f48863d1,1,,,,,,,,,,,government,one-off
29/09/2018 00:26,29/09/2018 00:27,0,100,90,1,29/09/2018 00:27,R_1GT6qPGete1i14u,,anonymous,EN-GB,,,6,,It sounds harsh but person a could help people ,2,,34,1,3,1,1,3,58d9364748a05500011713fd,1,,,,,,,,,,,government,one-off
29/09/2018 00:26,29/09/2018 00:28,0,100,155,1,29/09/2018 00:28,R_2dv8OzmrDCMRGIY,,anonymous,EN-GB,,5,,,"The doctor is more beneficial to the world, he may be able to cure people or discover new treatments which would save others. So by saving the doctor, due to his profession and skills, we would hopefully be saving many more people at the same time. ",2,,23,2,3,2,1,4,5ae64fa17edeb000014a8fbc,1,,,,,,,,,,,private,rule
29/09/2018 00:27,29/09/2018 00:28,0,100,80,1,29/09/2018 00:28,R_1M3UGUiY2t6XVGl,,anonymous,EN-GB,,5,,,It seems like the most logical choice due to the circumstances,1,,26,5,3,4,3,5,5b609b3476f99f0001813c86,1,,,,,,,,,,,private,rule
29/09/2018 00:27,29/09/2018 00:29,0,100,116,1,29/09/2018 00:29,R_UWNiE5urOXoxssh,,anonymous,EN-GB,5,,,,productive member of society. Not saying it's something i completely back but if we're tearing it down to 'what can each person offer' then it's a no brainer,1,,28,2,3,1,1,3,59d5e278115096000190de02,1,,,,,,,,,,,private,one-off
29/09/2018 00:27,29/09/2018 00:29,0,100,141,1,29/09/2018 00:29,R_1l490hMYney51Si,,anonymous,EN-GB,,,,7,I do not believe in the principal of inherent equality. Some individuals are of more value than others and thus should be prioritised in and either/or situation.,1,,30,1,4,4,3,6,57a0d81d81f331000139d989,1,,,,,,,,,,,government,rule
29/09/2018 00:28,29/09/2018 00:30,0,100,133,1,29/09/2018 00:30,R_3GjhvUmQptP6HVW,,anonymous,EN-GB,,,4,,There is merit to saving person A over person B but that is not a choice I could make.,1,,39,1,3,3,1,4,5873b2d22bd3c90001859b76,1,,,,,,,,,,,government,one-off
29/09/2018 00:29,29/09/2018 00:31,0,100,75,1,29/09/2018 00:31,R_1rHpimkFukTwjkL,,anonymous,EN-GB,7,,,,"If its one of the other, might as well save the person who has the ability to save more",2,,27,1,5,3,2,1,5aea84133ba4810001da92be,1,,,,,,,,,,,private,one-off
29/09/2018 00:29,29/09/2018 00:32,0,100,136,1,29/09/2018 00:32,R_Zw4HFt8ENd7mcfL,,anonymous,EN-GB,,5,,,It depends on the individual and what family they have ,2,,29,1,3,4,1,4,5ab255b7a3ba7a0001b3d784,1,,,,,,,,,,,private,rule
29/09/2018 00:28,29/09/2018 00:32,0,100,230,1,29/09/2018 00:32,R_2brqXlYZHbFXceR,,anonymous,EN-GB,,,,1,"I don't support valuing people in this way. Everyone has value, it is not just about how other people can benefit from them. The government should buy enough boats to rescue however many people are likely to be at risk.",2,,45,1,3,4,1,2,5ab2de3361533800011c60eb,1,,,,,,,,,,,government,rule
29/09/2018 00:31,29/09/2018 00:33,0,100,135,1,29/09/2018 00:33,R_2R48deG0kmONWY3,,anonymous,EN-GB,6,,,,The reasons given are valid but I feel bad because people are equal,1,,35,1,2,3,1,4,5b9830ea9eed3a0001c8ad17,1,,,,,,,,,,,private,one-off
29/09/2018 00:30,29/09/2018 00:34,0,100,205,1,29/09/2018 00:34,R_Qb8ZjbVOuDGhypj,,anonymous,EN-GB,,,6,,"Ideally wouldn't need to choose between the two, but if I did, it sounds like person A would contribute more to society than person B if saved.",2,,35,2,5,5,3,4,5a9ad69adbdb470001eee577,1,,,,,,,,,,,government,one-off
29/09/2018 00:31,29/09/2018 00:34,0,100,209,1,29/09/2018 00:34,R_3LgVnYBCNnzXrVE,,anonymous,EN-GB,,,,5,"The doctor has considerable investment in resources to train him and people will benefit from his skills however the choice to save the doctor is not, in my opinion, an absolute one",1,,62,2,3,4,2,2,5b03119a22ffb50001cbcb89,1,,,,,,,,,,,government,rule
29/09/2018 00:32,29/09/2018 00:34,0,100,143,1,29/09/2018 00:34,R_wLEwzTl6BL5V9Xb,,anonymous,EN-GB,,,5,,they have a skill which could save many lives. the other doesn't,1,,60,1,3,5,2,4,5ad4dfa25451e9000143fec1,1,,,,,,,,,,,government,one-off
29/09/2018 00:32,29/09/2018 00:35,0,100,173,1,29/09/2018 00:35,R_1nVk6NEXQ8lsPwh,,anonymous,EN-GB,,2,,,No ones live is more important than anothers,2,,35,4,4,6,2,3,5b6c08cba1fda800015fdb57,1,,,,,,,,,,,private,rule
29/09/2018 00:32,29/09/2018 00:35,0,100,179,1,29/09/2018 00:35,R_2c70FsrVzDEE0CJ,,anonymous,EN-GB,,,4,,"Just because person A is a doctor, it's very hard to choose one over the other as both have family and friends and all life is equally important. Worth shouldn't be measured by what job the person has.",2,,22,2,1,1,2,5,5ac936c1e1099600016ab1bd,1,,,,,,,,,,,government,one-off
29/09/2018 00:31,29/09/2018 00:35,0,100,255,1,29/09/2018 00:35,R_2rjTLKfDS8hYo99,,anonymous,EN-GB,,2,,,Everyone deserves to live and maybe it's silly but I think that everyone should have an equal chance.,2,,68,1,4,3,1,3,5baadf09168e5e0001e52457,1,,,,,,,,,,,private,rule
29/09/2018 00:34,29/09/2018 00:37,0,100,182,1,29/09/2018 00:37,R_42F1Y6U56uM84yl,,anonymous,EN-GB,,3,,,"We are all human, and the unemployed person could eventually go on to greater things in life",2,,40,2,2,4,1,4,5b2192216f3b6a000174b585,1,,,,,,,,,,,private,rule
29/09/2018 00:36,29/09/2018 00:38,0,100,131,1,29/09/2018 00:38,R_3iUPKOO2sC9y0cM,,anonymous,EN-GB,7,,,,The greatest could can be done by saving one who can save others,2,,52,1,5,4,3,1,5a6ccf4c9d65ec00017e940a,1,,,,,,,,,,,private,one-off
29/09/2018 00:35,29/09/2018 00:39,0,100,247,1,29/09/2018 00:39,R_3MDs0J0dgdhkxLd,,anonymous,EN-GB,,,7,,"In the unusual circumstances of HAVING to make a choice, ie no possibility of saving both, some criteria have to be used, in the same way the NHS rations organs for transplant, and a productive member of society is more likely to get a liver transplant than a drunkard. In this case, the only criterion available to distinguish between the 2 is the perceived benefit to society.",2,,68,1,4,3,3,5,57c02e6b6feb330001ff4b95,1,,,,,,,,,,,government,one-off
29/09/2018 00:37,29/09/2018 00:40,0,100,169,1,29/09/2018 00:40,R_3hok1tX6uCaXq7t,,anonymous,EN-GB,,,,5,The doctor poses more of a benefit to the unemployed person. If the doctor is saved then he can save people’s lives that will have been negatively impacted by the Volcano,2,,22,3,3,3,1,4,5ba5229ba4e9280001e6cf9c,1,,,,,,,,,,,government,rule
29/09/2018 00:36,29/09/2018 00:40,0,100,199,1,29/09/2018 00:40,R_3M0A40NMMp6bReH,,anonymous,EN-GB,1,,,,I could not base such a decision on a persons employment status.,1,,45,1,4,5,2,5,5a68a20063394a000155c574,2,,,,,,,,,,,private,one-off
29/09/2018 00:38,29/09/2018 00:40,0,100,168,1,29/09/2018 00:40,R_245GA0XwkKlEZpH,,anonymous,EN-GB,4,,,,I am not God. How can I choose and decide who should live and who shouldn't. I'd rather just leave both of them,2,,22,6,5,4,1,3,5a63ef1d35f26b0001492792,2,,,,,,,,,,,private,one-off
29/09/2018 00:35,29/09/2018 00:41,0,100,332,1,29/09/2018 00:41,R_Z2CYAzrDHPatoml,,anonymous,EN-GB,,,,3,Rationally it might make sense. But I feel uncomfortable about tying someone's worth to their occupation and status. We're all human beings. The surgeon might have had a better education/come from a richer family - his life isn't necessarily worth more than the unemployed man.,2,,31,1,4,2,3,3,59dd90f6e75b450001a68dac,1,,,,,,,,,,,government,rule
29/09/2018 00:36,29/09/2018 00:41,0,100,296,1,29/09/2018 00:41,R_VU6rbbIubHyTyW5,,anonymous,EN-GB,,,,7,"This is not an ideal situation, but just as women and children are prioritised so should priority be given here. I do not like this decision, but one person who can save many more lives should he be rescued makes economical sense :-(",2,,29,1,4,11,6,4,5b0881a82e75960001b8b505@email.prolific.ac,2,,,,,,,,,,,government,rule
29/09/2018 00:39,29/09/2018 00:41,0,100,120,1,29/09/2018 00:41,R_pizyhQ8jjn0gFsl,,anonymous,EN-GB,,6,,,More valuable to society,2,,23,1,4,11,2,5,5a5e2307f6c5170001952f95,1,,,,,,,,,,,private,rule
29/09/2018 00:39,29/09/2018 00:42,0,100,165,1,29/09/2018 00:42,R_3Ooaql7Xu7HE03P,,anonymous,EN-GB,,,5,,"Unfortunately that is the way life works, some people are prioritised over others and a doctor will always be prioritised over the unemployed working class",1,,51,1,2,2,1,1,5a4c334121bfa00001081a4e,1,,,,,,,,,,,government,one-off
29/09/2018 00:40,29/09/2018 00:42,0,100,172,1,29/09/2018 00:42,R_xfPiQkZtM71VCRb,,anonymous,EN-GB,,,2,,I appreciate the benefit to others that saving Person A could bring but also the grief to the loved ones of person B. Their lives are equal in value.,1,,49,1,3,11,1,3,5a6936e335f26b00014995dc,1,,,,,,,,,,,government,one-off
29/09/2018 00:41,29/09/2018 00:43,0,100,104,1,29/09/2018 00:43,R_2t4HRDHpajcvkC5,,anonymous,EN-GB,,,,3,Everyone is equal and should have the same rights,2,,46,2,2,2,1,4,5b97a746aa172900019310b0,1,,,,,,,,,,,government,rule
29/09/2018 00:41,29/09/2018 00:43,0,100,124,1,29/09/2018 00:43,R_3hlPjh27nScs6v7,,anonymous,EN-GB,,5,,,The people saved first may also be able to assist in the needs created by the emergency situation ,2,,29,1,3,4,1,4,595e4814036feb000199bb25,1,,,,,,,,,,,private,rule
29/09/2018 00:41,29/09/2018 00:44,0,100,203,1,29/09/2018 00:44,R_1mmcpBtMrxw0e2o,,anonymous,EN-GB,5,,,,"Not an easy choice, but it seems like a good idea to save someone who is known to be able to save others. In practice, that might not be the only consideration, and I'd definitely be praying about it!",1,,46,6,4,4,2,2,57a6891d8eccbc0001f39f89,1,,,,,,,,,,,private,one-off
29/09/2018 00:42,29/09/2018 00:45,0,100,199,1,29/09/2018 00:45,R_1Nnpiq77mKTXsEy,,anonymous,EN-GB,,,6,,Because person A in this situation where only one can survive i would choose the one that has more to contribute to society,1,,33,1,5,4,2,3,59931157f9db7d00018955b8,1,,,,,,,,,,,government,one-off
29/09/2018 00:44,29/09/2018 00:46,0,100,119,1,29/09/2018 00:46,R_T766tYy9cPx0vzX,,anonymous,EN-GB,,,,3,the value of a human being cannot be judged solely on their usefulness to others,2,,51,5,4,7,3,2,599d82ebbd442800019b9195,1,,,,,,,,,,,government,rule
29/09/2018 00:44,29/09/2018 00:47,0,100,175,1,29/09/2018 00:47,R_3IYs5y4u7jBjfQS,,anonymous,EN-GB,5,,,,"Although all lives are equal, saving person a could result in more lives being saved later on as he is a doctor.",2,,25,1,3,4,1,4,5b72f7003661d1000129d46f,1,,,,,,,,,,,private,one-off
29/09/2018 00:43,29/09/2018 00:47,0,100,215,1,29/09/2018 00:47,R_1DO6fDIUdHw9BMJ,,anonymous,EN-GB,,5,,,"I can see the logic, but it is a difficult decision to compare the values of peoples' lives.",1,,24,2,4,1,1,3,59245aee16210d00014bf629,1,,,,,,,,,,,private,rule
29/09/2018 00:41,29/09/2018 00:47,0,100,363,1,29/09/2018 00:47,R_1DoQgiAyomjTQUa,,anonymous,EN-GB,,6,,,It is logical and makes send however it doesn't take into account what sort of person they are. The doctor could be Incredibly rude and horrible to you when you go to him however the other guy may be the complete opposite. ,2,,29,2,4,4,1,5,5b9424e22097a700014dc5c0,1,,,,,,,,,,,private,rule
29/09/2018 00:44,29/09/2018 00:47,0,100,217,1,29/09/2018 00:47,R_24o8Md6Ikesy80a,,anonymous,EN-GB,,,6,,"This person has the ability to help others, which the other person does not. It is logical to rescue the person who will give the most benefit to others.",2,,59,6,3,1,2,3,58c6acc530c4cf0001ce98ca,1,,,,,,,,,,,government,one-off
29/09/2018 00:44,29/09/2018 00:48,0,100,212,1,29/09/2018 00:48,R_3oRYmg7C7I9Kv4B,,anonymous,EN-GB,,,,6,"Usually saving lives takes precedence and is a priority in cases of emergency. If that skill can be transferred, this should be highly considered ",2,,24,4,4,8,2,2,5ad5efefe2338200017798d4,1,,,,,,,,,,,government,rule
29/09/2018 00:45,29/09/2018 00:48,0,100,189,1,29/09/2018 00:48,R_1f8YZSBeSs4MkmW,,anonymous,EN-GB,7,,,,The fact that he is a leading doctor who can help a lot of people.,2,,65,7,4,3,1,5,58ee2d957b2e410001c2e807,2,,,,,,,,,,,private,one-off
29/09/2018 00:46,29/09/2018 00:48,0,100,124,1,29/09/2018 00:48,R_2tlIF3hh080lGtw,,anonymous,EN-GB,5,,,,In the long term person A has a better chance of spreading good things.,2,,21,2,5,2,1,2,5b0f53729663ee000145cb53,1,,,,,,,,,,,private,one-off
29/09/2018 00:47,29/09/2018 00:49,0,100,107,1,29/09/2018 00:49,R_2ALK3kAPKmubPAg,,anonymous,EN-GB,,,,5,Because they would be more useful to society than the unemployed person aka they have more value.,2,,20,2,3,2,3,2,5953f8a5f61b8e00016afbfa,1,,,,,,,,,,,government,rule
29/09/2018 00:45,29/09/2018 00:49,0,100,227,1,29/09/2018 00:49,R_PSXP4sdGnZV8ZkB,,anonymous,EN-GB,,,,1,What right have the government got to pick one persons life over another’s. Just because the person is a doctor does not mean they are a better person than the unemployed person. ,2,,34,6,2,6,1,4,5b9d7801856d4f0001a213df,1,,,,,,,,,,,government,rule
29/09/2018 00:47,29/09/2018 00:49,0,100,141,1,29/09/2018 00:49,R_11XWwf9K66PUk1P,,anonymous,EN-GB,,,3,,I don’t thinj just because of the people’s employment people shouldn’t decide who dies and who survives,2,,27,3,3,1,1,2,5b8eb96c895a2e0001385499,1,,,,,,,,,,,government,one-off
29/09/2018 00:46,29/09/2018 00:49,0,100,164,1,29/09/2018 00:49,R_1jPcVEYIY4qy9No,,anonymous,EN-GB,,4,,,Everyone is equal,1,,66,2,4,4,2,3,599614af004c4f0001cc8642,1,,,,,,,,,,,private,rule
29/09/2018 00:47,29/09/2018 00:49,0,100,145,1,29/09/2018 00:49,R_SYOp73j1C1Cbs4h,,anonymous,EN-GB,7,,,,unfortunately the person with the most skills has to be saved as he can do the most good ,2,,52,2,3,3,1,4,5aaeb7ff811b2000016f7f00,1,,,,,,,,,,,private,one-off
29/09/2018 00:47,29/09/2018 00:50,0,100,130,1,29/09/2018 00:50,R_eeTG10LVbst9dAJ,,anonymous,EN-GB,5,,,,The doctor saves people so by saving the doctor it will save more people effectively. ,1,,24,2,3,5,1,4,5bade3c8254aa9000189948f,1,,,,,,,,,,,private,one-off
29/09/2018 00:48,29/09/2018 00:50,0,100,98,1,29/09/2018 00:50,R_3Pc6fQiFhqZ8fHO,,anonymous,EN-GB,7,,,,This person is more likely to contribute to positive outcomes in the lives of others,2,,29,5,5,3,4,2,5b6758fecabd460001c1a49b,1,,,,,,,,,,,private,one-off
29/09/2018 00:49,29/09/2018 00:51,0,100,102,1,29/09/2018 00:51,R_2CxeL0QEqQUfl48,,anonymous,EN-GB,,,3,,It's just not fair on the other guy whos less experienced,1,,19,1,3,1,1,6,57b76ef5017c2d000166f019,1,,,,,,,,,,,government,one-off
29/09/2018 00:50,29/09/2018 00:51,0,100,84,1,29/09/2018 00:51,R_2Qieow5PwGRA5ip,,anonymous,EN-GB,,,4,,I don’t think I could ever choose ,2,,33,1,3,11,6,4,5b0fe50f444cef0001caa108,1,,,,,,,,,,,government,one-off
29/09/2018 00:49,29/09/2018 00:52,0,100,135,1,29/09/2018 00:52,R_1doca7v24hv1EWp,,anonymous,EN-GB,,,,1,You cannot choose one persons life over another.  We are all equal ,2,,41,1,2,4,1,4,592c6c1342957b00019db951,1,,,,,,,,,,,government,rule
29/09/2018 00:49,29/09/2018 00:52,0,100,183,1,29/09/2018 00:52,R_1nO9slhhPQbYJLG,,anonymous,EN-GB,,6,,,"It is a very hard decision and ideally I would like to be able to save both, but if saving both is impossible, then it must be the renowned heart surgeon, who would go on to save many more lives in future",2,,34,5,3,1,1,3,5599dbe6fdf99b4a3c5bc628,1,,,,,,,,,,,private,rule
29/09/2018 00:49,29/09/2018 00:53,0,100,233,1,29/09/2018 00:53,R_31NoRbD08KmvuLZ,,anonymous,EN-GB,,,,6,"Unfortunately, it's logical as the doctor can save many more lives.",2,,30,1,5,11,1,1,58ed48b66eec530001c28764,2,,,,,,,,,,,government,rule
29/09/2018 00:50,29/09/2018 00:53,0,100,185,1,29/09/2018 00:53,R_2f1I6KwhZYw3LCa,,anonymous,EN-GB,,,7,,"by the power of logic it is more beneficial to save person A as they will contribute more to society, particularly given that a volcano has erupted on the island.. ",1,,25,1,3,2,3,3,5ba10f16cc5dd00001671de9,2,,,,,,,,,,,government,one-off
29/09/2018 00:49,29/09/2018 00:54,0,100,302,1,29/09/2018 00:54,R_55RugxECz3f5CQ9,,anonymous,EN-GB,5,,,,"I don’t believe (it’s unethical) to put one person’s life above another’s based on their profession or skills, but given those circumstances it might seem a logical way to decide",2,,37,2,5,2,2,4,5a160f8bab721b0001ef8e20,2,,,,,,,,,,,private,one-off
29/09/2018 00:51,29/09/2018 00:54,0,100,209,1,29/09/2018 00:54,R_1CJisWwx6QglSVf,,anonymous,EN-GB,,3,,,I don’t think it would be possible to make such a choice. Starting to place values on human life is a slippery slope. ,2,,33,3,5,5,2,4,5a8e38405292b80001235420,1,,,,,,,,,,,private,rule
29/09/2018 00:51,29/09/2018 00:55,0,100,244,1,29/09/2018 00:55,R_3EzOFmnEpxkEpAE,,anonymous,EN-GB,,,6,,The survival of person A would benefit more people in the long term (the greater good). ,2,,35,2,4,7,2,2,5ba015fbe6716000122dc7b,1,,,,,,,,,,,government,one-off
29/09/2018 00:54,29/09/2018 00:55,0,100,89,1,29/09/2018 00:55,R_BDQzdKWFRYk5eAp,,anonymous,EN-GB,3,,,,just because he is a doctor does not mean he or she should be treated differently but i can see why they would want me to save him over the other ,1,,27,1,2,4,3,3,5b17d6a74c72120001f1b3cf,1,,,,,,,,,,,private,one-off
29/09/2018 00:50,29/09/2018 00:55,0,100,319,1,29/09/2018 00:55,R_3paqDGFQ2VaXvPI,,anonymous,EN-GB,,1,,,The worth of a person's life can not be judged in relation to their occupation or financial status,1,,48,5,4,6,1,3,5abd7f0fa3ba7a0001b45f9a,1,,,,,,,,,,,private,rule
29/09/2018 00:53,29/09/2018 00:55,0,100,123,1,29/09/2018 00:55,R_1gC8AJo2QDQjm2Y,,anonymous,EN-GB,,5,,,I agree that the doctor would be more beneficial in a medical sense but the unemployed person is no less of a human being than the doctor,2,,28,1,4,4,1,4,5b046ed7e49de10001004bda,1,,,,,,,,,,,private,rule
29/09/2018 00:53,29/09/2018 00:55,0,100,127,1,29/09/2018 00:56,R_vCWVdBE9gIQgQbD,,anonymous,EN-GB,,,4,,It should be equal. Both should be SAVED.,2,,36,5,3,2,2,2,581c4e8d9ec6d80001e20ad9,1,,,,,,,,,,,government,one-off
29/09/2018 00:52,29/09/2018 00:56,0,100,232,1,29/09/2018 00:56,R_3068PgbN1McU8IC,,anonymous,EN-GB,,,,6,"Straight choice, only one can be rescued, all things equal except one is a life saving highly skilled surgeon. No brainer.",2,,41,1,5,5,3,3,5abe6df4e734400001d9fb26,2,,,,,,,,,,,government,rule
29/09/2018 00:52,29/09/2018 00:56,0,100,226,1,29/09/2018 00:56,R_9sFWuwA8uGmyk6d,,anonymous,EN-GB,6,,,,By saving person A they are more likely to go on to save the lives of many others over person B,2,,28,2,3,5,1,1,5b81232a1f3dc20001fcb13f,1,,,,,,,,,,,private,one-off
29/09/2018 00:54,29/09/2018 00:56,0,100,137,1,29/09/2018 00:56,R_3CTVjMyxcxhWF4f,,anonymous,EN-GB,6,,,,He/she will be more beneficial to future society to negate the risk involved in saving.,2,,55,2,2,5,1,4,59a761ca1363d90001676931,1,,,,,,,,,,,private,one-off
