StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q7,Q9,Q11,Q51,Q55,Q59,Q63,Q67,Q71,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q79,si1,si2.r,si3,si4,si5,si6,Q197_First Click,Q197_Last Click,Q197_Page Submit,Q197_Click Count,comp1.1.0,comp2.1.0,comp3.1.0,comp4.1.0,comp5.1.0,coop.1.0_1,comp1.2.0,comp2.2.0,comp3.2.0,comp4.2.0,comp5.2.0,coop.2.0_1,comp1.0.0,comp2.0.0,comp3.0.0,comp4.0.0,comp5.0.0,coop.0.0_1,comp1.1.1,comp2.1.1,comp3.1.1,comp4.1.1,comp5.1.1,coop.1.1_1,comp1.2.1,comp2.2.1,comp3.2.1,comp4.2.1,comp5.2.1,coop.2.1_1,comp1.0.1,comp2.0.1,comp3.0.1,comp4.0.1,comp5.0.1,coop.0.1_1,Q198_First Click,Q198_Last Click,Q198_Page Submit,Q198_Click Count,help1,help2,help3,help4,help5,help6,help7,exp_1,rep1,rep2,rep3.r,rep4,GA1,PI1,GA2.r,GA3,PI2.r,PI3,GA4,PI4,GA5,PI5,GA6.r,PI6.r,GA7.r,PI7.r,GA8,perception.d,perception.c,threat1_1,threat2_1,who,sex,age,nationality,language,mturk,id,condition,group,knowledge
2020/5/13 11:47,2020/5/13 12:12,0,2.152.115.212,100,1523,1,2020/5/13 12:12,R_12LPwyDvUkKQrdv,,,,,41.38909912,2.161102295,anonymous,EN,1,1,1,1,2,2,1,1,1,2,0,0,4.112,0,"As a person in Group A I like to pay attetion to small details. I work as technical Support and have to pay to all small details to get job done. Also, my hobby is to produce electronic music where all small details and adjustments are matter.",4,3,4,5,4,4,4.593,45.047,105.096,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,100,,,,,6,4,3,6,6,5,6,150,4,5,4,5,5,6,6,7,3,2,5,4,3,5,6,5,4,5,2,4,4,5,5,3,1,30,Estonian,Russian,A15MYZAL04Y4OY,47643,1,0,1
2020/5/13 2:29,2020/5/13 2:43,0,81.153.115.229,100,872,1,2020/5/13 2:43,R_1GCDEHlzhKfuUxz,,,,,51.71670532,-3.850006104,anonymous,EN,1,1,1,1,2,1,2,2,2,2,0,0,4.118,0,"I would say that in my real life I very much like to look into every detail of everything I do, to the point that I worry too much and think too into things that should be simple",4,4,4,4,3,3,12.702,57.287,58.198,3,,,,,,,1,2,1,1,3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,7,6,7,6,100,3,3,4,3,7,4,2,7,3,3,6,6,4,4,3,2,2,4,7,4,6,5,5,,2,28,British,Welsh,A16I2YZ6BDX2DA,85792,1,2,0
2020/5/13 10:00,2020/5/13 10:13,0,24.9.82.6,100,824,1,2020/5/13 10:13,R_3nVDNAxwJYapmVH,,,,,40.53770447,-105.0546036,anonymous,EN,1,1,1,1,2,2,1,1,1,2,0,0,4.118,0,I like to analyze anyone new I meet's fashion from shoes all the way up to their face to get a full basic assumption of what they might be like.,5,2,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,151,,,,,,,,,,,,,,,,,5,5,3,5,5,2,5,150,5,4,2,4,7,3,6,6,6,2,3,5,6,3,5,3,5,5,4,2,7,5,5,,1,30,Latino,English,A16KUQHT7MR1VP,99136,0,1,1
2020/5/13 4:05,2020/5/13 4:13,0,71.233.63.193,100,479,1,2020/5/13 4:13,R_3XgVGE4ssugBsVr,,,,,42.43539429,-71.77519989,anonymous,EN,1,1,1,1,1,1,1,2,1,1,0,0,4.008,0,"I tend to be an observer and very quiet, I dont interact much or say much until I actually have something of value to say. All in all this group A assignment actually surprises me since I have a personality disorder based upon trauma from when I was a kid, and so in theory I would assume I allign more with group B who holds on to past experiences and judges that way.",3,4,5,2,6,2,,,,,,,,,,,1,2,1,1,3,290,,,,,,,,,,,,,,,,,,,,,,,,,0,0,70.383,0,6,6,4,7,6,6,6,202,4,3,5,3,7,4,3,7,1,3,2,6,5,6,3,1,6,1,6,2,7,6,4,,2,25,american,english,A16WR1YQNYGVK2,50616,2,2,0
2020/5/13 13:16,2020/5/13 13:40,0,99.197.217.208,100,1431,1,2020/5/13 13:40,R_3D2qiInO8ot0JZa,,,,,34.53179932,-83.97180176,anonymous,EN,1,1,1,1,1,2,1,1,1,1,0,0,4.035,0,When going for a walk I exam every detail of my surroundings.. down to a blade of grass or the smallest flower in a field or how the water runs after a rainstorm in mud.,1,6,6,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,300,,,,,1,4,1,1,1,3,1,100,2,3,4,2,5,2,1,7,6,3,1,2,1,2,1,3,3,6,7,2,7,6,6,3,2,45,american,english,A16ZKMAXWKXMV1,78183,0,0,1
2020/5/13 1:41,2020/5/13 1:53,0,108.18.222.68,100,743,1,2020/5/13 1:53,R_9zgI4RaRWwkEOM9,,,,,38.96369934,-77.60990143,anonymous,EN,1,1,1,1,1,2,2,1,2,2,0,0,4.108,0,When I am studying for exams I tend to search up information about the details of each mechanism I am learning so that I am well informed with contextual evidence.,5,2,5,4,4,2,0,0,47.961,0,,,,,,,1,2,1,1,3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,7,7,7,7,50,5,5,4,3,7,2,5,7,1,6,1,5,5,5,7,3,6,5,4,2,7,6,3,,2,19,American,English,A17QSYKW6YTIYX,13896,1,2,0
2020/5/13 4:40,2020/5/13 5:04,0,189.40.69.221,100,1454,1,2020/5/13 5:04,R_3CZQTISdld2zjwo,,,,,-25.50259399,-49.29159546,anonymous,EN,1,1,1,1,1,2,1,1,1,2,0,0,4.023,0,"In my work I deal with the operation of several complex industrial machines and so I make good use of my ""bottom-up"" profile to perform my duties",5,2,5,4,2,2,5.518,68.753,69.353,17,,,,,,,,,,,,,1,3,1,1,3,153,,,,,,,,,,,,,,,,,,,,,,,6,6,5,7,6,6,7,152,2,4,3,4,7,6,1,2,2,2,3,3,2,2,6,2,2,1,6,4,5,5,3,1,1,28,Brazilian,Portuguese,A18VSD3E8JO8Y0,77896,1,0,0
2020/5/13 1:21,2020/5/13 1:31,0,108.67.51.47,100,612,1,2020/5/13 1:31,R_XuZvIcwpSzyRkVX,,,,,33.87910461,-117.9821014,anonymous,EN,1,1,1,1,1,2,1,2,2,2,0,0,4.108,0,Analyzing clothing colors and styles of people around me.,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,200,,,,,,,,,,,,,,,,,6,6,6,7,6,6,6,300,5,5,2,4,5,3,5,6,5,3,5,4,2,4,3,5,5,6,4,3,6,4,5,,1,18,American,English,A19DP4Q2J4J9GU,53935,0,1,1
2020/5/13 12:07,2020/5/13 12:19,0,93.30.210.105,100,716,1,2020/5/13 12:19,R_1dAKQ0h7aDvf5be,,,,,48.813797,2.387298584,anonymous,EN,1,1,1,1,2,1,2,2,2,1,0,0,4.008,0,Happen all the time at my work as a sound engineer where I have to assemble pieces of audio that I must first analyse to finally put them all together to create something unique : what am I hearing / what do I want to hear ?,5,5,5,4,3,3,0,0,71.687,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,208,,,,,,,,,,,6,6,6,6,6,6,6,199,3,3,3,3,6,3,3,7,3,1,5,5,4,4,1,3,4,4,4,2,6,4,6,,1,38,French,French / English /Spanish,A19XHJLIYHBU54,97578,1,2,1
2020/5/13 8:32,2020/5/13 8:51,0,97.90.200.54,100,1109,1,2020/5/13 8:51,R_1Do5iKZeRIwqOQt,,,,,33.88999939,-117.3042984,anonymous,EN,1,1,1,1,1,2,1,2,1,2,0,0,4.016,0," Whenever we are exposed to unfamiliar stimuli, we use bottom-up processing to analyze the stimuli. Whenever you enter a kitchen, and someone asks, “Have a bite of this, what does it taste like to you? Eyou will then use bottom-up processing to determine what that food tastes like.",5,6,4,6,4,5,0,0,20.75,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,190,,,,,,,,,,,6,7,5,6,7,6,5,143,5,4,5,4,6,5,7,6,7,6,7,5,6,7,6,7,5,6,1,5,4,4,6,,1,28,AMERICAN,ENGLISH,A1A47K1SGD7GCP,34925,1,2,1
2020/5/13 1:10,2020/5/13 1:44,0,187.180.178.223,100,2060,1,2020/5/13 1:44,R_3FJLaBNlt4D10V7,,,,,-23.47659302,-47.44180298,anonymous,EN,1,1,1,1,2,2,2,2,2,1,0,0,4.108,0,I usually do a thorough analysis of the details of a situation before making any conclusions,5,2,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,300,,,,,,,,,,,,,0,0,224.46,0,7,6,5,7,6,6,7,150,4,4,3,3,6,5,3,6,2,2,5,2,2,2,3,3,5,5,2,1,7,4,6,,2,39,brazilian,portuguese,A1A64MP30CMX97,30185,2,1,1
2020/5/13 13:50,2020/5/13 13:58,0,198.228.81.114,100,519,1,2020/5/13 13:58,R_1mUFD8kiFWrmfrH,,,,,37.75100708,-97.8219986,anonymous,EN,1,1,1,1,1,1,1,1,1,1,0,0,4.12,0,yeah rotation for every day,5,4,2,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,155,3.633,3.633,4.414,1,4,4,6,4,7,5,4,160,4,3,4,3,4,4,5,5,4,5,4,5,4,5,5,5,4,5,6,4,5,4,6,2,1,32,us,english,A1A69K7I0GF59O,40945,2,0,1
2020/5/13 9:36,2020/5/13 9:50,0,85.210.47.115,100,842,1,2020/5/13 9:50,R_3GBcLHhnZypWlcy,,,,,51.13250732,0.263305664,anonymous,EN,1,1,1,1,2,1,2,2,2,2,0,0,4.023,0,"When working I tend to listen for retail demands for items like t-shirts and clothes and ask specific details from the customer like size, waist, etc",2,1,5,2,6,2,13.165,24.048,24.76,2,,,,,,,,,,,,,1,3,1,1,3,156,,,,,,,,,,,,,,,,,,,,,,,5,6,3,7,5,6,7,145,4,5,2,5,7,2,2,7,6,2,7,1,7,1,7,6,2,6,7,2,5,5,6,2,1,18,British,English,A1ABE79PHJV1T4,16195,1,0,0
2020/5/13 13:25,2020/5/13 13:31,0,84.67.41.41,100,328,1,2020/5/13 13:31,R_3m9O2Z62tXxGVGo,,,,,57.14529419,-2.094497681,anonymous,EN,1,1,1,1,2,1,2,2,2,1,0,0,4.108,0,I don't understand,4,2,4,3,4,3,0,0,6.673,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,100,,,,,6,5,6,7,4,5,7,98,1,1,5,1,7,4,7,7,1,1,1,2,7,1,1,4,1,4,1,3,5,6,5,3,1,19,British,English,A1AS8R5HSCCALV,30172,1,0,1
2020/5/13 1:01,2020/5/13 1:08,0,196.19.158.39,100,381,1,2020/5/13 1:08,R_0Ii2sjlLBeEOipH,,,,,39.10009766,-94.57820129,anonymous,EN,1,1,1,1,1,2,1,1,2,1,0,0,4.008,0,"I recently bought a new watch. But I noted it's design, material, company and came to final decision.",5,2,5,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,72,,,,,6,5,6,4,5,4,5,80,3,4,4,3,5,6,4,6,3,4,5,4,3,5,5,5,4,5,6,5,4,5,5,2,1,40,American,English,A1ASB21N1NCM6R,60030,0,0,1
2020/5/13 0:52,2020/5/13 1:05,0,174.57.155.221,100,757,1,2020/5/13 1:05,R_50fgPz7uYM2o3sZ,,,,,40.08810425,-74.11949921,anonymous,EN,1,1,1,1,1,2,2,2,2,2,0,0,4.011,0,"colors, shapes",5,2,5,5,5,5,,,,,1,1,1,1,3,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,5,300,4,5,5,5,7,6,5,7,2,4,7,7,7,4,2,2,2,4,6,4,4,7,7,,2,22,indian,english,A1BAGTLB1TUEUC,85627,0,1,0
2020/5/13 17:13,2020/5/13 17:26,0,198.72.165.168,100,738,1,2020/5/13 17:26,R_5jYCuNJuqg4xthD,,,,,34.60380554,-118.2294998,anonymous,EN,1,1,1,1,1,2,1,2,1,2,0,0,4.009,0,I always try to see the bigger picture,4,2,6,4,6,3,,,,,1,1,1,1,3,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,4,7,7,7,7,150,5,5,3,5,7,1,6,4,6,4,5,3,5,1,4,5,7,7,4,4,6,4,4,,2,32,American,English,A1BGTK6S3VVX34,57037,0,1,0
2020/5/13 16:10,2020/5/13 16:45,0,201.17.196.180,100,2136,1,2020/5/13 16:45,R_31zOQ0y11FPOg8K,,,,,-19.89750671,-43.9624939,anonymous,EN,1,1,1,1,1,2,2,2,2,1,0,0,4.007,0," When i see a film i like to pay attention to photography, direction, editing and performances. It influences me a lot whether I like the movie or not.",4,2,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,100,,,,,,,,,,,,,,,,,6,5,5,7,4,6,7,100,4,3,2,3,7,6,5,2,5,1,6,4,2,4,3,2,3,4,6,4,5,6,4,,1,31,Brazilian,Portuguese,A1BQ71W4QHT62P,83607,0,1,1
2020/5/13 6:37,2020/5/13 6:53,0,157.46.101.98,100,930,1,2020/5/13 6:53,R_3Glh2sebiYjCdYo,,,,,13.08599854,80.27508545,anonymous,EN,1,1,1,1,1,2,2,1,1,2,0,0,4.014,0,none,5,4,4,4,5,4,,,,,,,,,,,1,2,1,1,3,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,6,5,5,5,206,4,4,4,4,2,6,6,6,5,6,5,5,6,5,6,5,6,5,6,5,5,6,5,,1,32,indian,hindi,A1CRT7M4TVT3KG,86072,0,2,0
2020/5/13 17:22,2020/5/13 17:29,0,98.156.136.129,100,397,1,2020/5/13 17:29,R_0TyPXPAX2WnMLct,,,,,30.40319824,-97.75299835,anonymous,EN,1,1,1,1,2,2,1,1,1,2,0,0,4.008,0,i use my bottom-up processing then  i learn many thinks ,3,3,6,2,3,2,11.579,11.579,15.211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,159,,,,,2,4,5,3,7,1,1,210,4,1,1,3,2,3,5,3,5,1,2,5,5,6,1,5,1,7,3,7,5,5,3,3,2,27,American,English,A1CSG4PLKQ754W,89315,1,0,1
2020/5/13 11:51,2020/5/13 12:03,0,63.117.151.224,100,711,1,2020/5/13 12:03,R_eVsEHqYSS5x6LJf,,,,,40.76829529,-73.98020172,anonymous,EN,1,1,1,1,2,2,2,2,2,1,0,0,4.112,0,Work life,4,3,5,3,3,2,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,300,,,,,,,,,,,,,,,,,5,4,4,6,6,6,6,200,1,3,5,2,7,4,3,6,5,1,4,3,4,2,2,4,6,6,3,2,6,6,5,,1,45,United State,English,A1D0VH7ZS1C5H0,33480,0,1,1
2020/5/13 4:15,2020/5/13 4:27,0,24.11.36.176,100,692,1,2020/5/13 4:27,R_1PSDUwQzYaO41wT,,,,,40.77420044,-111.8721008,anonymous,EN,1,1,1,1,1,2,1,2,1,1,0,0,4.007,0,"I'm a musician so I often have to look at the details of music first before I form an opinion.  When I'm teaching, I often focus on the details in my student's playing to form an opinion of how they're doing.",4,2,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,50,,,,,,,,,,,6,6,2,6,6,6,6,50,4,3,2,3,4,6,6,7,2,5,4,5,2,4,6,2,4,3,2,2,7,6,4,,2,60,American,English,A1D7JHWOMS5A6A,52517,0,2,1
2020/5/13 2:16,2020/5/13 2:27,0,99.155.204.61,100,654,1,2020/5/13 2:27,R_3V4K9IIvgbjquad,,,,,32.769104,-96.6053009,anonymous,EN,1,1,1,1,2,1,2,2,2,2,0,0,4.109,0,"when meeting new people, i tend to learn about their habits, how they treat others, and their conversation before creating a judgement about them, as opposed to relying on first impressions",3,5,3,1,5,5,0,0,64.994,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,150,,,,,,,,,,,6,4,4,7,6,4,6,0,4,5,2,4,7,4,5,6,2,5,4,6,3,5,2,2,2,3,3,2,7,7,3,,2,20,american,english,A1DD08AOVOFZT4,38942,1,2,1
2020/5/13 16:06,2020/5/13 16:19,0,189.5.178.23,100,777,1,2020/5/13 16:19,R_1PUE0nyNyT8E4y3,,,,,-16.63969421,-49.25909424,anonymous,EN,1,1,1,1,1,2,2,2,2,1,0,0,4.009,0,"I usually look from the bottom up, because the bottom and the bottom of the art",5,2,4,4,3,2,18.709,18.709,33.573,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,200,,,,,5,4,5,7,5,4,5,150,4,4,3,3,5,6,4,5,4,4,5,5,6,4,2,2,4,4,4,2,7,3,5,1,1,21,Brasileiro,português,A1DRVN147Z2GF6 ,99809,1,0,1
2020/5/13 7:51,2020/5/13 8:00,0,24.167.43.205,100,586,1,2020/5/13 8:00,R_ZepdAS9YZmRSxMJ,,,,,26.28230286,-98.18250275,anonymous,EN,1,1,1,1,1,1,1,2,2,2,0,0,4.12,0,"When I am creating a paper, I generally start with an outline which details the main ideas that I want to include and then I begin writing the paper based off of that outline",3,3,2,1,1,1,,,,,1,1,1,1,3,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.03,46.03,47.013,1,6,3,2,7,5,1,1,300,5,3,3,4,7,6,1,6,1,6,7,5,5,2,2,2,1,4,6,1,7,3,1,,1,26,American,English,A1DS1S167I5DK4,22359,2,1,0
2020/5/13 16:19,2020/5/13 16:28,0,98.209.50.31,100,541,1,2020/5/13 16:28,R_72matmmbU78LypP,,,,,42.58360291,-83.49890137,anonymous,EN,1,1,1,1,1,1,2,1,2,2,0,0,4.008,0,When I take a new class in college I try to judge it based on it's own merits. I try to avoid comparing it to previous classes.,4,3,5,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,300,,,,,,,,,,,,,5.532,5.532,64.629,1,6,5,5,7,6,4,6,300,4,5,4,3,6,5,1,7,3,3,2,2,2,2,5,3,3,2,4,2,6,6,5,,1,21,American,English,A1DXNCRR42THM0,25332,2,1,1
2020/5/13 3:31,2020/5/13 3:48,0,173.2.243.244,100,1022,1,2020/5/13 3:48,R_1cSbgh5dJcigriE,,,,,40.8881073,-73.84140015,anonymous,EN,1,1,1,1,1,1,1,2,1,2,0,0,4.01,0,I use this process everyday at my job where I need to be detail oriented,5,2,5,3,4,3,,,,,,,,,,,1,2,1,1,3,100,,,,,,,,,,,,,,,,,,,,,,,,,0,0,201.867,0,6,6,3,6,4,6,7,100,4,3,4,3,6,4,4,6,4,4,4,3,4,3,5,4,4,5,5,2,5,6,6,,1,26,American,English,A1E42U411GTG0P,92738,2,2,0
2020/5/13 12:21,2020/5/13 12:39,0,67.180.61.78,100,1121,1,2020/5/13 12:40,R_2YLDdhvFRoxn8MW,,,,,37.77029419,-122.4407043,anonymous,EN,1,1,1,1,2,1,2,2,1,1,0,0,4.019,0,"When I encounter a new computer program, I break the strcture down and study the loops and commands that make up the flow. Then i can get a sense of what the purpose of the program is. ",4,3,4,3,3,3,,,,,,,,,,,1,2,1,1,3,200,,,,,,,,,,,,,,,,,,,,,,,,,3.736,94.282,131.592,6,6,7,4,6,6,6,7,150,4,5,5,5,7,5,3,6,4,3,6,4,5,2,1,3,2,4,5,2,4,7,7,,2,20,American ,English ,A1E4TECKNCJRLH,40291,2,2,0
2020/5/13 0:50,2020/5/13 1:09,0,107.190.198.63,100,1152,1,2020/5/13 1:09,R_OPzS54QlVe7KxwJ,,,,,34.62339783,-86.46299744,anonymous,EN,1,1,1,1,2,2,2,2,1,1,0,0,4.017,0,"When I go to make a decision, I tend to evaluate my options from immediate consequences first, and then slowly think about long-term consequences.",4,5,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,150,,,,,,,,,,,,,24.872,330.083,332.358,4,7,6,5,7,7,7,7,100,5,3,4,3,6,2,7,4,5,2,4,2,4,1,6,6,6,6,4,2,7,3,5,,2,19,USA,English,A1EH3F4ULYWQJD,16214,2,1,1
2020/5/13 1:47,2020/5/13 1:58,0,104.174.158.185,100,670,1,2020/5/13 1:58,R_1liTshFLa3QZ9ER,,,,,33.96130371,-118.4380035,anonymous,EN,1,1,1,1,2,2,2,2,2,1,0,0,5.473,0,I like to focus on the details of how my meal looks before judging the meal I made.,4,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,1,,,,,,,,,,,5,3,3,2,4,5,5,1,1,1,5,1,6,5,3,7,3,5,3,3,5,5,3,3,5,5,5,4,3,6,3,,1,30,American,English,A1EJH3TH3YXUHL,60987,0,2,1
2020/5/13 3:19,2020/5/13 3:29,0,67.4.64.45,100,630,1,2020/5/13 3:29,R_2SuJtJUdlwWCNUX,,,,,45.12800598,-93.45860291,anonymous,EN,1,1,1,1,1,2,1,1,2,1,0,0,4.012,0,"I use this method of processing whenever I try something new- if I am trying a new restaurant, I don't compare the meal that I'm eating to meals from other restaurants, rather I will look at the dish and pay attention to the textures and flavors to decide how much I like the dish.",4,3,4,4,5,4,0,0,71.056,0,,,,,,,1,2,1,1,3,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,5,6,6,150,2,2,5,4,6,5,2,2,1,6,5,7,1,4,3,2,1,1,2,2,7,5,6,,2,25,Caucasian,English,A1ENLHLS8YOFYJ,41535,1,2,0
2020/5/13 3:39,2020/5/13 3:55,0,189.6.35.248,100,944,1,2020/5/13 3:55,R_3e2YziShyCmntGD,,,,,-15.77920532,-47.93409729,anonymous,EN,1,1,1,1,1,1,2,1,1,1,0,0,4.01,0,reading articles ,5,4,4,4,5,3,0,0,65.227,0,1,1,1,1,3,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,7,6,6,6,85,4,4,3,4,5,6,6,6,2,5,3,5,3,5,3,2,3,2,5,3,7,6,4,,2,22,Brazilian,English ,A1F9WYE3VQFXS3,90994,1,1,0
2020/5/13 2:41,2020/5/13 3:07,0,173.245.203.70,100,1565,1,2020/5/13 3:07,R_yk0jSkciozNloxb,,,,,39.01800537,-77.53900146,anonymous,EN,1,1,1,1,1,2,1,1,1,2,0,0,4.116,0,Assessment of my patients. I think I use the bottom up approach,6,1,6,6,6,6,20.9,398.684,399.498,13,,,,,,,,,,,,,,,,,,,1,1,2,1,3,100,,,,,,,,,,,,,,,,,7,7,6,6,6,7,7,100,5,5,1,5,7,1,1,6,7,1,7,1,4,1,2,7,5,7,4,1,7,4,5,,2,23,USA,English,A1FJ9EGNO1DF60,90201,1,1,1
2020/5/13 12:40,2020/5/13 13:01,0,177.44.138.200,100,1302,1,2020/5/13 13:01,R_1CpYAgNVPAIfryE,,,,,-13.9078064,-42.52229309,anonymous,EN,1,1,1,1,1,2,1,1,2,2,0,0,4.007,0,"I'm a programmer, sometimes, when building a software, I will begin building and testing small parts and features before ""sewing"" everything together into the actual software.",5,2,6,6,4,1,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,150,,,,,,,,,,,,,0,0,105.516,0,6,6,5,7,6,7,7,150,4,4,1,4,5,6,2,6,2,6,2,6,6,6,6,2,5,2,2,4,7,7,7,,1,22,Brazilian,Portuguese,A1FKSSZILMRAE8,14033,2,1,1
2020/5/13 2:51,2020/5/13 2:59,0,72.139.41.130,100,428,1,2020/5/13 2:59,R_3foCwM9hDkL7Ms1,,,,,43.68589783,-79.3973999,anonymous,EN,1,1,1,1,1,2,1,1,1,2,0,0,4.009,0,Working on a large project,4,6,4,1,4,1,5.897,5.897,6.151,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,259,,,,,5,6,6,7,5,6,6,259,4,4,3,3,6,3,6,6,3,6,6,3,6,3,6,5,5,4,2,2,7,6,6,2,1,19,Canadian,English,A1G76BJ5QRM09C,44245,1,0,1
2020/5/13 9:03,2020/5/13 9:20,0,79.20.104.77,100,987,1,2020/5/13 9:20,R_3HH39KvKYqPp5br,,,,,45.58189392,9.268295288,anonymous,EN,1,1,1,1,2,1,2,2,2,2,0,0,4.013,0,when I have a problem I divide it into parts and analyze each part,5,2,5,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,150,,,,,,,0,0,100.9,0,7,6,6,7,6,7,6,150,5,3,1,3,7,4,1,7,5,2,6,2,7,6,6,2,2,1,7,3,4,7,7,,1,53,italian,italian,A1GYTGBEICIBHX,35121,2,2,1
2020/5/13 1:45,2020/5/13 2:11,0,177.27.244.88,100,1568,1,2020/5/13 2:11,R_d6aa42Dz4DMJuUN,,,,,-22.26350403,-49.13639832,anonymous,EN,1,1,1,1,1,2,2,2,2,1,0,0,4.113,0,"One exemple is when I study, I like to know everythhing about a subject and I think the details make all the difference.",5,2,5,4,5,4,142.53,151.648,153.404,3,,,,,,,1,2,1,1,3,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,7,6,5,5,150,2,3,4,3,6,5,2,5,3,4,5,3,4,5,2,2,3,3,7,2,7,4,5,,2,21,Brazil,Portuguese,A1HVLCQ1G97CQ7,65304,1,2,0
2020/5/13 2:19,2020/5/13 2:26,0,151.202.45.236,100,379,1,2020/5/13 2:26,R_8JvRwwTDdplbHd7,,,,,40.62950134,-74.09380341,anonymous,EN,1,1,1,1,2,1,1,2,2,2,0,0,4.114,0,I focus on the minute details as a pianist.,4,3,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,150,0,0,22.79,0,6,3,4,5,5,6,4,201,3,2,3,4,3,5,3,6,6,5,6,7,5,5,7,6,6,4,4,1,5,3,5,2,1,18,American,English,A1I6P2S7ALQ4J5,90248,2,0,1
2020/5/13 5:06,2020/5/13 5:20,0,73.22.1.229,100,852,1,2020/5/13 5:20,R_qJBHo76EIPU8qhb,,,,,41.8500061,-87.71649933,anonymous,EN,1,1,1,1,1,1,1,1,2,2,0,0,4.012,0,seeing an object on the street while driving. I may think it is road kill at first because of my bottom-up processing but then it is actually a bag.,3,3,5,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,300,0,0,33.006,0,7,6,5,6,6,6,6,300,4,4,2,3,7,6,6,6,2,4,6,5,6,5,2,2,2,5,6,3,7,4,4,3,2,21,USA,English,A1IFSRE30ZN75L,94616,2,0,1
2020/5/13 0:58,2020/5/13 1:07,0,73.71.201.175,100,516,1,2020/5/13 1:07,R_4T7pHFgPsDD5zkB,,,,,38.61590576,-122.8616028,anonymous,EN,1,1,1,1,2,1,1,1,1,2,0,0,4.011,0,"When I am cleaning my house, especially sweeping, I pay attention to every single detail.  If there is even one piece of small junk on the floor, I notice it and I get the dustpan out again and sweep it up.  I also love paying attention to the details at theme parks, such as Disneyland.",5,3,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,300,,,,,,,,,,,,,,,,,7,7,7,7,6,5,7,103,2,4,4,3,5,2,7,2,2,2,1,2,1,1,6,6,5,6,2,4,7,4,5,,2,26,Caucasian ,English ,A1IHBGEV3RUEQ1,44530,0,1,1
