StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Agree_doctor,Agree_fire,Agree_donor,neg_cons,unfair,moral_worth,Attention_check,Attention_check_DO,age,gender,educationScore,femalesAs1MaleAs0,income,incomeScore,householdIncomeEstimate,participant_id,assignment_id,computer_country,PROLIFIC_PID,generality,context,FL_16_DO,FL_31_DO
11/03/2019 07:53,11/03/2019 07:55,0,100,123,1,11/03/2019 07:55,R_1IayRb1yz2zX4mR,,,,,anonymous,EN-GB,2,2,2,7,7,7,4,3|2|1|4,45,male,2,,"$25,000 to $39,999",2,32500,d9a80ede,03e1732f,United States,,one-off,healthcare,FL_32,Firefighters|Doctors|Donor
11/03/2019 07:54,11/03/2019 07:56,0,100,96,1,11/03/2019 07:56,R_ULvl5rwRnV1uXhn,,,,,anonymous,EN-GB,1,1,5,4,5,7,4,1|2|3|4,27,male,4,,"$25,000 to $39,999",2,32500,ada96984,70a9bb2e,United States,,rule,volcano,FL_18,Doctors|Firefighters|Donor
11/03/2019 07:56,11/03/2019 07:58,0,100,105,1,11/03/2019 07:58,R_2AGrnbEYjXyyETU,,,,,anonymous,EN-GB,6,2,4,6,5,5,4,4|2|3|1,39,male,5,,"$85,000 to $114,999",5,100000,ff7cbb00,d2c54a6a,United States,,one-off,volcano,FL_17,Doctors|Donor|Firefighters
11/03/2019 07:56,11/03/2019 07:59,0,100,182,1,11/03/2019 07:59,R_1LO3somOsCZYOEI,,,,,anonymous,EN-GB,6,5,5,6,3,2,4,3|1|2|4,69,male,5,,"$40,000 to $59,999",3,50000,3ac77b06,81cbb907,United States,,rule,volcano,FL_18,Doctors|Donor|Firefighters
11/03/2019 07:58,11/03/2019 08:00,0,100,94,1,11/03/2019 08:00,R_vwtEM5FXrPbRFV7,,,,,anonymous,EN-GB,6,7,6,6,7,6,1,2|1|3|4,29,male,6,,"$60,000 to $84,999",4,72500,835861ed,ac35d9a5,United States,,one-off,healthcare,FL_32,Doctors|Donor|Firefighters
11/03/2019 07:57,11/03/2019 08:00,0,100,225,1,11/03/2019 08:00,R_73tEGe8PchS4T3H,,,,,anonymous,EN-GB,5,5,4,5,3,2,4,3|2|4|1,57,male,3,,"$60,000 to $84,999",4,72500,a1314e81,b74d387e,United States,,one-off,volcano,FL_17,Firefighters|Doctors|Donor
11/03/2019 07:56,11/03/2019 08:01,0,100,277,1,11/03/2019 08:01,R_2TXXvqhYlRpRsbx,,,,,anonymous,EN-GB,6,5,5,5,6,6,4,3|4|2|1,22,male,2,,"$10,000 to $24,999",1,17500,150326b2,85343dcf,United States,,one-off,healthcare,FL_32,Donor|Firefighters|Doctors
11/03/2019 07:58,11/03/2019 08:01,0,100,180,1,11/03/2019 08:01,R_2PdKxXqhP7PANkH,,,,,anonymous,EN-GB,2,2,2,7,6,4,4,1|3|2|4,54,male,5,,"$40,000 to $59,999",3,50000,f0af051b,3c17eb39,United States,,rule,healthcare,FL_33,Donor|Firefighters|Doctors
11/03/2019 07:59,11/03/2019 08:01,0,100,112,1,11/03/2019 08:01,R_3qpXEV8NvxWuZmD,,,,,anonymous,EN-GB,6,6,5,5,4,5,4,4|2|1|3,36,male,5,,"$115,000 to $149,999",6,132500,6a754a1a,bfacbfcd,United States,,one-off,volcano,FL_17,Firefighters|Doctors|Donor
11/03/2019 07:58,11/03/2019 08:01,0,100,165,1,11/03/2019 08:01,R_OGMDeSdK3hZYFtD,,,,,anonymous,EN-GB,4,4,3,6,7,7,4,2|3|1|4,43,male,5,,"$60,000 to $84,999",4,72500,511be53b,e871822f,United States,,one-off,healthcare,FL_32,Doctors|Firefighters|Donor
11/03/2019 07:59,11/03/2019 08:02,0,100,176,1,11/03/2019 08:02,R_2s0SNGrGFa92NEG,,,,,anonymous,EN-GB,5,5,5,7,5,5,4,1|3|2|4,23,male,2,,"$25,000 to $39,999",2,32500,81a88f12,284e6274,United States,,rule,volcano,FL_18,Firefighters|Doctors|Donor
11/03/2019 08:00,11/03/2019 08:03,0,100,131,1,11/03/2019 08:03,R_3FXzhghFQy49y6j,,,,,anonymous,EN-GB,5,4,5,4,4,7,4,2|4|3|1,34,male,5,,"$85,000 to $114,999",5,100000,1b69ec8c,b53f8c5f,United States,,rule,healthcare,FL_33,Donor|Doctors|Firefighters
11/03/2019 08:05,11/03/2019 08:09,0,100,241,1,11/03/2019 08:09,R_3FOnzDI2si9eEcp,,,,,anonymous,EN-GB,2,2,2,7,7,7,4,1|3|4|2,68,female,8,,"$10,000 to $24,999",1,17500,225b2b78,c0e171b6,United States,,rule,volcano,FL_18,Firefighters|Donor|Doctors
11/03/2019 08:08,11/03/2019 08:10,0,100,134,1,11/03/2019 08:10,R_2ZPRD5nV4jTOVnj,,,,,anonymous,EN-GB,6,4,7,5,3,6,4,3|4|1|2,40,male,2,,"$25,000 to $39,999",2,32500,81e0b502,1c0a346c,Mexico,,one-off,volcano,FL_17,Doctors|Donor|Firefighters
11/03/2019 08:08,11/03/2019 08:11,0,100,136,1,11/03/2019 08:11,R_RyLzLFZEco3OVEJ,,,,,anonymous,EN-GB,5,2,6,5,3,7,4,4|3|2|1,34,male,5,,"$40,000 to $59,999",3,50000,4c48b1e0,30eced85,United States,,rule,healthcare,FL_33,Firefighters|Doctors|Donor
11/03/2019 08:11,11/03/2019 08:12,0,100,65,1,11/03/2019 08:12,R_3JJycW7gLgXGjPm,,,,,anonymous,EN-GB,5,5,5,5,5,6,4,4|3|1|2,33,female,5,,"$85,000 to $114,999",5,100000,9fd799f9,26f91ff6,United States,,one-off,volcano,FL_17,Doctors|Donor|Firefighters
11/03/2019 08:11,11/03/2019 08:13,0,100,139,1,11/03/2019 08:13,R_XBLrj503r4VxEit,,,,,anonymous,EN-GB,6,6,5,4,3,7,4,3|1|2|4,29,male,5,,"$60,000 to $84,999",4,72500,78fc2c4e,9fd8cbd5,United States,,rule,healthcare,FL_33,Donor|Firefighters|Doctors
11/03/2019 08:14,11/03/2019 08:15,0,100,79,1,11/03/2019 08:15,R_z1ncAtMsnngiUdb,,,,,anonymous,EN-GB,5,5,6,5,5,5,4,3|4|2|1,32,female,5,,"$60,000 to $84,999",4,72500,053f25e3,8b36b5ed,United States,,rule,volcano,FL_18,Firefighters|Doctors|Donor
11/03/2019 08:09,11/03/2019 08:18,0,100,579,1,11/03/2019 08:18,R_b1HtY088tlAMwet,,,,,anonymous,EN-GB,7,7,7,2,3,5,4,1|2|3|4,44,female,4,,"$10,000 to $24,999",1,17500,598118c4,e2e6b386,United States,,one-off,healthcare,FL_32,Donor|Doctors|Firefighters
11/03/2019 08:13,11/03/2019 08:19,0,100,367,1,11/03/2019 08:19,R_3PSv08x05uBAwRE,,,,,anonymous,EN-GB,6,5,5,6,4,6,4,3|1|4|2,43,female,2,,"$10,000 to $24,999",1,17500,c73df456,3d8dd395,United States,,one-off,healthcare,FL_32,Firefighters|Donor|Doctors
11/03/2019 08:19,11/03/2019 08:21,0,100,126,1,11/03/2019 08:21,R_3p3ma8dw1oBFAZl,,,,,anonymous,EN-GB,5,2,6,5,3,5,4,4|3|2|1,41,male,5,,"$85,000 to $114,999",5,100000,e2cbc73f,e7e134d7,United States,,one-off,healthcare,FL_32,Donor|Doctors|Firefighters
11/03/2019 08:21,11/03/2019 08:22,0,100,95,1,11/03/2019 08:22,R_2f7qyd8O2MKNUGW,,,,,anonymous,EN-GB,4,4,4,6,6,6,4,3|2|1|4,56,male,8,,"$60,000 to $84,999",4,72500,1da5a43d,e0c44f65,United States,,rule,healthcare,FL_33,Doctors|Firefighters|Donor
11/03/2019 08:23,11/03/2019 08:26,0,100,130,1,11/03/2019 08:26,R_Br01IKlbY9U0zJf,,,,,anonymous,EN-GB,3,2,3,7,6,7,4,2|1|4|3,50,female,5,,"$85,000 to $114,999",5,100000,c0cbbf2e,8dc3cd5d,United States,,rule,volcano,FL_18,Firefighters|Doctors|Donor
11/03/2019 08:27,11/03/2019 08:29,0,100,97,1,11/03/2019 08:29,R_WfzJhJhHztwdhIZ,,,,,anonymous,EN-GB,7,7,7,2,2,2,4,1|2|4|3,46,male,5,,"$40,000 to $59,999",3,50000,7b99399a,667a2364,India,,one-off,volcano,FL_17,Doctors|Firefighters|Donor
11/03/2019 08:30,11/03/2019 08:31,0,100,103,1,11/03/2019 08:31,R_3m8gL4Lo2n6Q61u,,,,,anonymous,EN-GB,5,5,5,6,3,6,4,4|2|1|3,29,male,5,,"$40,000 to $59,999",3,50000,92af4695,1b76e8f8,United States,,rule,volcano,FL_18,Donor|Doctors|Firefighters
11/03/2019 08:29,11/03/2019 08:32,0,100,234,1,11/03/2019 08:32,R_2pMNucEfyH1E39G,,,,,anonymous,EN-GB,7,6,7,1,3,6,4,1|2|4|3,28,male,2,,"$40,000 to $59,999",3,50000,bcba3d8c,a1f1d40d,United States,,one-off,healthcare,FL_32,Donor|Firefighters|Doctors
11/03/2019 08:34,11/03/2019 08:35,0,100,46,1,11/03/2019 08:35,R_2Svn0w2kRyJA6E1,,,,,anonymous,EN-GB,7,7,7,2,2,5,4,2|3|4|1,44,female,4,,"$10,000 to $24,999",1,17500,598118c4,49ef6d34,United States,,one-off,volcano,FL_17,Doctors|Firefighters|Donor
11/03/2019 08:34,11/03/2019 08:36,0,100,125,1,11/03/2019 08:36,R_qRbovQkzh4V9Zkd,,,,,anonymous,EN-GB,6,4,5,5,7,5,4,4|1|3|2,25,female,4,,"$10,000 to $24,999",1,17500,68bbda2f,ab95c4c6,United States,,one-off,volcano,FL_17,Donor|Firefighters|Doctors
11/03/2019 08:33,11/03/2019 08:36,0,100,170,1,11/03/2019 08:36,R_2P2bf4y3gB3njBx,,,,,anonymous,EN-GB,6,6,6,2,2,7,4,1|2|4|3,34,male,4,,"$60,000 to $84,999",4,72500,75817f72,87081ec9,United States,,rule,healthcare,FL_33,Donor|Firefighters|Doctors
11/03/2019 08:34,11/03/2019 08:37,0,100,177,1,11/03/2019 08:37,R_1IoQrzfezuYEN0c,,,,,anonymous,EN-GB,7,5,4,6,5,5,4,3|2|4|1,37,male,4,,"$40,000 to $59,999",3,50000,9dce2fc4,10d3e7de,United States,,one-off,healthcare,FL_32,Firefighters|Doctors|Donor
11/03/2019 08:43,11/03/2019 08:43,0,100,26,1,11/03/2019 08:43,R_23fVtTvMfE0AHy1,,,,,anonymous,EN-GB,4,4,4,4,4,4,4,3|4|1|2,25,male,4,,"$40,000 to $59,999",3,50000,915873f3,b85f5f57,United States,,rule,healthcare,FL_33,Donor|Firefighters|Doctors
11/03/2019 08:44,11/03/2019 08:46,0,100,119,1,11/03/2019 08:46,R_2P0aUAr8ttYIJGt,,,,,anonymous,EN-GB,2,2,2,7,7,7,4,3|4|1|2,48,female,3,,"$10,000 to $24,999",1,17500,bff3c6f5,572fe211,United States,,rule,volcano,FL_18,Donor|Firefighters|Doctors
11/03/2019 08:48,11/03/2019 08:50,0,100,114,1,11/03/2019 08:50,R_bKKnjTgnkV4DRSh,,,,,anonymous,EN-GB,2,2,2,6,7,7,4,1|3|2|4,45,female,2,,"$25,000 to $39,999",2,32500,84cb959a,f54ec279,United States,,rule,healthcare,FL_33,Doctors|Firefighters|Donor
11/03/2019 08:46,11/03/2019 08:50,0,100,268,1,11/03/2019 08:50,R_3062g6mBr2eEwvO,,,,,anonymous,EN-GB,1,1,1,6,6,7,4,1|2|3|4,44,female,4,,"$40,000 to $59,999",3,50000,e371dace,5775bf54,United States,,rule,volcano,FL_18,Donor|Firefighters|Doctors
11/03/2019 08:50,11/03/2019 08:52,0,100,126,1,11/03/2019 08:52,R_22WUeTH2KV5yWjK,,,,,anonymous,EN-GB,6,4,4,4,6,7,4,1|3|2|4,38,male,2,,"$25,000 to $39,999",2,32500,96adce6b,773cfc1a,Spain,,one-off,volcano,FL_17,Donor|Firefighters|Doctors
11/03/2019 08:52,11/03/2019 08:53,0,100,88,1,11/03/2019 08:53,R_3qI6mM8l9tiSlvz,,,,,anonymous,EN-GB,5,2,6,5,4,6,4,2|1|3|4,28,female,5,,"$25,000 to $39,999",2,32500,313dcc93,389e414f,Hong Kong,,rule,volcano,FL_18,Donor|Doctors|Firefighters
11/03/2019 08:53,11/03/2019 08:54,0,100,84,1,11/03/2019 08:54,R_3ND1vBQymNqkr1R,,,,,anonymous,EN-GB,1,1,1,7,7,7,4,2|1|4|3,36,male,6,,"$60,000 to $84,999",4,72500,d31434ec,57417d98,United States,,one-off,healthcare,FL_32,Doctors|Firefighters|Donor
11/03/2019 08:50,11/03/2019 08:56,0,100,355,1,11/03/2019 08:56,R_1hXQIZO0Q9tbFID,,,,,anonymous,EN-GB,5,4,4,5,6,7,4,2|1|4|3,46,male,5,,"$40,000 to $59,999",3,50000,b7824cc9,5ec8738d,United States,,one-off,healthcare,FL_32,Doctors|Donor|Firefighters
11/03/2019 08:55,11/03/2019 08:57,0,100,112,1,11/03/2019 08:57,R_XTd4aOt2FzpLw7T,,,,,anonymous,EN-GB,7,6,7,2,1,6,4,1|2|3|4,34,male,3,,"$60,000 to $84,999",4,72500,7f9612aa,b1344f32,United States,,one-off,volcano,FL_17,Firefighters|Doctors|Donor
11/03/2019 09:02,11/03/2019 09:03,0,100,93,1,11/03/2019 09:03,R_2VKNiGhu5IgAzRA,,,,,anonymous,EN-GB,5,5,5,6,6,7,4,3|1|2|4,41,male,8,,"$115,000 to $149,999",6,132500,5.81E+09,cf057e19,United States,,one-off,healthcare,FL_32,Doctors|Firefighters|Donor
11/03/2019 09:01,11/03/2019 09:04,0,100,182,1,11/03/2019 09:04,R_2QrKhx9DiinPjUu,,,,,anonymous,EN-GB,5,2,1,6,6,7,4,1|2|3|4,44,male,6,,"$25,000 to $39,999",2,32500,e21b8e63,0a78a8cc,India,,rule,healthcare,FL_33,Donor|Doctors|Firefighters
11/03/2019 09:02,11/03/2019 09:04,0,100,107,1,11/03/2019 09:04,R_tWifKAAhTttpTEJ,,,,,anonymous,EN-GB,6,6,6,6,6,6,4,4|3|2|1,40,male,6,,"$115,000 to $149,999",6,132500,d25d9346,ffe0093a,United States,,one-off,volcano,FL_17,Doctors|Donor|Firefighters
11/03/2019 09:09,11/03/2019 09:10,0,100,66,1,11/03/2019 09:10,R_2tMdaJVhm6YSBzz,,,,,anonymous,EN-GB,4,4,2,5,4,6,4,2|3|1|4,35,male,6,,"$60,000 to $84,999",4,72500,8c4532cf,dcb24f4a,United States,,rule,volcano,FL_18,Doctors|Firefighters|Donor
11/03/2019 09:12,11/03/2019 09:13,0,100,104,1,11/03/2019 09:13,R_1IoeCyee5nyaUVD,,,,,anonymous,EN-GB,6,4,2,6,6,6,4,3|1|4|2,54,male,5,,"$60,000 to $84,999",4,72500,8d7caa2d,2b5b9294,United States,,rule,healthcare,FL_33,Donor|Doctors|Firefighters
11/03/2019 09:12,11/03/2019 09:13,0,100,86,1,11/03/2019 09:13,R_3JDVAX8z5r3oSQN,,,,,anonymous,EN-GB,6,5,5,2,3,6,4,2|4|1|3,32,male,2,,"$40,000 to $59,999",3,50000,7a1e6219,364b940f,United States,,one-off,healthcare,FL_32,Donor|Firefighters|Doctors
11/03/2019 09:12,11/03/2019 09:15,0,100,158,1,11/03/2019 09:15,R_2EgXypnnGAdUHGO,,,,,anonymous,EN-GB,3,3,3,4,6,7,4,2|1|4|3,37,female,2,,"$85,000 to $114,999",5,100000,b8747c83,ee7621f4,United States,,rule,volcano,FL_18,Doctors|Firefighters|Donor
11/03/2019 09:17,11/03/2019 09:19,0,100,94,1,11/03/2019 09:19,R_31i7f6itWdcCoXN,,,,,anonymous,EN-GB,5,5,5,6,5,6,4,4|2|3|1,35,male,2,,"$40,000 to $59,999",3,50000,bd8bc2c1,1b08df96,United States,,one-off,healthcare,FL_32,Firefighters|Doctors|Donor
11/03/2019 09:17,11/03/2019 09:19,0,100,109,1,11/03/2019 09:19,R_1FFghH7nXP0fQYk,,,,,anonymous,EN-GB,7,6,7,1,1,7,4,2|4|1|3,47,male,4,,"$40,000 to $59,999",3,50000,07e3bf95,c4427c9f,United States,,one-off,volcano,FL_17,Firefighters|Donor|Doctors
11/03/2019 09:10,11/03/2019 09:19,0,100,525,1,11/03/2019 09:19,R_2VJxQfbJbeVfK5Z,,,,,anonymous,EN-GB,7,5,3,6,4,6,4,1|2|3|4,39,male,5,,"$60,000 to $84,999",4,72500,cfd2e57b,119be6ef,India,,rule,healthcare,FL_33,Donor|Firefighters|Doctors
11/03/2019 09:19,11/03/2019 09:22,0,100,206,1,11/03/2019 09:22,R_aXJGmCeac32Z16h,,,,,anonymous,EN-GB,5,3,4,5,5,4,4,4|2|1|3,76,male,3,,"$60,000 to $84,999",4,72500,1262822e,3575c1d8,United States,,rule,healthcare,FL_33,Doctors|Donor|Firefighters
11/03/2019 09:20,11/03/2019 09:23,0,100,164,1,11/03/2019 09:23,R_1EgjXTTeez07yMm,,,,,anonymous,EN-GB,5,4,4,6,7,7,4,2|3|1|4,32,female,6,,"$115,000 to $149,999",6,132500,95d3515a,0ce7266d,United States,,rule,volcano,FL_18,Firefighters|Donor|Doctors
11/03/2019 09:20,11/03/2019 09:23,0,100,155,1,11/03/2019 09:23,R_WdO6OTstsYQdJjX,,,,,anonymous,EN-GB,5,5,6,3,3,5,4,4|3|2|1,37,female,5,,"$40,000 to $59,999",3,50000,3f7efdec,8057e0a7,United States,,rule,healthcare,FL_33,Firefighters|Doctors|Donor
11/03/2019 09:23,11/03/2019 09:24,0,100,60,1,11/03/2019 09:24,R_3Jm9yWXQUTulcHI,,,,,anonymous,EN-GB,7,7,4,5,2,5,4,1|2|3|4,41,male,2,,"$60,000 to $84,999",4,72500,405c33a4,0b46204c,United States,,rule,volcano,FL_18,Doctors|Firefighters|Donor
11/03/2019 09:24,11/03/2019 09:26,0,100,103,1,11/03/2019 09:26,R_3kGov7TgvN6YuQn,,,,,anonymous,EN-GB,5,4,4,6,4,4,4,2|3|4|1,41,male,6,,"$85,000 to $114,999",5,100000,4a0159e5,bdbc9a51,United States,,one-off,healthcare,FL_32,Donor|Doctors|Firefighters
11/03/2019 09:25,11/03/2019 09:27,0,100,120,1,11/03/2019 09:27,R_1j9W4JLCKVXO6m9,,,,,anonymous,EN-GB,6,6,7,2,2,5,4,4|3|1|2,32,male,5,,"$60,000 to $84,999",4,72500,cd694dbe,1bdc5983,United States,,one-off,healthcare,FL_32,Doctors|Firefighters|Donor
11/03/2019 09:26,11/03/2019 09:27,0,100,98,1,11/03/2019 09:27,R_1rIG83sEL0GuLI0,,,,,anonymous,EN-GB,5,5,5,6,3,2,4,4|1|2|3,32,male,2,,"$60,000 to $84,999",4,72500,f7300370,ef217946,United States,,rule,volcano,FL_18,Doctors|Firefighters|Donor
11/03/2019 09:25,11/03/2019 09:28,0,100,196,1,11/03/2019 09:28,R_2doUzHYaJfjTdjS,,,,,anonymous,EN-GB,7,2,6,6,5,6,4,4|2|3|1,63,male,2,,"$25,000 to $39,999",2,32500,8df1645e,1281a50d,United States,,one-off,volcano,FL_17,Donor|Doctors|Firefighters
11/03/2019 09:27,11/03/2019 09:31,0,100,186,1,11/03/2019 09:31,R_3nufEhQT1qMvN1N,,,,,anonymous,EN-GB,6,6,5,4,3,6,4,2|3|4|1,52,female,3,,"$25,000 to $39,999",2,32500,4968317f,3e950891,United States,,rule,healthcare,FL_33,Donor|Firefighters|Doctors
11/03/2019 09:29,11/03/2019 09:31,0,100,112,1,11/03/2019 09:31,R_1HeoBniBvuBC8he,,,,,anonymous,EN-GB,5,5,5,5,5,7,4,4|1|3|2,33,female,2,,"$40,000 to $59,999",3,50000,83714d9b,b5607b3b,United States,,one-off,volcano,FL_17,Donor|Doctors|Firefighters
11/03/2019 09:31,11/03/2019 09:32,0,100,59,1,11/03/2019 09:32,R_3ENd80HNI5kgZMJ,,,,,anonymous,EN-GB,3,2,3,3,6,6,4,4|2|3|1,36,male,2,,"$10,000 to $24,999",1,17500,d279042c,7043ae9e,United States,,rule,healthcare,FL_33,Doctors|Firefighters|Donor
11/03/2019 09:31,11/03/2019 09:33,0,100,137,1,11/03/2019 09:33,R_2WPsMDLx9msnggf,,,,,anonymous,EN-GB,6,3,5,6,6,7,4,4|3|1|2,50,female,4,,"$25,000 to $39,999",2,32500,d7f0284e,82db33e1,United States,,one-off,volcano,FL_17,Donor|Doctors|Firefighters
11/03/2019 09:33,11/03/2019 09:34,0,100,65,1,11/03/2019 09:34,R_1M0NkRx9xo9niLm,,,,,anonymous,EN-GB,6,2,6,2,3,5,4,1|2|3|4,31,male,4,,"Less than $9,999",0,5000,1e6ed2b3,3acc415c,United States,,one-off,healthcare,FL_32,Doctors|Donor|Firefighters
11/03/2019 09:34,11/03/2019 09:36,0,100,100,1,11/03/2019 09:36,R_3Jql85EeSs3CSDe,,,,,anonymous,EN-GB,5,5,5,3,4,5,4,3|4|1|2,48,female,2,,"$40,000 to $59,999",3,50000,71215200,90049aed,United States,,rule,volcano,FL_18,Doctors|Firefighters|Donor
11/03/2019 09:35,11/03/2019 09:37,0,100,95,1,11/03/2019 09:37,R_2PchMiPckZInYBi,,,,,anonymous,EN-GB,1,1,1,7,7,4,4,1|4|3|2,45,male,5,,"$60,000 to $84,999",4,72500,46f099b5,09bb9637,United States,,rule,healthcare,FL_33,Firefighters|Donor|Doctors
11/03/2019 09:36,11/03/2019 09:39,0,100,177,1,11/03/2019 09:39,R_2uVft3vv8p4ISSj,,,,,anonymous,EN-GB,5,2,5,4,5,6,4,3|1|4|2,53,male,6,,"$60,000 to $84,999",4,72500,b6346695,f26d0c14,United States,,one-off,healthcare,FL_32,Doctors|Donor|Firefighters
11/03/2019 09:39,11/03/2019 09:41,0,100,105,1,11/03/2019 09:41,R_2WBC2xcbbyrBpg8,,,,,anonymous,EN-GB,5,5,5,4,5,7,4,3|1|4|2,26,male,3,,"$10,000 to $24,999",1,17500,facfdd7a,84ad8929,United States,,one-off,volcano,FL_17,Doctors|Firefighters|Donor
11/03/2019 09:39,11/03/2019 09:41,0,100,119,1,11/03/2019 09:41,R_1EX7GULXqmbtzcd,,,,,anonymous,EN-GB,1,1,1,7,7,7,4,1|2|4|3,32,female,5,,"$40,000 to $59,999",3,50000,763867df,6bccc99f,United States,,rule,volcano,FL_18,Firefighters|Donor|Doctors
11/03/2019 09:41,11/03/2019 09:42,0,100,58,1,11/03/2019 09:42,R_T0i3KluYvsoKJ5D,,,,,anonymous,EN-GB,7,4,7,3,3,7,4,3|1|4|2,34,male,8,,"$60,000 to $84,999",4,72500,c15c3c85,8c7c6b1f,United States,,one-off,volcano,FL_17,Donor|Doctors|Firefighters
11/03/2019 09:43,11/03/2019 09:44,0,100,105,1,11/03/2019 09:44,R_1n2EIsojJJUJx53,,,,,anonymous,EN-GB,7,4,6,2,4,5,4,4|1|3|2,47,female,2,,"$115,000 to $149,999",6,132500,fa1602bd,3daf47ba,United States,,one-off,healthcare,FL_32,Donor|Doctors|Firefighters
11/03/2019 09:41,11/03/2019 09:45,0,100,225,1,11/03/2019 09:45,R_3m9kCb8p2CCiRn3,,,,,anonymous,EN-GB,6,1,1,6,5,5,4,3|4|1|2,55,male,5,,"$115,000 to $149,999",6,132500,39dc74a7,ff315a6b,United States,,rule,healthcare,FL_33,Firefighters|Donor|Doctors
11/03/2019 09:47,11/03/2019 09:49,0,100,120,1,11/03/2019 09:49,R_29bKibrqEcHg5SB,,,,,anonymous,EN-GB,7,6,6,3,4,6,4,2|4|1|3,38,male,5,,"$40,000 to $59,999",3,50000,14db4eb5,853cfb6f,United States,,one-off,volcano,FL_17,Firefighters|Doctors|Donor
11/03/2019 09:48,11/03/2019 09:51,0,100,201,1,11/03/2019 09:52,R_O1ZXk9wrlqJvcMV,,,,,anonymous,EN-GB,6,6,5,4,2,5,4,3|2|4|1,48,male,2,,"$40,000 to $59,999",3,50000,10d0571a,15bf035a,United States,,rule,volcano,FL_18,Firefighters|Donor|Doctors
11/03/2019 09:51,11/03/2019 09:52,0,100,92,1,11/03/2019 09:52,R_2R1Tp7GHZrmAtZi,,,,,anonymous,EN-GB,5,5,6,3,3,7,4,4|3|1|2,33,male,6,,"$115,000 to $149,999",6,132500,c2fcb1de,b5894128,United States,,rule,healthcare,FL_33,Donor|Doctors|Firefighters
11/03/2019 09:53,11/03/2019 09:54,0,100,19,1,11/03/2019 09:54,R_efB2uYDTivfTDLb,,,,,anonymous,EN-GB,6,7,5,6,2,5,2,2|3|1|4,30,female,2,,"Less than $9,999",0,5000,316cb638,9d96cc93,United States,,rule,healthcare,FL_33,Donor|Firefighters|Doctors
11/03/2019 09:52,11/03/2019 09:54,0,100,118,1,11/03/2019 09:54,R_262XE7zAJzkgCJF,,,,,anonymous,EN-GB,5,4,3,5,6,6,4,4|3|2|1,42,female,5,,"$85,000 to $114,999",5,100000,6b9937f2,61d2f675,Austria,,one-off,healthcare,FL_32,Doctors|Firefighters|Donor
11/03/2019 09:52,11/03/2019 09:54,0,100,135,1,11/03/2019 09:54,R_3nI472vd9x8aOAo,,,,,anonymous,EN-GB,5,3,5,5,4,6,4,2|3|4|1,42,female,4,,"$10,000 to $24,999",1,17500,fa54aa51,c79ed3ee,United States,,one-off,healthcare,FL_32,Donor|Doctors|Firefighters
11/03/2019 09:54,11/03/2019 09:56,0,100,98,1,11/03/2019 09:56,R_1QLMxz15Pfk6Vx6,,,,,anonymous,EN-GB,5,5,5,5,5,7,4,4|2|1|3,46,male,5,,"$85,000 to $114,999",5,100000,cc0a565c,b1325d96,United States,,rule,volcano,FL_18,Doctors|Donor|Firefighters
11/03/2019 09:55,11/03/2019 09:57,0,100,132,1,11/03/2019 09:57,R_2BzVWha02hEcLKO,,,,,anonymous,EN-GB,1,1,1,7,7,7,4,2|1|3|4,59,female,2,,"Less than $9,999",0,5000,dfd777f5,75360cd9,United States,,rule,healthcare,FL_33,Donor|Firefighters|Doctors
11/03/2019 09:56,11/03/2019 09:59,0,100,171,1,11/03/2019 09:59,R_D8HDkzkzgNRgkN3,,,,,anonymous,EN-GB,7,6,5,2,5,6,4,1|4|3|2,52,male,6,,"$115,000 to $149,999",6,132500,d62cd836,472b7fee,United States,,rule,volcano,FL_18,Firefighters|Doctors|Donor
11/03/2019 09:56,11/03/2019 10:00,0,100,215,1,11/03/2019 10:00,R_1rczhHx2GiXuyQU,,,,,anonymous,EN-GB,4,2,1,7,5,7,4,4|1|2|3,36,male,2,,"$10,000 to $24,999",1,17500,9cfc0422,6c1d7f3e,United States,,one-off,healthcare,FL_32,Firefighters|Doctors|Donor
11/03/2019 09:59,11/03/2019 10:00,0,100,78,1,11/03/2019 10:00,R_2zHnnxNFexzEs93,,,,,anonymous,EN-GB,5,3,4,5,4,3,4,1|3|2|4,47,female,3,,"$10,000 to $24,999",1,17500,088c3b6e,35476d40,United States,,one-off,volcano,FL_17,Donor|Doctors|Firefighters
11/03/2019 10:05,11/03/2019 10:06,0,100,42,1,11/03/2019 10:06,R_CjkdWHtd1l9heFj,,,,,anonymous,EN-GB,3,2,2,6,6,6,4,3|4|2|1,29,female,4,,"$60,000 to $84,999",4,72500,60d917a4,092f6e7d,United States,,rule,volcano,FL_18,Firefighters|Doctors|Donor
11/03/2019 10:05,11/03/2019 10:06,0,100,66,1,11/03/2019 10:06,R_3g7xlaSHr36Fxik,,,,,anonymous,EN-GB,6,4,5,4,4,5,4,3|4|2|1,35,female,6,,"$115,000 to $149,999",6,132500,92bb9630,581ff139,United States,,rule,healthcare,FL_33,Donor|Firefighters|Doctors
