"StartDate","EndDate","Impact","Counterfactual measure","mcheck_late","Gender","AGE_1","Timing","Counterfactual thinking"
18247,18247,2,4,2,2,27.0,"Early","Not induced"
18247,18247,6,1,1,1,31.0,"Early","Induced"
18247,18247,3,6,2,1,39.0,"Early","Induced"
18247,18247,5,2,3,2,53.0,"Early","Not induced"
18247,18247,1,2,3,1,37.0,"Early","Not induced"
18247,18247,5,5,5,2,44.0,"Late","Not induced"
18247,18247,7,6,7,2,30.0,"Late","Induced"
18247,18247,5,1,7,2,41.0,"Late","Not induced"
18247,18247,7,5,7,2,73.0,"Late","Induced"
18247,18247,6,5,6,1,25.0,"Early","Not induced"
18247,18247,5,6,3,1,26.0,"Early","Induced"
18247,18247,7,6,5,2,32.0,"Early","Induced"
18247,18247,7,3,7,1,23.0,"Late","Induced"
18247,18247,5,5,3,1,29.0,"Early","Induced"
18247,18247,4,7,2,1,26.0,"Early","Not induced"
18247,18247,5,5,2,2,68.0,"Early","Not induced"
18247,18247,1,1,3,2,32.0,"Early","Not induced"
18247,18247,4,7,7,1,42.0,"Late","Not induced"
18247,18247,7,6,7,1,44.0,"Late","Induced"
18247,18247,7,7,7,2,28.0,"Late","Induced"
18247,18247,7,7,7,1,29.0,"Late","Induced"
18247,18247,3,4,1,2,37.0,"Early","Not induced"
18247,18247,5,3,7,2,50.0,"Late","Not induced"
18247,18247,1,3,5,1,28.0,"Early","Induced"
18247,18247,5,5,6,1,23.0,"Late","Induced"
18247,18247,5,5,7,1,39.0,"Late","Not induced"
18247,18247,7,6,5,2,27.0,"Late","Induced"
18247,18247,6,6,5,2,30.0,"Early","Not induced"
18247,18247,5,7,5,1,32.0,"Late","Induced"
18247,18247,3,5,3,2,26.0,"Early","Induced"
18247,18247,7,7,7,2,28.0,"Late","Not induced"
18247,18247,7,7,2,1,44.0,"Early","Not induced"
18247,18247,7,7,7,2,34.0,"Late","Induced"
18247,18247,2,2,2,1,38.0,"Early","Not induced"
18247,18247,6,5,6,1,30.0,"Late","Induced"
18247,18247,5,5,6,1,31.0,"Late","Not induced"
18247,18247,3,5,7,1,35.0,"Late","Induced"
18247,18247,1,1,3,2,40.0,"Early","Not induced"
18247,18247,6,6,7,2,26.0,"Early","Induced"
18247,18247,7,1,6,2,29.0,"Late","Induced"
18247,18247,5,6,7,2,39.0,"Late","Induced"
18247,18247,7,5,7,2,32.0,"Late","Not induced"
18247,18247,4,4,4,2,26.0,"Late","Induced"
18247,18247,5,7,3,2,66.0,"Early","Not induced"
18247,18247,2,2,2,2,55.0,"Early","Not induced"
18247,18247,2,7,7,1,47.0,"Late","Induced"
18247,18247,4,3,4,2,35.0,"Early","Induced"
18247,18247,5,5,6,1,30.0,"Late","Not induced"
18247,18247,7,7,1,2,54.0,"Early","Induced"
18247,18247,5,7,4,2,38.0,"Early","Not induced"
18247,18247,5,6,6,2,38.0,"Late","Not induced"
18247,18247,7,4,4,2,28.0,"Early","Induced"
18247,18247,2,2,3,1,52.0,"Early","Not induced"
18247,18247,7,7,7,2,35.0,"Late","Not induced"
18247,18247,3,7,4,1,26.0,"Early","Induced"
18247,18247,2,5,1,1,38.0,"Early","Not induced"
18247,18247,7,5,3,1,36.0,"Early","Induced"
18247,18247,3,7,3,1,59.0,"Early","Induced"
18247,18247,5,5,5,1,26.0,"Early","Induced"
18247,18247,6,5,7,1,35.0,"Late","Induced"
18247,18247,4,6,3,1,39.0,"Early","Induced"
18247,18247,6,7,6,1,28.0,"Early","Not induced"
18247,18247,7,5,3,1,23.0,"Early","Induced"
18247,18247,2,3,7,2,37.0,"Late","Induced"
18247,18247,2,6,3,2,33.0,"Early","Not induced"
18247,18247,5,6,5,1,28.0,"Late","Induced"
18247,18247,6,2,7,1,27.0,"Late","Not induced"
18247,18247,5,4,2,2,59.0,"Early","Induced"
18247,18247,7,2,5,1,31.0,"Early","Not induced"
18247,18247,3,6,3,2,27.0,"Early","Induced"
18247,18247,6,7,3,2,42.0,"Early","Induced"
18247,18247,5,6,5,1,51.0,"Late","Not induced"
18247,18247,6,5,7,1,32.0,"Late","Induced"
18247,18247,4,5,5,1,40.0,"Early","Not induced"
18247,18247,2,7,7,1,33.0,"Late","Not induced"
18247,18247,5,4,3,1,28.0,"Late","Induced"
18247,18247,4,3,5,2,48.0,"Late","Not induced"
18247,18247,1,1,3,1,54.0,"Early","Not induced"
18247,18247,7,6,5,2,25.0,"Late","Induced"
18247,18247,5,7,4,1,33.0,"Early","Not induced"
18247,18247,2,6,4,1,34.0,"Early","Induced"
18247,18247,6,4,6,2,60.0,"Late","Not induced"
18247,18247,6,2,7,2,34.0,"Late","Induced"
18247,18247,7,7,2,2,52.0,"Early","Not induced"
18247,18247,4,5,7,1,68.0,"Early","Not induced"
18247,18247,4,3,4,2,32.0,"Early","Not induced"
18247,18247,4,5,6,1,23.0,"Late","Induced"
18247,18247,7,7,7,2,24.0,"Late","Induced"
18247,18247,6,5,7,1,58.0,"Late","Induced"
18247,18247,6,7,7,2,34.0,"Late","Induced"
18247,18247,6,5,2,1,49.0,"Early","Induced"
18247,18247,2,5,3,2,38.0,"Early","Not induced"
18247,18247,7,7,7,2,22.0,"Late","Induced"
18247,18247,3,7,3,1,37.0,"Early","Induced"
18247,18247,1,2,3,1,37.0,"Early","Not induced"
18247,18247,3,2,3,2,29.0,"Early","Not induced"
18247,18247,7,7,2,2,37.0,"Early","Not induced"
18247,18247,5,6,7,1,33.0,"Late","Not induced"
18247,18247,7,6,7,2,45.0,"Late","Induced"
18247,18247,4,4,5,1,34.0,"Late","Induced"
18247,18247,7,5,7,1,39.0,"Late","Not induced"
18247,18247,6,6,6,1,35.0,"Early","Induced"
18247,18247,1,1,7,1,33.0,"Late","Induced"
18247,18247,7,4,7,1,38.0,"Late","Induced"
18247,18247,6,5,6,1,29.0,"Early","Induced"
18247,18247,3,2,4,2,31.0,"Early","Not induced"
18247,18247,7,4,7,1,43.0,"Late","Not induced"
18247,18247,5,4,2,1,34.0,"Early","Induced"
18247,18247,7,5,7,1,27.0,"Late","Induced"
18247,18247,6,7,7,2,30.0,"Late","Not induced"
18247,18247,4,5,4,2,28.0,"Late","Not induced"
18247,18247,6,7,7,2,35.0,"Late","Induced"
18247,18247,5,6,2,1,33.0,"Early","Induced"
18247,18247,5,5,3,2,38.0,"Early","Not induced"
18247,18247,7,6,1,2,29.0,"Early","Not induced"
18247,18247,4,4,6,1,26.0,"Early","Not induced"
18247,18247,7,6,7,1,36.0,"Late","Induced"
18247,18247,5,1,7,2,40.0,"Late","Not induced"
18247,18247,6,7,4,2,27.0,"Late","Induced"
18247,18247,7,7,1,2,24.0,"Early","Induced"
18247,18247,6,5,7,2,33.0,"Late","Induced"
18247,18247,6,5,7,1,36.0,"Late","Not induced"
18247,18247,6,7,7,1,42.0,"Late","Not induced"
18247,18247,5,3,4,1,27.0,"Late","Not induced"
18247,18247,7,6,7,2,40.0,"Late","Induced"
18247,18247,3,5,2,1,28.0,"Early","Induced"
18247,18247,2,4,7,1,32.0,"Late","Not induced"
18247,18247,5,4,6,1,28.0,"Early","Not induced"
18247,18247,7,6,3,1,50.0,"Early","Induced"
18247,18247,5,6,7,1,29.0,"Late","Not induced"
18247,18247,7,4,3,2,58.0,"Early","Induced"
18247,18247,7,7,3,1,64.0,"Early","Induced"
18247,18247,4,3,1,1,31.0,"Early","Not induced"
18247,18247,4,5,2,2,28.0,"Early","Not induced"
18247,18247,6,6,7,1,48.0,"Late","Induced"
18247,18247,1,6,7,2,48.0,"Late","Induced"
18247,18247,1,1,7,1,28.0,"Late","Induced"
18247,18247,5,6,6,1,28.0,"Early","Induced"
18247,18247,7,7,1,2,44.0,"Early","Induced"
18247,18247,5,6,5,1,51.0,"Late","Not induced"
18247,18247,7,7,6,1,34.0,"Late","Induced"
18247,18247,7,1,7,1,30.0,"Late","Not induced"
18247,18247,1,2,2,1,26.0,"Early","Not induced"
18247,18247,4,5,7,1,47.0,"Late","Not induced"
18247,18247,7,1,7,1,20.0,"Early","Not induced"
18247,18247,7,6,7,2,32.0,"Late","Induced"
18247,18247,3,7,3,2,42.0,"Early","Induced"
18247,18247,3,3,4,2,48.0,"Early","Not induced"
18247,18247,7,5,7,2,53.0,"Late","Induced"
18247,18247,6,3,4,1,35.0,"Late","Induced"
18247,18247,7,7,3,1,69.0,"Early","Not induced"
18247,18247,2,2,2,1,33.0,"Early","Induced"
18247,18247,7,1,7,1,43.0,"Late","Not induced"
18247,18247,5,6,3,1,30.0,"Early","Induced"
18247,18247,2,6,1,1,25.0,"Early","Not induced"
18247,18247,7,6,7,2,51.0,"Late","Induced"
18247,18247,4,4,4,2,31.0,"Early","Not induced"
18247,18247,7,6,6,1,31.0,"Late","Not induced"
18247,18247,3,1,1,1,28.0,"Late","Induced"
18247,18247,3,5,3,1,39.0,"Early","Induced"
18247,18247,5,5,7,2,46.0,"Late","Not induced"
18247,18247,6,7,7,1,35.0,"Late","Not induced"
18247,18247,7,6,7,1,27.0,"Late","Not induced"
18247,18247,5,7,2,1,29.0,"Early","Induced"
18247,18247,6,5,5,2,34.0,"Early","Not induced"
18247,18247,7,6,7,1,27.0,"Late","Not induced"
18247,18247,6,7,3,2,36.0,"Early","Not induced"
18247,18247,7,7,2,2,23.0,"Early","Induced"
18247,18247,5,6,7,2,62.0,"Late","Not induced"
18247,18247,6,7,7,2,26.0,"Late","Induced"
18247,18247,6,6,5,1,23.0,"Late","Not induced"
18247,18247,7,7,7,2,30.0,"Early","Induced"
18247,18247,4,6,6,1,76.0,"Early","Induced"
18247,18247,5,6,5,1,23.0,"Late","Not induced"
18247,18247,7,7,7,1,38.0,"Late","Not induced"
18247,18247,5,4,5,2,24.0,"Early","Induced"
18247,18247,3,4,4,2,34.0,"Late","Induced"
18247,18247,6,5,6,1,79.0,"Late","Not induced"
18247,18247,6,3,3,2,32.0,"Early","Induced"
18247,18247,6,3,5,1,31.0,"Early","Not induced"
18247,18247,3,7,2,2,22.0,"Early","Induced"
18247,18247,7,5,7,1,26.0,"Late","Not induced"
18247,18247,6,7,7,1,23.0,"Late","Induced"
18247,18247,3,7,3,2,27.0,"Early","Induced"
18247,18247,6,6,6,1,46.0,"Late","Induced"
18247,18247,2,4,2,1,24.0,"Early","Not induced"
18247,18247,6,2,7,1,22.0,"Late","Not induced"
18247,18247,4,5,3,1,29.0,"Early","Induced"
18247,18247,7,7,7,2,37.0,"Late","Not induced"
18247,18247,5,7,1,2,53.0,"Early","Induced"
18247,18247,7,7,2,1,57.0,"Early","Not induced"
18247,18247,6,6,7,1,25.0,"Late","Induced"
18247,18247,7,7,7,1,37.0,"Late","Induced"
18247,18247,5,6,5,2,30.0,"Early","Not induced"
18247,18247,4,4,5,2,24.0,"Early","Not induced"
18247,18247,2,4,3,2,38.0,"Early","Induced"
18247,18247,4,3,3,1,40.0,"Early","Induced"
18247,18247,3,2,7,1,31.0,"Late","Not induced"
18247,18247,6,6,6,2,30.0,"Early","Induced"
18247,18247,4,4,4,1,26.0,"Late","Not induced"
18247,18247,7,7,7,1,33.0,"Late","Induced"
18247,18247,7,7,7,2,27.0,"Late","Not induced"
18247,18247,7,7,7,2,35.0,"Late","Induced"
18247,18247,7,5,3,2,52.0,"Early","Not induced"
18247,18247,7,4,7,1,40.0,"Early","Induced"
18247,18247,7,7,7,2,40.0,"Early","Induced"
18247,18247,5,4,5,1,35.0,"Early","Not induced"
18247,18247,4,1,2,2,32.0,"Early","Not induced"
18247,18247,7,4,7,1,26.0,"Late","Not induced"
18247,18247,7,7,7,1,38.0,"Late","Not induced"
18247,18247,4,5,5,2,44.0,"Late","Induced"
18247,18247,3,5,4,2,29.0,"Late","Induced"
18247,18247,5,5,7,2,65.0,"Late","Induced"
18247,18247,7,7,7,1,30.0,"Late","Induced"
18247,18247,7,2,3,2,54.0,"Early","Not induced"
18247,18247,6,4,2,2,39.0,"Early","Induced"
18247,18247,5,5,2,1,37.0,"Early","Not induced"
18247,18247,7,1,1,2,32.0,"Early","Not induced"
18247,18247,5,5,7,2,37.0,"Late","Induced"
18247,18247,6,4,7,2,26.0,"Late","Induced"
18247,18247,3,4,6,1,30.0,"Early","Induced"
18247,18247,6,2,7,1,62.0,"Late","Not induced"
18247,18247,6,5,4,1,26.0,"Late","Not induced"
18247,18247,5,4,3,2,33.0,"Early","Induced"
18247,18247,5,6,7,2,50.0,"Late","Not induced"
18247,18247,5,6,5,1,28.0,"Early","Induced"
18247,18247,7,7,7,2,100.0,"Early","Induced"
18247,18247,6,4,3,2,38.0,"Early","Not induced"
18247,18247,6,5,6,1,29.0,"Early","Induced"
18247,18247,7,7,3,2,49.0,"Early","Induced"
18247,18247,1,1,1,1,77.0,"Early","Not induced"
18247,18247,6,1,7,1,66.0,"Late","Not induced"
18247,18247,5,7,7,2,33.0,"Late","Induced"
18247,18247,5,3,6,2,35.0,"Late","Not induced"
18247,18247,6,5,6,1,76.0,"Early","Induced"
18247,18247,7,6,7,2,23.0,"Late","Induced"
18247,18247,3,4,2,2,51.0,"Early","Induced"
18247,18247,2,3,6,1,41.0,"Early","Induced"
18247,18247,6,5,6,1,71.0,"Late","Induced"
18247,18247,6,5,7,2,37.0,"Late","Induced"
18247,18247,4,6,7,2,31.0,"Early","Not induced"
18247,18247,6,7,7,1,31.0,"Late","Not induced"
18247,18247,6,7,7,1,28.0,"Late","Induced"
18247,18247,7,3,2,2,60.0,"Early","Not induced"
18247,18247,3,2,5,2,56.0,"Early","Not induced"
18247,18247,6,6,7,1,32.0,"Late","Induced"
18247,18247,6,5,4,2,49.0,"Early","Not induced"
18247,18247,6,4,2,2,45.0,"Early","Not induced"
18247,18247,6,7,2,2,31.0,"Early","Induced"
18247,18247,7,7,7,2,49.0,"Late","Not induced"
18247,18247,5,4,7,1,49.0,"Late","Induced"
18247,18247,7,6,4,2,41.0,"Early","Induced"
18247,18247,7,7,7,2,26.0,"Late","Induced"
18247,18247,4,6,2,1,41.0,"Early","Not induced"
18247,18247,7,7,7,2,44.0,"Late","Induced"
18247,18247,4,1,7,1,51.0,"Late","Not induced"
18247,18247,7,4,7,2,34.0,"Late","Induced"
18247,18247,7,7,3,2,61.0,"Early","Not induced"
18247,18247,7,6,7,2,55.0,"Late","Not induced"
18247,18247,6,5,7,1,38.0,"Late","Induced"
18247,18247,7,5,7,2,60.0,"Late","Induced"
18247,18247,7,6,7,1,30.0,"Late","Not induced"
18247,18247,4,5,4,2,27.0,"Early","Induced"
18247,18247,6,6,7,1,24.0,"Late","Induced"
18247,18247,5,5,6,1,27.0,"Late","Induced"
18247,18247,4,1,3,1,42.0,"Early","Not induced"
18247,18247,5,6,4,1,30.0,"Early","Induced"
18247,18247,6,5,6,1,26.0,"Late","Induced"
18247,18247,3,4,2,2,33.0,"Early","Induced"
18247,18247,7,7,7,2,46.0,"Late","Induced"
18247,18247,7,6,7,1,27.0,"Late","Induced"
18247,18247,6,6,4,2,27.0,"Early","Not induced"
18247,18247,7,7,7,2,61.0,"Late","Induced"
18247,18247,5,2,7,1,33.0,"Late","Induced"
18247,18247,7,7,7,2,48.0,"Late","Not induced"
18247,18247,4,5,6,1,88.0,"Early","Not induced"
18247,18247,7,6,7,2,41.0,"Late","Not induced"
18247,18247,3,6,2,1,43.0,"Early","Not induced"
18247,18247,7,7,7,2,41.0,"Early","Not induced"
18247,18247,7,5,7,1,22.0,"Late","Induced"
18247,18247,5,3,4,2,23.0,"Late","Induced"
18247,18247,4,6,3,2,57.0,"Early","Not induced"
18247,18247,7,6,7,2,48.0,"Late","Not induced"
18247,18247,2,3,3,2,57.0,"Early","Not induced"
18247,18247,5,4,5,1,29.0,"Late","Not induced"
18247,18247,7,7,7,1,40.0,"Late","Induced"
18247,18247,5,5,5,1,25.0,"Late","Not induced"
18247,18247,7,1,7,1,22.0,"Late","Induced"
18247,18247,6,6,6,2,34.0,"Early","Not induced"
18247,18247,2,6,1,2,53.0,"Early","Not induced"
18247,18247,5,6,4,1,42.0,"Early","Not induced"
18247,18247,5,6,2,1,26.0,"Early","Induced"
18247,18247,6,4,7,1,65.0,"Late","Not induced"
18247,18247,6,4,3,1,30.0,"Early","Not induced"
18247,18247,6,5,5,1,27.0,"Late","Not induced"
